Rn,BCN,PMP,ZGZ,HSC
6.234849869577508,6.442244921232525,6.809526262785259,5.759231125681024,6.915558664422286
7.098490785297595,6.475963994076378,5.993946035284745,6.983904989142167,6.683347601639597
6.356401463558799,6.20122588308234,8.277984779759457,7.098075746235095,6.65749676353053
6.455148716976768,6.616972391228927,6.344630311664782,6.134911747982628,5.750851400274979
6.9622120104338,6.229546677438837,7.061686987625925,8.965967479505037,6.309807827598171
5.988287915681537,6.624561390123869,6.7234658090691815,5.985147054571854,5.041974439119038
6.229835189016241,6.876308240388569,6.131199083830181,7.076320848966899,7.940581151058799
5.804980789987664,6.655519626015111,6.485319759971217,5.832204075863487,5.899963900917455
6.071309420936986,7.138307350560239,6.086057683041221,6.006817466334293,5.793440567819696
6.874853475470292,7.275475431743421,5.73606226067794,6.091441184596012,5.815549348530016
6.215179644132915,5.620283227217825,6.017669035259046,7.53714639764083,6.332632566753187
7.554827077765214,6.8115701374254725,6.391634931062397,7.042880730879935,5.845693367405942
6.017591978374281,5.832100998727899,6.875666929546155,6.74027408800627,6.5185809486790705
6.127747264661287,5.7016848513954566,6.053906169690584,7.314007367585835,7.649516135767887
7.226497047825863,6.9235176889519945,5.791304497969778,6.4991394846062915,7.10131566900956
6.376475083200555,6.59429000051398,6.4860993234734785,6.701567318564967,6.442905626798931
6.416086016203228,7.230398238332648,5.8545435052169,7.924039097836143,6.221017335590563
6.220655421206826,6.4222861440558185,6.327548539011102,6.319877102500514,5.760620679353413
6.227477344713713,6.004094816509046,6.3601235640676395,5.791514386628803,5.832343292236328
6.397734230443051,5.835083248740748,5.6211388035824426,6.848756047299034,6.629415050305818
6.082034181293689,6.827094790810033,5.568829265393709,5.518479036030016,7.0625956886693055
5.776244555021587,6.5852415787546255,7.134237108732525,5.649868975187603,5.775348221628289
5.587605325799239,6.311400805021587,6.827983334189967,6.887576414409437,5.693285771420127
5.345387830232319,8.316439297324733,6.135324417917352,5.375799640856291,5.292702363666735
8.482636782997533,5.4898527446546055,6.202594957853618,6.161323788291529,7.871275731136924
