Rn,BCN,PMP,ZGZ,HSC
5.708786693372224,8.087637650339227,8.130193609940378,7.993513970626028,7.971984702662418
5.958678235505756,8.351904296875,8.555414621453536,7.867804276315789,7.858938598632813
6.2686105025442025,7.953625889828331,7.754598035310444,8.121777664987665,8.256523052014803
5.884203097694798,8.380053148771587,8.628945039447986,7.175953353078742,9.054665414910568
5.677197988409745,8.131045853464228,7.750275140059622,7.270125298751028,8.557891604774877
6.274164300215872,8.508938357704563,7.530464654219778,7.806970857319079,7.735455402575041
5.750727683619449,8.835341523822985,8.576501625462582,8.309381986919202,7.773715651662726
5.58522515547903,8.148348436857525,8.304760661878085,9.253855735377261,8.260138019762541
5.5726055747584295,7.893941618266859,8.26866744192023,7.731661184210527,7.682742871736226
5.761546124910053,8.093525133634868,7.828240163702714,7.629483755011307,8.923256643194902
5.350931950619346,8.339763922440378,8.280897040116159,7.724536213121916,8.499063511898644
5.55474150808234,8.300092355828536,7.917680278577302,8.05495998984889,8.302722569515831
5.5413351761667355,8.095893859863281,7.924257057591489,8.601796521638569,8.497099223889803
5.540068897448088,7.9959561799701895,7.970493196186267,8.250350630910773,8.068040225380345
5.174204615542763,7.942195209703947,8.126942765085321,7.971334116082442,7.533247375488282
6.393286855597245,8.27967465049342,8.037401299727591,8.029928066855982,8.384394595497533
6.283473687422903,8.010533142089844,7.480680847167969,7.530505130165501,9.579263948139392
5.485280207583779,7.947895572060033,7.566348828767476,8.430438232421874,8.497265143143503
5.765367648476048,8.432961072419818,7.684948650159334,7.317435736405222,8.782302133660567
5.818928447522615,7.803286823473479,8.405972209729647,8.236399118523849,8.28184878700658
5.684986435739618,8.59086689196135,8.092988987972863,8.142915023000617,8.062325246710527
5.384657327752365,8.11871691252056,8.11564547890111,8.313954885382401,8.47760443436472
6.106860512181332,8.0314293710809,8.495399475097656,9.042124135870683,7.648284269634046
5.590412581594367,8.066207885742188,9.651802544844777,8.259280475817228,8.099546613191304
6.231248233192845,8.13245745207134,7.546569663599918,8.539802069413035,7.544961628160979
