Rn,BCN,PMP,ZGZ,HSC
6.774190584818522,7.360997478167216,5.73520028591156,6.609952688217163,7.225858012835185
5.872746030489604,7.136809229850769,6.752201875050862,5.680483857790629,7.153275688489278
5.957860072453816,6.013677755991618,6.0751311381657915,6.355287432670593,6.01573630174001
7.68096403280894,6.2229435841242475,6.125343004862468,6.544439514478047,6.380846778551738
6.189501047134399,5.938374280929565,6.5686376094818115,6.371103803316752,6.569142778714498
6.469847480456035,6.939906716346741,6.787451465924581,6.277441223462422,6.658102711041768
7.070398290952046,5.542474428812663,6.4817893505096436,5.990410208702087,7.135530749956767
6.053059180577596,6.347203532854716,6.4221391677856445,6.613712549209595,6.278395573298137
6.302724440892537,6.271514256795247,6.025460282961528,7.0893750588099165,6.397135694821675
7.040737350781758,5.842320839564006,6.725945234298706,6.329994161923726,6.639360706011455
6.402727444966634,6.159018794695537,6.58672559261322,6.110503911972046,6.2282135883967085
6.043017307917277,6.611842552820842,5.800194303194682,6.468414545059204,5.666847308476766
7.435213764508565,6.84690276781718,6.874571005503337,5.9097892840703325,6.511514345804851
6.337525685628255,5.8267810344696045,6.269846121470134,6.244430700937907,6.090656638145447
5.968727191289266,6.752643624941508,7.288346330324809,7.261095841725667,5.727253397305806
6.681507349014282,7.316526770591736,6.720651904741923,6.233571608861287,5.680655121803284
5.831429958343506,8.39315668741862,5.768235286076863,6.131602803866069,7.130079706509908
6.089454571406047,6.611849705378215,6.01673436164856,6.602353731791179,7.056855916976929
7.780423680941264,6.434270977973938,6.336101571718852,6.6435911655426025,6.459280808766683
7.002207080523173,6.469397664070129,5.972907304763794,6.387181997299194,6.141718864440918
6.228574872016907,6.444114168485005,5.836010138193767,6.340789993604024,6.419008096059163
8.114789128303528,6.842879017194112,6.28232729434967,6.31470803419749,6.30066704750061
7.12968631585439,5.882681687672933,5.995242317517598,6.199413696924846,6.3427616357803345
6.546839237213135,5.9089096784591675,6.177148660024007,6.6790185769399,6.706228931744893
5.868003169695537,6.208605527877808,6.092823584874471,6.810305555661519,6.0277401606241865
