Rn,BCN,PMP,ZGZ,HSC
6.60737152854995,7.27858567946028,7.13062849139223,7.256497977983834,7.9620503718310065
6.347450407424776,6.822020464604444,7.390435662600074,7.342401485631962,7.455820744580562
6.772839272376334,7.319956864460861,7.107800247645614,7.3049972836333925,7.4046457876073255
6.3732589495064005,7.33525281849474,7.388597884980759,7.169776085579749,7.101772572734569
6.227439729293974,7.4757636041924505,7.2799898657468285,7.277149389285852,7.2278216144826155
6.584920222216313,7.475191928372524,7.081910954843654,6.986974508455484,7.375506146119372
6.6407389876866105,7.705335333795831,7.2226856344997294,7.309491450243657,7.114044869300162
6.483619010094369,7.398256245225963,7.256151180456181,7.434725506470935,7.366122557385133
6.385269618270421,7.593722957195622,7.013958203910601,7.966071402672494,6.854792868736947
6.491687925735323,6.811334062330793,7.451607505873878,7.203163826819694,7.266366184347927
6.264819910030554,6.762498194628423,7.223931756350074,7.387376464239441,7.572330512622796
6.276517660310953,7.301139718235129,7.362437182133741,7.296185635104038,7.344506669752668
6.178866622471573,7.554662307890335,7.088207622565846,7.523104223874536,7.305417542410369
7.0243881527740175,7.095572745445931,7.232452808040203,6.604374876116762,7.088315869321917
6.755696173941735,7.46346653097927,6.852047797476891,7.469399744921391,7.069161179042099
6.582738970765973,6.911548463424833,7.402550347960822,7.337422248160485,7.238640889082805
6.214164016270401,7.410812000236889,7.001301755999575,7.689580105318882,7.232011020773708
6.554812289700649,7.457031438846399,6.757382043517462,7.493459947038405,7.282574568644608
6.497989088001818,7.705736783471438,6.868225362041209,7.480685092435024,7.001259076713335
6.816047139687114,7.205431343305229,7.55512010933149,7.4466854888613865,7.0148138291764965
6.535400390625,7.799131299009417,7.377381277556466,7.268279462757677,7.556562140436456
6.254937086955155,7.213743115415667,6.956194282758354,7.108519488041944,7.144739132116337
6.630750146242652,7.16456396272867,7.326283558760539,7.390336707086846,7.019116996538521
6.047611878650023,7.270885429760017,7.089939835047958,7.400653801342048,7.346584017914121
6.484814936571782,7.149780764438138,7.5262569012028155,7.147956734836692,6.823160417009108
