Rn,BCN,PMP,ZGZ,HSC
6.1042384338378906,7.285866203308106,7.0886155700683595,7.056578025817871,7.366675109863281
5.777735061645508,7.30946605682373,7.211599235534668,7.106390686035156,7.671788864135742
7.060874366760254,7.084267921447754,6.890707817077637,7.6368247985839846,7.214715270996094
6.27316162109375,7.713736114501953,7.146144790649414,7.579482460021973,7.567072982788086
6.285699157714844,6.933836975097656,7.5873676300048825,7.19280891418457,7.801007919311523
6.109515151977539,7.633239593505859,6.920171585083008,7.346219139099121,7.003470001220703
6.124841728210449,7.5476204299926755,7.385227279663086,7.343476905822754,7.251268768310547
6.739151458740235,7.456983757019043,6.792248954772949,6.928736534118652,7.016474876403809
6.0998176574707035,7.326308250427246,6.9571452331542964,7.204754753112793,6.665398979187012
6.508821792602539,7.48532917022705,7.407912292480469,7.180917015075684,7.548134002685547
6.361594924926758,7.324974670410156,7.274182319641113,7.665931282043457,7.283961219787598
6.176428451538086,7.070757217407227,7.282021446228027,7.505932312011719,7.311401748657227
6.573599243164063,7.401381301879883,7.624103240966797,7.180965843200684,7.293706016540527
6.3156865692138675,7.849071617126465,7.280673599243164,7.465229301452637,7.264769706726074
6.303137931823731,7.09821891784668,6.969032669067383,7.64150691986084,7.4755995559692385
6.6410112380981445,7.264272384643554,7.633171081542969,7.305788154602051,7.1618727111816405
6.531005706787109,7.141736106872559,6.8474050140380855,7.64213264465332,7.968509712219238
6.040843391418457,7.631276321411133,6.958297157287598,7.157641525268555,6.91689640045166
6.579899520874023,7.698880081176758,7.495138320922852,7.554766845703125,7.1526486206054685
6.258963241577148,7.734709320068359,7.15951545715332,7.852116737365723,7.437201843261719
6.172778129577637,7.127359275817871,6.970840950012207,7.1180778503417965,7.5256156158447265
6.499823265075683,7.3364259719848635,7.130541839599609,7.806045913696289,7.335401344299316
6.686096420288086,7.806695709228515,7.316447868347168,7.064491271972656,7.201590232849121
6.223277587890625,7.247513160705567,7.520467376708984,7.295646286010742,7.195349807739258
6.298605117797852,7.436128387451172,6.9471144866943355,7.385261650085449,7.651112861633301
