Rn,BCN,PMP,ZGZ,HSC
3.7535898660876086,4.713615614114349,4.185755739506987,4.27077110526488,4.847478139031794
3.7440922923923767,4.351932211020558,4.54363364780072,4.682766983189533,4.394455585283103
4.268204797174513,4.3916899297655245,4.693391072381403,4.38070045549845,4.632651535506101
4.286951084726865,4.088296359347314,4.877403455911224,4.6372359364303115,4.3949215682511475
4.2214724747176025,4.473935432040815,4.562856772511275,4.8496634493169095,4.651475100173164
3.94523231270387,5.051824392731657,4.318534536460011,4.118922086106133,4.48302970964884
3.7702077098728455,4.73205605733026,4.2444024233473945,4.78612711011749,4.314809032322205
4.082586426095864,4.616262455576474,4.391523066255235,4.314863696540754,4.434040934769149
4.065829326197044,4.505703916254732,4.9516135540205175,4.2079853569109416,4.668061521864429
3.794252729907478,4.348551248766713,4.205146356956246,4.400750268365919,4.236763315102489
4.263910863817353,4.679461095750947,4.119496217707998,4.795604902444427,4.501681534285398
3.7828718755663058,4.39832510407438,4.0676866511708685,4.5839750152273275,4.968398418623147
3.6952596841399203,4.208468250392639,4.492780311820433,4.335850666478737,4.742753608939574
3.9912616690409553,4.7335250697185085,5.154512543039224,3.9492351099387886,4.353845340689433
3.60695652126037,4.515195748240678,4.64726457890776,4.3937185621753185,4.554823531317957
4.3669776129968385,4.373472076101401,4.457690563398538,4.734768346412895,4.25064043654609
4.012712065706548,4.688722512156693,4.522708971475818,4.876228293192756,4.4573768537069105
3.9831421449012363,4.323883371254833,4.427265639157639,4.663461704844052,4.670786513495691
3.5688262624838916,4.563498506840971,4.292114375792828,4.653849100329213,4.389137897294821
3.826485899305835,4.603093294753242,4.411620228560929,4.6726976374989935,5.050203932929285
3.9479416916050862,4.353038551881141,4.318019630982704,4.690262706009383,4.344370458543915
4.246147784990134,4.731103366183252,4.304951461320071,4.653891022672358,4.270831550519491
3.7079297488497707,4.562999489381141,4.667528880011175,4.264557435340488,4.523073255401297
5.148702011894934,4.268700078590629,4.178702914837709,4.371663634310064,5.0461089144048
3.9530327787104342,4.149218608423607,4.946071034854221,4.361620637559399,4.362188830818098
