Rn,BCN,PMP,ZGZ,HSC
5.553816230929628,5.599862390634965,5.0595977938905055,6.592000338495994,4.145582432649573
7.972993305751255,4.218706520236268,5.14848315959074,5.997903551374163,5.59465673018475
5.112633802452866,5.4259662238919,9.462663689438177,6.444014296239736,5.529753393056441
7.229445165517379,4.666010876091159,4.853528236856266,4.625087621260662,5.142936434064593
6.8647633766641425,3.7290284293038503,5.0575787291234855,6.49802169021295,5.11621483004823
4.506114181207151,4.5802270928207705,6.424331548262615,4.116927555629185,5.069307911152742
6.164523650188835,4.796090262276786,5.052281048833107,4.706994465419224,7.133501052856445
4.848999607319734,7.163552303703463,7.384147682968451,6.41678187311912,6.779514234893176
5.9020640314841755,4.33319091796875,6.032119828827527,8.211855635351064,5.422500882829938
6.063672708005321,5.1923878728126995,5.331213853797134,7.778541759568817,5.455702528661611
7.221964388477559,5.644168192026567,6.783224144760443,5.345648278995436,4.918603235361528
8.259931019374303,4.2144738411416816,4.14576176234654,4.882354347073302,5.645439692905971
5.487105739359953,5.129277209846341,4.456249509538923,4.877357093655333,6.91150392804827
3.6186368514080436,5.426369375112105,4.16113230646873,6.795542152560487,5.787373134068081
4.594216249427017,7.38627679007394,4.846123247730489,4.290632753956075,6.434724963441187
5.6173234277842,3.9682261019336935,4.563226271648796,6.959797839729154,7.281029798546616
7.253832174807179,10.154539225052813,7.746346064976284,5.501459822362783,6.937919850252112
6.100850046897421,4.438911204435388,4.59011003922443,7.064007895333426,6.660997468598035
7.117171112371951,4.782707097579022,7.056343857122927,4.725074573438995,7.370176548860511
6.5457892125966595,6.446857802721919,6.748908763029138,8.04325364560497,3.988349642072405
8.922266356799067,7.488670076642718,4.812420669867068,9.270476049306442,6.846381323678153
7.265926244307537,4.945294944607482,4.3374729545748965,8.272151246362803,4.465898825197804
6.761051411531409,5.364340723777304,6.360732915450115,7.52440577137227,4.181725949657206
5.267894394543706,6.8631933173354795,5.4691294456014825,3.942145055654098,5.124648892149633
5.46937269094039,6.757163534359056,4.691729487205039,4.088759636392399,5.132849634910117
