Rn,BCN,PMP,ZGZ,HSC
3.606408635775248,4.7893234093983965,4.920416474342346,4.62359086672465,4.3848468859990435
3.572542349497477,4.290756821632385,5.135318756103516,4.899671316146851,4.4811627467473345
3.8771291176478067,4.413326581319173,4.763395587603251,4.53639288743337,4.336761434872945
4.034246166547139,4.2757556438446045,4.235755920410156,4.6147821346918745,4.504581252733867
3.6635631322860718,4.538016041119893,5.108957688013713,4.787959973017375,4.329248428344727
3.6914013624191284,4.678666989008586,4.580274780591329,4.440513491630554,4.750150243441264
3.6434195041656494,4.361314574877421,5.303570667902629,4.508014520009358,4.507692297299703
3.5768818855285645,4.320657730102539,4.8174781401952105,4.546189387639363,4.854531327883403
3.6583271821339927,4.94240415096283,4.248739719390869,4.654877940813701,4.725682179133098
3.722114086151123,4.491933703422546,4.257191975911458,4.431081533432007,4.877050956090291
3.9909435907999673,4.535069982210795,4.6323684851328535,4.6847240924835205,4.7500254313151045
3.8967487812042236,4.495493372281392,4.327699581782023,4.98079784711202,4.355985442797343
4.045818130175273,4.445746898651123,4.385396440823873,4.7942808866500854,4.272101362546285
3.9025398890177407,5.532538692156474,4.688929319381714,4.604560852050781,4.515087286631267
3.7953693866729736,4.539170106252034,4.294856588045756,4.676695307095845,4.370684623718262
4.0168607632319135,4.471248229344686,4.216776808102925,4.9993990659713745,4.198924422264099
3.6722711324691772,4.824944257736206,4.672071258227031,4.458614269892375,4.404033303260803
3.4152382612228394,4.260373036066691,4.346182942390442,4.528416991233826,6.309581120808919
4.14865513642629,4.002591609954834,4.415519595146179,4.035430828730266,4.8351512749989825
3.9544774691263833,4.010493000348409,4.977826317151387,4.455737749735515,4.405075867970784
3.951229770978292,4.344085256258647,4.4489439725875854,4.832101225852966,5.011096318562825
3.7540091276168823,5.0562797387441,4.6879072189331055,4.428772608439128,4.589003165562947
3.9758307933807373,4.715538303057353,4.583765069643657,5.6771490176518755,4.532977183659871
4.349425633748372,4.912005066871643,5.020648121833801,4.316216468811035,4.81303056081136
4.2368520100911455,4.166307171185811,4.77842132250468,4.0330677429835005,4.349568923314412
