,indicativo,tmed,dir,velmedia,presMax,presMin,fecha
6299,9898,16.8,12.0,2.5,952.9,948.5,2017-04-24
6301,9898,14.2,10.0,2.8,948.8,942.2,2017-04-25
6307,9898,10.1,29.0,2.2,948.3,941.9,2017-04-26
6310,9898,8.0,12.0,1.4,952.6,946.5,2017-04-27
6314,9898,7.6,23.0,1.4,953.1,950.3,2017-04-28
6316,9898,9.5,12.0,3.9,951.5,947.5,2017-04-29
6320,9898,10.1,32.0,2.8,949.3,943.1,2017-04-30
6326,9898,9.3,28.0,2.5,955.6,949.3,2017-05-01
6329,9898,14.0,28.0,2.8,955.5,952.8,2017-05-02
6332,9898,13.9,9.0,1.9,953.6,949.8,2017-05-03
6337,9898,16.5,11.0,3.1,950.8,946.3,2017-05-04
6342,9898,17.6,12.0,5.6,949.4,944.3,2017-05-05
6344,9898,14.8,26.0,2.8,955.9,946.8,2017-05-06
6350,9898,16.5,28.0,2.8,956.5,952.8,2017-05-07
6352,9898,16.6,24.0,1.7,954.5,949.8,2017-05-08
6356,9898,16.2,7.0,3.1,950.0,941.9,2017-05-09
6360,9898,17.2,15.0,3.9,943.8,937.6,2017-05-10
6366,9898,15.3,12.0,2.5,941.1,935.0,2017-05-11
6371,9898,15.0,26.0,1.7,948.4,940.9,2017-05-12
6375,9898,16.0,27.0,1.7,956.2,948.4,2017-05-13
6379,9898,18.6,30.0,1.9,961.9,955.9,2017-05-14
6381,9898,19.9,99.0,1.4,964.1,960.9,2017-05-15
6385,9898,21.8,11.0,1.7,962.5,958.6,2017-05-16
6389,9898,20.0,12.0,4.7,959.6,951.2,2017-05-17
6393,9898,11.8,24.0,2.2,952.7,948.7,2017-05-18
6397,9898,11.8,32.0,2.5,957.4,952.5,2017-05-19
6402,9898,14.8,23.0,2.2,959.6,957.2,2017-05-20
6405,9898,18.1,9.0,3.1,958.6,952.6,2017-05-21
6409,9898,20.6,9.0,2.2,955.2,951.3,2017-05-22
6414,9898,21.0,6.0,1.4,957.5,955.2,2017-05-23
6418,9898,23.0,21.0,1.7,957.7,953.7,2017-05-24
6423,9898,24.6,6.0,1.9,954.5,949.1,2017-05-25
6426,9898,23.4,12.0,4.2,952.8,949.1,2017-05-26
6428,9898,22.6,99.0,6.1,955.2,951.3,2017-05-27
6433,9898,22.2,12.0,5.6,956.2,952.6,2017-05-28
6438,9898,20.3,12.0,3.3,954.0,950.8,2017-05-29
6440,9898,21.0,6.0,2.2,955.3,951.4,2017-05-30
6446,9898,20.1,20.0,1.9,956.6,953.5,2017-05-31
6448,9898,22.0,12.0,1.9,956.6,953.0,2017-06-01
6452,9898,22.2,28.0,2.2,955.4,952.0,2017-06-02
6459,9898,18.6,28.0,1.7,955.0,951.0,2017-06-03
6460,9898,14.1,10.0,1.4,955.7,951.5,2017-06-04
6465,9898,17.1,23.0,2.8,952.3,949.1,2017-06-05
6469,9898,17.3,33.0,2.8,954.7,948.4,2017-06-06
6474,9898,17.1,29.0,1.4,958.2,954.7,2017-06-07
6478,9898,21.8,9.0,3.6,955.9,949.4,2017-06-08
6483,9898,22.2,15.0,2.8,954.3,951.1,2017-06-09
6484,9898,23.6,10.0,2.5,955.7,953.1,2017-06-10
6489,9898,26.2,9.0,1.9,955.4,952.0,2017-06-11
6495,9898,26.0,14.0,2.2,955.4,951.4,2017-06-12
6498,9898,26.8,12.0,3.6,952.3,949.5,2017-06-13
6500,9898,27.4,10.0,3.1,952.5,949.3,2017-06-14
6505,9898,27.8,30.0,1.7,956.6,951.5,2017-06-15
6509,9898,25.0,22.0,2.5,958.4,954.8,2017-06-16
6513,9898,27.6,23.0,1.9,956.1,951.0,2017-06-17
6518,9898,27.0,13.0,3.3,954.9,950.9,2017-06-18
6521,9898,26.9,12.0,5.0,958.0,953.4,2017-06-19
6527,9898,26.4,6.0,2.5,956.8,953.0,2017-06-20
6531,9898,27.0,99.0,1.7,954.6,951.9,2017-06-21
6534,9898,28.6,8.0,1.1,956.2,953.0,2017-06-22
6539,9898,28.8,11.0,1.9,957.8,953.9,2017-06-23
6543,9898,25.7,27.0,1.9,956.4,952.2,2017-06-24
6544,9898,23.4,28.0,3.3,955.1,950.0,2017-06-25
6548,9898,22.2,9.0,2.5,952.3,947.6,2017-06-26
6552,9898,24.0,25.0,2.8,948.3,942.3,2017-06-27
6559,9898,19.5,34.0,2.2,945.1,940.4,2017-06-28
6563,9898,17.1,29.0,3.1,949.4,944.7,2017-06-29
6567,9898,14.8,28.0,3.3,955.0,948.1,2017-06-30
6570,9898,16.2,34.0,3.9,958.9,954.9,2017-07-01
6573,9898,18.7,26.0,2.5,959.9,956.8,2017-07-02
6579,9898,20.6,14.0,1.9,959.6,955.7,2017-07-03
6580,9898,24.9,11.0,3.6,956.8,952.2,2017-07-04
6587,9898,25.5,12.0,5.3,956.4,950.6,2017-07-05
6591,9898,23.8,9.0,2.2,957.0,951.8,2017-07-06
6593,9898,27.1,13.0,4.4,956.4,952.6,2017-07-07
6598,9898,23.8,8.0,3.3,954.9,949.4,2017-07-08
6602,9898,23.2,26.0,1.4,951.4,948.4,2017-07-09
6604,9898,24.8,13.0,2.2,951.9,948.7,2017-07-10
6611,9898,25.0,99.0,3.1,953.7,951.3,2017-07-11
6615,9898,28.0,30.0,1.9,955.7,953.3,2017-07-12
6619,9898,27.2,28.0,3.3,956.7,952.3,2017-07-13
6621,9898,23.4,25.0,2.2,955.9,952.7,2017-07-14
6627,9898,22.8,99.0,1.7,956.9,953.6,2017-07-15
6630,9898,26.2,10.0,2.2,957.6,953.9,2017-07-16
6634,9898,26.2,12.0,5.6,956.0,952.3,2017-07-17
6636,9898,25.6,12.0,5.6,954.2,948.6,2017-07-18
6640,9898,25.8,6.0,5.8,952.2,947.8,2017-07-19
6644,9898,24.2,19.0,1.7,951.3,947.0,2017-07-20
6648,9898,22.2,11.0,3.9,950.2,947.6,2017-07-21
6652,9898,24.4,19.0,2.5,954.0,949.7,2017-07-22
6658,9898,23.6,19.0,1.9,956.4,952.6,2017-07-23
6663,9898,22.0,32.0,4.2,954.5,952.3,2017-07-24
6664,9898,21.5,24.0,2.5,953.5,949.4,2017-07-25
6669,9898,22.6,30.0,2.5,952.6,949.2,2017-07-26
6673,9898,26.6,24.0,2.8,952.6,948.7,2017-07-27
6677,9898,27.2,13.0,2.2,953.9,951.1,2017-07-28
6683,9898,27.2,16.0,3.1,954.1,950.2,2017-07-29
6685,9898,28.5,10.0,3.1,951.3,946.8,2017-07-30
6689,9898,27.6,12.0,5.0,949.2,944.7,2017-07-31
6693,9898,25.0,12.0,3.1,955.3,947.9,2017-08-01
6696,9898,28.4,18.0,2.8,956.9,953.3,2017-08-02
6703,9898,30.0,18.0,1.7,955.0,951.5,2017-08-03
6707,9898,29.9,26.0,2.5,954.2,950.6,2017-08-04
6708,9898,26.9,10.0,2.5,953.6,950.6,2017-08-05
6715,9898,22.5,13.0,2.2,956.5,952.3,2017-08-06
6716,9898,26.3,13.0,5.0,953.9,947.2,2017-08-07
6722,9898,21.4,31.0,3.6,953.5,947.3,2017-08-08
6724,9898,16.1,26.0,1.9,957.0,952.7,2017-08-09
6729,9898,17.5,34.0,3.6,958.1,955.7,2017-08-10
6734,9898,19.8,27.0,2.2,957.8,954.8,2017-08-11
6738,9898,21.1,24.0,1.9,959.1,955.0,2017-08-12
6743,9898,23.7,8.0,2.2,956.7,952.5,2017-08-13
6745,9898,25.0,13.0,4.4,955.3,952.1,2017-08-14
6751,9898,25.4,12.0,3.6,956.3,953.2,2017-08-15
6752,9898,25.2,24.0,1.7,957.1,954.3,2017-08-16
6757,9898,26.0,7.0,2.2,957.3,953.7,2017-08-17
6762,9898,27.2,28.0,2.5,955.0,950.9,2017-08-18
6765,9898,23.4,99.0,1.9,957.0,953.4,2017-08-19
6771,9898,21.1,25.0,2.2,958.9,955.3,2017-08-20
6774,9898,24.8,13.0,2.5,957.7,953.8,2017-08-21
6778,9898,27.0,10.0,3.1,955.4,950.4,2017-08-22
6782,9898,25.7,14.0,3.6,958.0,952.3,2017-08-23
6787,9898,24.0,99.0,3.6,957.1,951.6,2017-08-24
6791,9898,26.2,10.0,5.6,954.4,951.0,2017-08-25
6793,9898,26.6,14.0,4.4,955.0,951.5,2017-08-26
6799,9898,25.0,12.0,2.2,955.6,952.3,2017-08-27
6801,9898,24.8,26.0,2.8,954.2,950.2,2017-08-28
6806,9898,22.2,12.0,3.6,953.6,950.7,2017-08-29
6810,9898,22.4,12.0,3.1,953.0,949.9,2017-08-30
6815,9898,20.0,24.0,2.5,955.9,951.9,2017-08-31
6818,9898,17.5,28.0,3.1,956.7,953.7,2017-09-01
6823,9898,18.9,22.0,2.2,957.7,954.4,2017-09-02
6825,9898,20.2,29.0,1.7,955.1,949.3,2017-09-03
6828,9898,22.6,20.0,1.4,957.7,949.1,2017-09-04
6833,9898,23.8,99.0,1.7,959.2,956.3,2017-09-05
6838,9898,22.0,29.0,2.2,959.0,954.6,2017-09-06
6841,9898,19.6,20.0,2.2,956.0,951.0,2017-09-07
6844,9898,19.2,26.0,1.9,952.8,945.5,2017-09-08
6848,9898,17.1,1.0,2.8,945.5,942.2,2017-09-09
6855,9898,15.8,27.0,3.3,949.2,944.8,2017-09-10
6859,9898,19.4,29.0,3.1,949.6,947.6,2017-09-11
6863,9898,18.2,35.0,3.3,957.2,949.5,2017-09-12
6864,9898,20.4,9.0,1.7,959.4,954.8,2017-09-13
6868,9898,19.4,27.0,2.8,954.8,952.0,2017-09-14
6872,9898,12.3,99.0,1.4,953.1,949.5,2017-09-15
6876,9898,12.5,28.0,2.2,952.8,949.0,2017-09-16
6881,9898,14.5,24.0,1.4,955.0,952.2,2017-09-17
6884,9898,15.8,30.0,2.2,956.1,952.0,2017-09-18
6890,9898,15.6,28.0,2.2,957.2,955.0,2017-09-19
6893,9898,15.8,20.0,1.4,957.3,954.0,2017-09-20
6896,9898,18.8,8.0,2.2,955.2,952.3,2017-09-21
6900,9898,17.1,7.0,2.8,958.6,954.9,2017-09-22
6906,9898,18.1,14.0,1.4,958.2,955.0,2017-09-23
6908,9898,21.2,23.0,1.4,957.3,954.3,2017-09-24
6912,9898,20.4,28.0,2.2,956.0,953.1,2017-09-25
6916,9898,17.9,24.0,1.4,957.7,955.1,2017-09-26
6922,9898,18.5,14.0,2.5,959.7,956.4,2017-09-27
6927,9898,20.0,99.0,2.2,961.2,958.7,2017-09-28
6929,9898,20.0,18.0,1.4,959.8,956.2,2017-09-29
6932,9898,17.0,8.0,1.4,957.3,955.3,2017-09-30
6938,9898,17.0,24.0,1.4,958.4,955.8,2017-10-01
6940,9898,20.0,24.0,0.8,959.8,957.7,2017-10-02
6947,9898,19.1,9.0,2.2,959.3,956.5,2017-10-03
6950,9898,20.4,16.0,1.7,961.5,958.7,2017-10-04
6953,9898,21.5,24.0,1.7,960.0,954.3,2017-10-05
6958,9898,19.2,32.0,2.2,956.6,952.7,2017-10-06
6960,9898,14.8,11.0,1.7,959.8,956.5,2017-10-07
6965,9898,17.0,23.0,1.9,957.6,953.9,2017-10-08
6971,9898,17.4,99.0,0.8,957.3,954.8,2017-10-09
6974,9898,17.9,23.0,1.4,957.9,955.4,2017-10-10
6978,9898,18.4,11.0,1.9,960.0,957.2,2017-10-11
6983,9898,19.2,22.0,1.7,963.0,959.8,2017-10-12
6984,9898,19.7,10.0,1.9,962.7,959.8,2017-10-13
6989,9898,18.8,12.0,3.1,963.0,960.8,2017-10-14
6992,9898,19.2,10.0,2.5,964.1,960.9,2017-10-15
6997,9898,18.8,9.0,3.3,963.1,960.2,2017-10-16
7001,9898,17.0,11.0,3.9,960.6,954.1,2017-10-17
7006,9898,13.6,18.0,4.4,954.1,945.3,2017-10-18
7011,9898,13.4,29.0,1.4,950.1,946.0,2017-10-19
7013,9898,14.4,12.0,1.9,957.3,950.1,2017-10-20
7018,9898,16.6,30.0,1.7,959.9,956.1,2017-10-21
7023,9898,13.0,30.0,2.8,960.8,958.3,2017-10-22
7026,9898,13.0,99.0,1.1,961.7,958.6,2017-10-23
7028,9898,15.8,25.0,0.8,961.0,958.5,2017-10-24
7033,9898,18.5,6.0,1.7,961.7,959.1,2017-10-25
7037,9898,19.0,6.0,1.4,963.6,961.3,2017-10-26
7041,9898,17.8,29.0,1.9,963.4,958.7,2017-10-27
7044,9898,15.2,24.0,1.9,961.1,958.3,2017-10-28
7050,9898,12.6,28.0,1.4,958.8,953.2,2017-10-29
7055,9898,13.4,24.0,1.1,956.2,951.0,2017-10-30
7059,9898,10.6,8.0,1.7,958.5,956.0,2017-10-31
7061,9898,13.6,10.0,2.8,959.1,956.1,2017-11-01
7065,9898,14.2,9.0,2.8,956.7,953.0,2017-11-02
7068,9898,14.7,14.0,3.1,953.0,948.7,2017-11-03
7073,9898,13.2,33.0,1.1,949.2,946.3,2017-11-04
7078,9898,10.4,31.0,3.6,955.5,947.7,2017-11-05
7080,9898,8.0,99.0,3.1,955.5,951.5,2017-11-06
7084,9898,7.0,99.0,1.9,953.1,950.5,2017-11-07
7088,9898,8.0,28.0,2.5,956.7,952.8,2017-11-08
7095,9898,8.6,31.0,2.5,959.4,955.4,2017-11-09
7097,9898,10.0,32.0,2.5,961.1,958.1,2017-11-10
7100,9898,13.6,33.0,2.8,959.5,956.0,2017-11-11
7106,9898,12.6,28.0,3.1,956.0,948.9,2017-11-12
7111,9898,7.3,29.0,3.1,952.9,947.0,2017-11-13
7115,9898,7.2,24.0,1.4,955.7,951.5,2017-11-14
7118,9898,6.0,24.0,1.1,955.7,953.0,2017-11-15
7123,9898,8.2,6.0,1.1,956.7,954.4,2017-11-16
7127,9898,8.4,34.0,1.1,956.7,954.3,2017-11-17
7129,9898,9.2,30.0,1.4,956.9,954.6,2017-11-18
7132,9898,7.4,24.0,1.1,958.0,955.9,2017-11-19
7137,9898,8.3,26.0,1.1,959.4,957.0,2017-11-20
7142,9898,9.0,24.0,1.1,958.2,955.0,2017-11-21
7147,9898,10.0,11.0,1.7,955.0,949.6,2017-11-22
7149,9898,11.9,9.0,2.2,955.3,950.5,2017-11-23
7154,9898,13.2,26.0,1.1,955.7,953.2,2017-11-24
7159,9898,9.6,28.0,2.8,958.1,951.8,2017-11-25
7161,9898,7.2,31.0,1.9,963.6,957.9,2017-11-26
7165,9898,4.0,10.0,2.2,964.3,957.5,2017-11-27
7168,9898,5.2,26.0,1.9,957.5,945.3,2017-11-28
7173,9898,5.6,28.0,1.4,945.3,940.9,2017-11-29
7177,9898,3.7,30.0,2.5,951.0,945.0,2017-11-30
7182,9898,2.2,29.0,2.8,952.0,945.4,2017-12-01
7186,9898,2.6,34.0,3.6,954.5,948.4,2017-12-02
7190,9898,3.2,32.0,1.7,963.7,954.5,2017-12-03
7194,9898,3.0,10.0,1.7,968.7,963.7,2017-12-04
7199,9898,2.6,26.0,1.1,970.0,968.0,2017-12-05
7203,9898,3.2,6.0,0.8,968.8,965.9,2017-12-06
7207,9898,2.9,26.0,1.4,966.1,961.6,2017-12-07
7211,9898,6.6,34.0,2.5,961.7,956.3,2017-12-08
7215,9898,6.6,99.0,1.9,957.4,953.2,2017-12-09
7219,9898,5.7,7.0,1.7,953.2,929.9,2017-12-10
7220,9898,5.7,28.0,1.7,940.3,924.3,2017-12-11
7224,9898,4.8,30.0,2.5,957.2,940.3,2017-12-12
7230,9898,2.8,26.0,1.1,959.1,955.0,2017-12-13
7235,9898,7.9,23.0,1.9,955.0,944.8,2017-12-14
7239,9898,5.4,35.0,2.5,947.6,942.8,2017-12-15
7241,9898,5.0,30.0,2.2,958.5,947.5,2017-12-16
7246,9898,5.0,31.0,1.4,964.3,958.4,2017-12-17
7249,9898,5.6,32.0,2.5,963.9,955.6,2017-12-18
7252,9898,5.0,26.0,1.4,966.5,957.9,2017-12-19
7258,9898,4.4,12.0,2.2,967.7,963.2,2017-12-20
7263,9898,4.0,11.0,1.4,970.3,967.2,2017-12-21
7267,9898,4.8,8.0,1.1,969.0,965.8,2017-12-22
7268,9898,2.0,10.0,1.4,970.0,966.8,2017-12-23
7275,9898,2.2,24.0,0.8,969.0,962.9,2017-12-24
7276,9898,1.7,10.0,2.2,962.9,954.5,2017-12-25
7281,9898,4.3,25.0,1.1,954.7,939.4,2017-12-26
7287,9898,4.5,28.0,3.6,943.8,935.6,2017-12-27
7288,9898,4.2,31.0,2.2,949.8,942.7,2017-12-28
7295,9898,7.9,30.0,2.8,958.1,949.3,2017-12-29
7298,9898,11.0,27.0,1.7,960.0,956.8,2017-12-30
7300,9898,7.2,32.0,1.4,959.5,953.1,2017-12-31
7306,9898,5.4,29.0,1.7,963.3,957.3,2018-01-01
7310,9898,9.4,27.0,2.5,961.1,959.2,2018-01-02
7313,9898,13.4,99.0,2.8,961.9,958.4,2018-01-03
7319,9898,12.6,28.0,2.5,958.8,952.4,2018-01-04
7322,9898,10.1,21.0,1.4,952.4,940.3,2018-01-05
7325,9898,6.2,12.0,4.2,940.3,931.7,2018-01-06
7329,9898,5.6,8.0,3.9,943.5,932.6,2018-01-07
7332,9898,2.2,29.0,1.7,948.6,942.9,2018-01-08
7337,9898,2.2,25.0,1.1,952.8,948.5,2018-01-09
7343,9898,6.0,26.0,1.4,952.2,949.0,2018-01-10
7346,9898,4.4,30.0,2.8,955.5,950.0,2018-01-11
7350,9898,5.6,34.0,1.7,957.4,955.1,2018-01-12
7353,9898,3.8,9.0,3.3,956.7,950.1,2018-01-13
7357,9898,4.4,99.0,1.7,955.6,949.3,2018-01-14
7361,9898,3.3,29.0,0.8,960.3,955.4,2018-01-15
7367,9898,8.1,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-16
7368,9898,7.3,26.0,5.0,957.9818181818181,951.5409090909088,2018-01-17
7374,9898,5.4,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-18
7377,9898,8.7,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-19
7381,9898,8.7,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-20
7384,9898,12.8,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-21
7389,9898,11.8,32.76,2.1399999999999997,957.9818181818181,951.5409090909088,2018-01-22
7392,9898,10.6,29.0,1.7,957.9818181818181,951.5409090909088,2018-01-23
7397,9898,9.9,12.0,3.1,957.9818181818181,951.5409090909088,2018-01-24
7400,9898,6.5,10.0,2.5,958.8,949.4,2018-01-25
7404,9898,5.4,35.0,1.9,956.6,948.4,2018-01-26
7408,9898,6.4,33.0,1.4,968.2,956.6,2018-01-27
7413,9898,7.8,18.0,1.1,972.0,968.1,2018-01-28
7419,9898,7.4,24.0,1.4,971.3,966.0,2018-01-29
7420,9898,7.8,28.0,0.8,966.3,961.6,2018-01-30
7427,9898,7.0,99.0,1.1,962.0,951.6,2018-01-31
7428,9898,4.9,99.0,2.2,951.6,940.4,2018-02-01
7435,9898,4.1,34.0,2.8,948.0,941.7,2018-02-02
7437,9898,3.9,27.0,2.8,948.9,945.2,2018-02-03
7443,9898,2.8,10.0,3.3,946.2,944.3,2018-02-04
7446,9898,3.6,10.0,2.2,944.4,941.8,2018-02-05
7451,9898,2.4,34.0,1.4,944.0,942.1,2018-02-06
7453,9898,2.6,28.0,1.7,951.1,943.9,2018-02-07
7457,9898,2.8,28.0,2.8,953.1,950.0,2018-02-08
7462,9898,1.6,28.0,1.9,953.1,950.2,2018-02-09
7467,9898,4.7,36.0,3.3,954.3,951.2,2018-02-10
7469,9898,7.8,33.0,2.2,952.8,950.1,2018-02-11
7475,9898,4.6,30.0,2.5,953.8,949.3,2018-02-12
7477,9898,-0.4,32.0,1.1,953.8,949.5,2018-02-13
7483,9898,5.6,28.0,1.7,953.6,949.3,2018-02-14
7487,9898,11.4,28.0,1.4,959.3,953.4,2018-02-15
7488,9898,12.5,12.0,1.9,959.6,956.2,2018-02-16
7492,9898,8.8,29.0,2.5,957.3,954.2,2018-02-17
7496,9898,6.6,36.0,1.1,957.4,952.9,2018-02-18
7502,9898,8.8,28.0,1.4,953.0,948.9,2018-02-19
7505,9898,10.6,31.0,3.9,949.0,945.6,2018-02-20
7509,9898,6.8,36.0,3.3,945.6,942.4,2018-02-21
7514,9898,4.6,36.0,2.8,943.2,938.8,2018-02-22
7518,9898,2.2,25.0,1.7,942.1,939.9,2018-02-23
7520,9898,2.9,26.0,1.4,944.9,941.9,2018-02-24
7525,9898,6.1,26.0,1.9,945.8,942.9,2018-02-25
7528,9898,5.6,99.0,2.2,944.1,937.4,2018-02-26
7535,9898,0.5,14.0,2.5,942.6,940.7,2018-02-27
7537,9898,2.0,9.0,7.5,940.9,930.1,2018-02-28
7540,9898,7.1,10.0,6.1,931.3,922.0,2018-03-01
7544,9898,4.7,99.0,3.1,937.3,927.8,2018-03-02
7548,9898,9.3,26.0,2.2,937.3,931.2,2018-03-03
7553,9898,9.2,99.0,1.9,935.0,932.2,2018-03-04
7559,9898,8.3,99.0,2.2,933.4,926.5,2018-03-05
7561,9898,7.7,24.0,1.4,937.2,930.3,2018-03-06
7565,9898,6.0,28.0,1.9,946.0,937.1,2018-03-07
7569,9898,8.0,11.0,1.4,947.8,943.4,2018-03-08
7575,9898,11.6,11.0,2.5,948.7,943.8,2018-03-09
7578,9898,12.3,26.0,3.3,943.9,938.4,2018-03-10
7583,9898,10.0,26.0,2.2,939.6,935.9,2018-03-11
7586,9898,8.8,34.0,1.7,950.7,939.6,2018-03-12
7590,9898,8.0,26.0,1.4,951.4,949.4,2018-03-13
7594,9898,8.4,10.0,3.9,950.5,935.5,2018-03-14
7597,9898,9.5,25.0,1.9,939.2,934.3,2018-03-15
7602,9898,8.2,24.0,1.4,940.9,938.1,2018-03-16
7607,9898,4.0,28.0,1.4,939.1,932.7,2018-03-17
7609,9898,5.4,27.0,2.8,943.2,933.2,2018-03-18
7614,9898,4.9,25.0,1.9,943.3,936.1,2018-03-19
7618,9898,5.0,99.0,2.8,951.9,939.1,2018-03-20
7622,9898,5.4,33.0,2.2,957.2,951.7,2018-03-21
7626,9898,6.0,30.0,2.8,956.7,949.5,2018-03-22
7631,9898,8.2,30.0,2.5,949.5,934.2,2018-03-23
7633,9898,7.3,34.0,3.3,938.3,930.1,2018-03-24
7636,9898,7.6,27.0,2.2,948.2,938.3,2018-03-25
7642,9898,8.6,33.0,3.6,956.0,948.2,2018-03-26
7646,9898,11.2,99.0,3.6,956.6,954.8,2018-03-27
7649,9898,13.2,25.0,2.2,954.9,946.3,2018-03-28
7652,9898,10.4,27.0,1.7,946.6,940.7,2018-03-29
7656,9898,9.6,25.0,1.4,941.1,936.6,2018-03-30
7660,9898,6.5,32.0,3.6,951.8,936.0,2018-03-31
7666,9898,8.4,10.0,1.9,953.1,948.2,2018-04-01
7670,9898,11.8,12.0,5.0,948.5,942.0,2018-04-02
7673,9898,13.0,17.0,2.5,944.5,941.4,2018-04-03
7677,9898,11.4,26.0,1.7,952.6,943.3,2018-04-04
7681,9898,11.2,9.0,1.7,956.0,951.9,2018-04-05
7684,9898,13.5,11.0,5.8,952.0,946.0,2018-04-06
7689,9898,12.5,13.0,6.1,946.6,940.6,2018-04-07
7693,9898,9.2,99.0,2.5,941.7,939.7,2018-04-08
7696,9898,7.0,3.0,3.1,943.9,940.7,2018-04-09
7700,9898,5.5,10.0,4.7,941.9,930.8,2018-04-10
7706,9898,4.6,8.0,3.3,934.6,926.5,2018-04-11
7711,9898,7.4,28.0,1.9,939.4,934.3,2018-04-12
7714,9898,9.4,13.0,3.6,949.8,938.3,2018-04-13
7718,9898,10.8,13.0,2.2,953.5,949.7,2018-04-14
7722,9898,12.6,32.0,1.9,952.9,948.1,2018-04-15
7725,9898,12.4,25.0,1.4,956.5,946.7,2018-04-16
7730,9898,14.0,25.0,1.1,960.5,956.5,2018-04-17
7735,9898,17.4,14.0,2.8,961.8,959.8,2018-04-18
7739,9898,17.0,99.0,3.3,961.5,958.5,2018-04-19
7741,9898,16.0,13.0,3.3,959.6,956.9,2018-04-20
7747,9898,16.5,12.0,1.9,957.7,954.2,2018-04-21
7749,9898,16.5,10.0,2.8,955.1,952.3,2018-04-22
7752,9898,14.4,11.0,2.5,957.1,953.9,2018-04-23
7756,9898,17.1,11.0,1.7,956.8,953.3,2018-04-24
7762,9898,18.0,28.0,1.9,955.7,952.0,2018-04-25
7765,9898,14.8,24.0,2.5,955.0,949.8,2018-04-26
7771,9898,17.2,18.0,3.3,950.3,946.2,2018-04-27
7774,9898,15.8,24.0,3.9,948.1,940.9,2018-04-28
7776,9898,10.2,34.0,1.4,948.1,939.8,2018-04-29
7782,9898,9.4,28.0,1.4,949.1,947.0,2018-04-30
7787,9898,9.2,99.0,1.9,949.3,946.7,2018-05-01
7790,9898,11.0,22.0,2.8,949.0,946.1,2018-05-02
7795,9898,12.6,29.0,3.1,948.9,946.1,2018-05-03
7797,9898,12.9,24.0,2.2,951.6,947.3,2018-05-04
7802,9898,12.9,25.0,2.5,954.5,950.7,2018-05-05
7806,9898,17.0,24.0,1.1,954.4,951.9,2018-05-06
7809,9898,18.2,1.0,1.7,953.1,949.7,2018-05-07
7813,9898,18.0,20.0,2.2,949.7,945.5,2018-05-08
7817,9898,16.2,24.0,1.9,947.4,944.1,2018-05-09
7821,9898,15.8,24.0,1.9,953.9,946.6,2018-05-10
7824,9898,15.4,11.0,2.2,954.1,950.3,2018-05-11
7829,9898,14.0,28.0,3.3,951.6,946.4,2018-05-12
7834,9898,9.2,28.0,3.6,954.3,951.1,2018-05-13
7839,9898,10.6,34.0,3.3,953.5,950.1,2018-05-14
7842,9898,14.0,25.0,1.7,953.5,950.9,2018-05-15
7845,9898,14.9,31.0,1.7,953.9,950.5,2018-05-16
7850,9898,17.0,12.0,1.4,953.1,949.4,2018-05-17
7854,9898,16.2,10.0,1.1,953.8,951.8,2018-05-18
7857,9898,17.4,7.0,1.9,953.8,950.9,2018-05-19
7862,9898,16.3,13.0,2.8,953.1,949.0,2018-05-20
7864,9898,17.8,24.0,1.9,949.8,945.9,2018-05-21
7868,9898,17.2,24.0,1.4,952.7,948.5,2018-05-22
7873,9898,18.4,15.0,1.4,954.4,951.6,2018-05-23
7879,9898,19.2,13.0,3.1,954.0,950.3,2018-05-24
7882,9898,18.9,12.0,6.1,952.7,947.9,2018-05-25
7885,9898,18.8,14.0,5.8,951.2,948.5,2018-05-26
7888,9898,19.8,12.0,1.7,950.9,947.6,2018-05-27
7892,9898,16.4,16.0,2.2,951.4,948.6,2018-05-28
7897,9898,17.2,16.0,2.8,951.3,947.9,2018-05-29
7903,9898,15.8,10.0,2.8,951.1,948.8,2018-05-30
7907,9898,17.4,23.0,1.1,955.2,950.8,2018-05-31
7910,9898,19.8,9.0,2.8,956.0,953.1,2018-06-01
7912,9898,19.2,14.0,2.2,955.5,951.7,2018-06-02
7916,9898,18.2,12.0,2.5,952.8,949.0,2018-06-03
7922,9898,20.0,27.0,2.2,949.4,946.4,2018-06-04
7925,9898,18.2,24.0,1.9,947.8,945.9,2018-06-05
7930,9898,14.6,10.0,1.9,952.3,947.4,2018-06-06
7935,9898,16.6,8.0,1.4,952.5,950.5,2018-06-07
7939,9898,18.4,9.0,2.2,951.5,949.0,2018-06-08
7941,9898,19.2,19.0,4.7,953.3285714285714,950.0857142857141,2018-06-09
7945,9898,16.4,34.0,0.8,953.3285714285714,950.0857142857141,2018-06-10
7951,9898,18.2,26.0,1.9,948.9,946.6,2018-06-11
7955,9898,15.6,29.0,3.3,951.8,948.3,2018-06-12
7957,9898,18.3,28.0,3.6,952.0,949.4,2018-06-13
7961,9898,17.8,23.0,2.8,952.0,949.9,2018-06-14
7966,9898,19.0,24.0,1.7,952.2,949.8,2018-06-15
7970,9898,20.3,24.0,2.2,953.9,951.0,2018-06-16
