,indicativo,fecha,tmed,dir,velmedia,presMax,presMin
3583,9263D,2015-06-15,15.8,32.0,6.4,969.6,963.0
3584,9263D,2015-06-16,15.3,33.0,6.4,973.5,969.0
3589,9263D,2015-06-17,16.4,36.0,7.5,973.3,970.6
3595,9263D,2015-06-18,17.0,34.0,8.6,972.8,969.1
3596,9263D,2015-06-19,17.2,34.0,5.8,970.4,968.8
3603,9263D,2015-06-20,18.8,99.0,6.9,970.1,967.6
3604,9263D,2015-06-21,19.6,35.0,3.6,968.9,965.1
3611,9263D,2015-06-22,22.8,32.0,2.5,965.8,959.8
3612,9263D,2015-06-23,19.2,99.0,6.7,966.6,962.5
3617,9263D,2015-06-24,18.6,33.0,3.9,969.1,965.7
3622,9263D,2015-06-25,21.0,99.0,2.2,970.3,967.5
3624,9263D,2015-06-26,24.0,33.0,3.9,970.5,966.5
3629,9263D,2015-06-27,23.1,32.0,4.4,970.5,967.1
3634,9263D,2015-06-28,23.0,33.0,5.3,970.3,967.0
3638,9263D,2015-06-29,25.8,34.0,1.9,969.9,964.1
3640,9263D,2015-06-30,28.2,18.0,2.5,965.2,959.7
3647,9263D,2015-07-01,28.4,10.0,5.6,963.4,959.1
3648,9263D,2015-07-02,24.8,34.0,4.7,969.7,962.3
3652,9263D,2015-07-03,26.0,16.0,5.8,968.9,963.8
3659,9263D,2015-07-04,27.6,35.0,5.0,970.0,964.9
3661,9263D,2015-07-05,24.2,99.0,4.2,969.5,965.9
3666,9263D,2015-07-06,26.6,16.0,1.7,969.1,962.2
3670,9263D,2015-07-07,25.5,35.0,5.8,968.5,964.2
3674,9263D,2015-07-08,18.0,2.0,7.2,970.1,967.4
3678,9263D,2015-07-09,19.6,32.0,7.8,969.7,965.8
3681,9263D,2015-07-10,24.2,99.0,4.4,970.1,961.6
3685,9263D,2015-07-11,21.0,99.0,8.1,971.5,969.0
3691,9263D,2015-07-12,20.9,99.0,6.4,971.0,968.4
3694,9263D,2015-07-13,21.9,34.0,6.4,970.0,968.0
3697,9263D,2015-07-14,23.4,99.0,5.6,969.7,966.1
3701,9263D,2015-07-15,24.9,99.0,2.8,967.7,961.6
3707,9263D,2015-07-16,27.5,18.0,2.8,965.9,960.8
3711,9263D,2015-07-17,26.4,34.0,1.1,966.6,963.2
3714,9263D,2015-07-18,26.8,26.0,3.6,967.1,961.1
3718,9263D,2015-07-19,24.5,33.0,2.5,965.7,963.6
3722,9263D,2015-07-20,26.0,99.0,3.1,965.4,962.4
3727,9263D,2015-07-21,25.4,32.0,5.3,967.8,961.8
3728,9263D,2015-07-22,22.5,36.0,4.7,969.2,965.5
3735,9263D,2015-07-23,24.0,32.0,3.9,968.6,960.8
3736,9263D,2015-07-24,24.0,2.0,4.4,965.6,958.8
3740,9263D,2015-07-25,17.7,1.0,7.5,969.0,965.3
3744,9263D,2015-07-26,20.6,99.0,3.3,966.4,961.0
3748,9263D,2015-07-27,20.6,3.0,7.2,966.2,963.1
3752,9263D,2015-07-28,22.0,34.0,4.4,965.8,960.8
3757,9263D,2015-07-29,21.0,35.0,4.4,965.1,961.8
3761,9263D,2015-07-30,14.8,32.0,4.2,965.1,961.6
3765,9263D,2015-07-31,16.2,99.0,1.9,963.3,957.7
3769,9263D,2015-08-01,17.5,35.0,3.9,966.1,962.8
3773,9263D,2015-08-02,21.8,20.0,1.9,965.6,961.4
3776,9263D,2015-08-03,25.2,2.0,4.2,966.2,960.2
3780,9263D,2015-08-04,20.6,99.0,6.4,967.0,963.8
3785,9263D,2015-08-05,25.6,34.0,3.9,964.8,959.5
3788,9263D,2015-08-06,25.0,33.0,1.4,964.3,959.8
3792,9263D,2015-08-07,21.2,99.0,6.4,969.0,962.4
3797,9263D,2015-08-08,15.6,33.0,5.3,972.2,967.9
3803,9263D,2015-08-09,16.7,36.0,3.9,971.3,969.0
3806,9263D,2015-08-10,20.0,3.0,4.4,969.1,962.2
3810,9263D,2015-08-11,23.8,99.0,2.8,963.6,958.4
3812,9263D,2015-08-12,26.3,34.0,1.9,965.3,961.0
3816,9263D,2015-08-13,21.7,32.0,3.1,965.8,961.8
3821,9263D,2015-08-14,18.4,35.0,5.8,966.4,964.3
3826,9263D,2015-08-15,17.1,3.0,4.7,965.2,963.5
3830,9263D,2015-08-16,18.0,34.0,2.5,964.5,959.7
3835,9263D,2015-08-17,19.6,34.0,5.6,963.9,961.4
3838,9263D,2015-08-18,18.2,35.0,5.6,967.6,962.7
3843,9263D,2015-08-19,18.3,99.0,2.8,969.1,966.0
3847,9263D,2015-08-20,21.0,99.0,1.7,970.5,967.2
3850,9263D,2015-08-21,23.8,3.0,1.9,969.5,963.4
3854,9263D,2015-08-22,24.0,29.0,3.9,964.5,956.0
3858,9263D,2015-08-23,21.8,22.0,2.8,958.4,953.6
3862,9263D,2015-08-24,17.4,25.0,3.9,966.7,954.2
3866,9263D,2015-08-25,19.0,99.0,1.4,968.8,964.9
3869,9263D,2015-08-26,24.1,20.0,5.8,965.6,960.2
3872,9263D,2015-08-27,26.6,20.0,3.3,963.4,959.7
3878,9263D,2015-08-28,26.2,99.0,1.7,966.2,962.9
3880,9263D,2015-08-29,27.8,16.0,4.4,966.8,963.0
3885,9263D,2015-08-30,27.4,99.0,2.8,966.6,961.1
3888,9263D,2015-08-31,23.5,26.0,0.8,966.0,960.1
3894,9263D,2015-09-01,17.7,34.0,5.3,968.6,964.8
3898,9263D,2015-09-02,17.2,35.0,3.1,967.5,962.8
3902,9263D,2015-09-03,16.2,99.0,5.6,966.5,962.3
3904,9263D,2015-09-04,15.2,34.0,5.3,968.0,964.6
3909,9263D,2015-09-05,15.2,36.0,5.3,970.5,967.4
3913,9263D,2015-09-06,15.0,31.0,3.9,971.0,969.1
3916,9263D,2015-09-07,15.2,99.0,4.7,970.5,968.1
3921,9263D,2015-09-08,16.8,27.0,1.1,968.5,963.5
3925,9263D,2015-09-09,18.6,10.0,0.6,964.7,961.1
3928,9263D,2015-09-10,18.6,99.0,4.4,964.3,962.3
3934,9263D,2015-09-11,21.1,99.0,2.8,963.7,959.0
3939,9263D,2015-09-12,21.0,99.0,3.9,962.2,957.7
3942,9263D,2015-09-13,17.3,99.0,1.1,958.2,955.9
3945,9263D,2015-09-14,16.1,25.0,3.1,962.4,958.1
3950,9263D,2015-09-15,15.4,17.0,5.0,960.1,950.3
3952,9263D,2015-09-16,21.2,20.0,10.8,951.9,944.8
3958,9263D,2015-09-17,14.2,29.0,4.2,966.4,951.7
3963,9263D,2015-09-18,13.7,99.0,2.2,972.3,966.3
3965,9263D,2015-09-19,14.4,4.0,3.3,973.3,971.3
3968,9263D,2015-09-20,15.2,36.0,3.1,972.5,968.0
3972,9263D,2015-09-21,15.6,99.0,4.4,968.0,963.7
3979,9263D,2015-09-22,15.7,99.0,3.1,964.7,962.6
3981,9263D,2015-09-23,12.4,33.0,2.5,968.8,963.6
3987,9263D,2015-09-24,15.6,34.0,4.7,969.0,967.0
3989,9263D,2015-09-25,16.4,99.0,3.6,968.7,965.8
3993,9263D,2015-09-26,16.6,33.0,3.1,967.6,964.8
3999,9263D,2015-09-27,14.7,34.0,4.2,970.8,967.4
4003,9263D,2015-09-28,15.8,5.0,2.2,971.8,968.0
4005,9263D,2015-09-29,15.4,21.0,1.4,968.8,962.8
4010,9263D,2015-09-30,17.8,14.0,1.9,968.3,964.5
4014,9263D,2015-10-01,16.2,36.0,2.8,969.0,966.6
4017,9263D,2015-10-02,12.0,99.0,1.7,966.6,962.5
4020,9263D,2015-10-03,13.0,99.0,0.3,965.7,962.6
4025,9263D,2015-10-04,12.4,11.0,3.6,966.0,962.5
4030,9263D,2015-10-05,22.0,19.0,7.8,963.0,955.7
4035,9263D,2015-10-06,17.6,99.0,3.1,966.4,955.7
4036,9263D,2015-10-07,13.5,36.0,4.2,968.1,966.3
4040,9263D,2015-10-08,13.4,34.0,4.4,967.0,964.9
4045,9263D,2015-10-09,13.3,4.0,1.7,965.3,959.8
4048,9263D,2015-10-10,13.8,99.0,0.3,961.0,955.0
4055,9263D,2015-10-11,15.2,17.0,1.1,956.6,954.8
4059,9263D,2015-10-12,16.5,32.0,1.4,963.4,956.4
4062,9263D,2015-10-13,12.2,36.0,4.4,965.2,962.8
4066,9263D,2015-10-14,8.7,35.0,6.7,965.8,963.4
4070,9263D,2015-10-15,8.5,35.0,4.2,965.4,962.9
4073,9263D,2015-10-16,8.9,99.0,1.1,965.8,962.7
4077,9263D,2015-10-17,11.2,99.0,1.9,963.9,959.0
4082,9263D,2015-10-18,16.0,27.0,0.3,961.9,959.1
4087,9263D,2015-10-19,15.8,34.0,0.3,962.8,958.8
4091,9263D,2015-10-20,12.3,34.0,6.7,969.8,962.7
4095,9263D,2015-10-21,10.5,36.0,7.5,969.8,968.1
4097,9263D,2015-10-22,11.2,2.0,5.6,971.4,968.4
4101,9263D,2015-10-23,14.6,32.0,0.3,970.5,965.0
4104,9263D,2015-10-24,15.5,33.0,1.1,970.0,964.1
4108,9263D,2015-10-25,16.6,33.0,1.7,970.1,964.7
4114,9263D,2015-10-26,15.3,13.0,5.0,964.7,958.4
4119,9263D,2015-10-27,13.9,14.0,5.8,959.6,956.6
4122,9263D,2015-10-28,12.8,22.0,1.7,964.7,958.7
4125,9263D,2015-10-29,15.0,29.0,0.6,966.5,964.4
4129,9263D,2015-10-30,15.0,18.0,2.5,967.4,964.6
4133,9263D,2015-10-31,15.4,99.0,2.8,971.6,965.3
4139,9263D,2015-11-01,13.6,19.0,3.6,973.6,968.4
4142,9263D,2015-11-02,14.6,18.0,4.4,968.5,960.4
4146,9263D,2015-11-03,13.5,14.0,6.9,968.1,961.3
4149,9263D,2015-11-04,13.4,21.0,1.7,969.3,966.4
4154,9263D,2015-11-05,13.4,19.0,1.1,971.9,968.0
4157,9263D,2015-11-06,15.2,99.0,1.7,973.8,971.6
4163,9263D,2015-11-07,15.0,99.0,0.3,975.9,973.2
4167,9263D,2015-11-08,16.2,19.0,1.7,978.0,974.0
4168,9263D,2015-11-09,15.1,18.0,0.6,980.5,977.6
4175,9263D,2015-11-10,10.6,99.0,0.6,979.0,974.6
4177,9263D,2015-11-11,10.0,5.0,1.1,975.2,972.4
4180,9263D,2015-11-12,10.2,99.0,0.8,975.1,972.4
4185,9263D,2015-11-13,11.0,99.0,2.8,980.3,975.1
4189,9263D,2015-11-14,12.8,36.0,0.8,980.1,976.2
4192,9263D,2015-11-15,8.8,99.0,1.1,976.2,971.1
4198,9263D,2015-11-16,8.6,5.0,0.3,972.3,969.1
4201,9263D,2015-11-17,8.3,29.0,0.0,974.8,971.5
4204,9263D,2015-11-18,12.8,99.0,0.0,975.8,973.1
4208,9263D,2015-11-19,13.8,33.0,1.1,978.2,975.4
4215,9263D,2015-11-20,9.4,13.0,0.6,977.4,963.0
4219,9263D,2015-11-21,8.0,33.0,6.4,963.7,958.1
4222,9263D,2015-11-22,2.8,1.0,1.9,965.4,960.3
4226,9263D,2015-11-23,2.6,99.0,3.6,972.0,965.4
4228,9263D,2015-11-24,3.6,4.0,0.6,974.0,970.0
4232,9263D,2015-11-25,9.2,31.0,6.4,970.0,965.3
4237,9263D,2015-11-26,10.4,99.0,7.8,968.4,965.9
4242,9263D,2015-11-27,8.8,32.0,5.0,966.9,965.1
4247,9263D,2015-11-28,6.2,34.0,4.4,977.1,966.3
4251,9263D,2015-11-29,7.2,30.0,1.7,981.4,976.7
4255,9263D,2015-11-30,5.6,99.0,0.3,982.8,979.6
4257,9263D,2015-12-01,4.2,16.0,0.0,980.7,976.3
4262,9263D,2015-12-02,4.7,99.0,0.3,978.1,975.1
4267,9263D,2015-12-03,5.6,15.0,1.1,978.6,975.4
4270,9263D,2015-12-04,7.7,34.0,0.6,982.5,978.4
4275,9263D,2015-12-05,8.5,99.0,0.8,980.1,975.7
4277,9263D,2015-12-06,7.0,99.0,0.6,978.1,975.7
4280,9263D,2015-12-07,10.6,18.0,1.7,977.0,974.3
4287,9263D,2015-12-08,9.0,99.0,0.3,983.3,976.4
4288,9263D,2015-12-09,9.2,32.0,2.5,984.5,981.4
4292,9263D,2015-12-10,6.0,18.0,0.0,981.6,979.3
4297,9263D,2015-12-11,6.4,99.0,1.4,981.6,977.6
4303,9263D,2015-12-12,5.6,11.0,0.8,977.6,971.3
4306,9263D,2015-12-13,5.4,99.0,2.5,971.3,966.9
4311,9263D,2015-12-14,5.3,2.0,1.1,970.5,967.0
4312,9263D,2015-12-15,7.2,99.0,0.8,976.9,970.4
4317,9263D,2015-12-16,8.2,99.0,1.7,979.3,976.6
4323,9263D,2015-12-17,7.2,13.0,1.1,976.6,973.7
4324,9263D,2015-12-18,9.0,99.0,0.3,976.0,973.0
4330,9263D,2015-12-19,8.4,27.0,0.6,973.4,968.2
4334,9263D,2015-12-20,9.4,16.0,0.6,975.4,967.8
4337,9263D,2015-12-21,7.8,17.0,1.9,980.8,975.4
4343,9263D,2015-12-22,4.0,99.0,0.6,980.7,977.5
4347,9263D,2015-12-23,3.9,16.0,0.8,979.5,975.2
4350,9263D,2015-12-24,6.8,99.0,1.9,977.8,974.1
4353,9263D,2015-12-25,6.8,99.0,0.6,980.3,977.1
4357,9263D,2015-12-26,5.2,99.0,0.6,980.1,977.3
4362,9263D,2015-12-27,4.6,18.0,1.1,978.9,965.6
4364,9263D,2015-12-28,10.8,13.0,8.1,973.6,969.0
4369,9263D,2015-12-29,9.2,17.0,2.5,977.3,970.2
4372,9263D,2015-12-30,6.8,99.0,2.5,976.2,968.0
4379,9263D,2015-12-31,6.8,27.0,0.8,972.7,969.4
4382,9263D,2016-01-01,7.0,14.0,4.4,971.9,961.4
4386,9263D,2016-01-02,6.2,32.0,1.1,968.8,962.8
4390,9263D,2016-01-03,4.1,99.0,0.8,966.3,952.6
4392,9263D,2016-01-04,7.6,17.0,1.1,953.3,948.6
4396,9263D,2016-01-05,4.8,99.0,2.2,955.3,950.4
4402,9263D,2016-01-06,5.2,99.0,4.4,959.6,954.2
4405,9263D,2016-01-07,11.4,25.0,3.3,956.7,954.0
4408,9263D,2016-01-08,12.9,20.0,5.8,956.0,951.6
4415,9263D,2016-01-09,11.1,20.0,2.5,954.1,952.2
4418,9263D,2016-01-10,11.7,20.0,4.2,952.9,945.3
4423,9263D,2016-01-11,9.8,99.0,5.8,961.2,944.9
4427,9263D,2016-01-12,5.9,34.0,1.1,972.4,961.2
4429,9263D,2016-01-13,2.9,13.0,0.8,973.4,965.3
4433,9263D,2016-01-14,7.0,18.0,3.3,968.6,961.8
4438,9263D,2016-01-15,2.9,36.0,5.3,975.4,968.0
4442,9263D,2016-01-16,2.3,99.0,4.4,978.1,975.0
4444,9263D,2016-01-17,3.8,17.0,0.6,977.0,966.1
4451,9263D,2016-01-18,6.1,36.0,3.9,966.1,960.7
4455,9263D,2016-01-19,5.6,16.0,0.8,965.1,962.7
4458,9263D,2016-01-20,5.2,17.0,1.7,966.1,962.6
4462,9263D,2016-01-21,3.8,27.0,0.6,971.7,965.5
4466,9263D,2016-01-22,5.4,99.0,0.6,979.4,971.3
4470,9263D,2016-01-23,9.4,99.0,0.6,981.0,978.7
4474,9263D,2016-01-24,8.8,4.0,0.8,980.8,976.6
4477,9263D,2016-01-25,5.8,99.0,0.0,979.1,976.0
4482,9263D,2016-01-26,8.4,21.0,1.1,979.2,976.7
4487,9263D,2016-01-27,9.2,20.0,4.2,977.8,973.4
4488,9263D,2016-01-28,8.0,99.0,2.8,978.7,972.9
4492,9263D,2016-01-29,6.6,34.0,3.3,981.5,978.4
4497,9263D,2016-01-30,4.8,99.0,1.7,980.2,976.9
4500,9263D,2016-01-31,7.5,36.0,0.6,980.5,975.8
4504,9263D,2016-02-01,9.6,99.0,4.7,981.0,977.1
4509,9263D,2016-02-02,8.8,99.0,3.6,977.4,974.3
4514,9263D,2016-02-03,6.6,34.0,6.1,983.5,974.6
4519,9263D,2016-02-04,4.9,33.0,3.1,984.6,979.1
4523,9263D,2016-02-05,6.4,99.0,0.6,979.1,970.3
4525,9263D,2016-02-06,5.7,17.0,5.6,970.3,953.5
4528,9263D,2016-02-07,6.3,31.0,3.6,967.5,955.1
4534,9263D,2016-02-08,10.2,99.0,3.1,969.4,965.9
4536,9263D,2016-02-09,10.0,27.0,5.3,965.9,954.0
4543,9263D,2016-02-10,6.2,35.0,1.9,960.6,955.2
4546,9263D,2016-02-11,7.3,30.0,1.4,959.7,956.9
4548,9263D,2016-02-12,9.9,25.0,5.0,956.9,950.6
4552,9263D,2016-02-13,12.8,29.0,3.9,951.7,944.1
4556,9263D,2016-02-14,5.7,32.0,4.2,952.1,945.4
4561,9263D,2016-02-15,3.0,34.0,7.8,974.2,952.1
4567,9263D,2016-02-16,1.8,35.0,8.3,976.1,972.7
4570,9263D,2016-02-17,1.4,99.0,1.7,972.7,962.6
4574,9263D,2016-02-18,3.4,32.0,3.3,971.2,962.3
4579,9263D,2016-02-19,3.8,99.0,1.4,975.9,971.0
4583,9263D,2016-02-20,5.4,16.0,0.6,979.3,975.2
4584,9263D,2016-02-21,8.5,21.0,1.4,977.6,969.1
4588,9263D,2016-02-22,7.5,2.0,2.2,970.2,965.4
4593,9263D,2016-02-23,9.2,33.0,2.5,972.1,969.5
4597,9263D,2016-02-24,8.0,24.0,1.9,969.5,959.2
4600,9263D,2016-02-25,8.2,99.0,2.8,964.7,960.3
4604,9263D,2016-02-26,8.0,99.0,4.7,963.1,940.4
4611,9263D,2016-02-27,2.7,33.0,3.6,945.1,938.1
4612,9263D,2016-02-28,5.2,35.0,6.9,958.8,945.1
4619,9263D,2016-02-29,4.9,99.0,7.8,974.4,958.8
4621,9263D,2016-03-01,6.9,35.0,3.1,975.9,971.6
4624,9263D,2016-03-02,7.6,29.0,3.3,971.7,967.5
4628,9263D,2016-03-03,7.2,30.0,4.4,967.9,961.7
4633,9263D,2016-03-04,9.4,34.0,5.3,961.7,945.9
4639,9263D,2016-03-05,4.7,29.0,4.2,957.5,950.3
4642,9263D,2016-03-06,4.4,30.0,3.6,960.5,955.4
4646,9263D,2016-03-07,5.0,33.0,4.7,962.1,952.0
4651,9263D,2016-03-08,4.4,2.0,4.4,968.2,962.0
4653,9263D,2016-03-09,5.2,32.0,6.1,966.1,957.4
4656,9263D,2016-03-10,4.1,36.0,2.5,967.3,958.4
4661,9263D,2016-03-11,5.9,35.0,6.7,971.2,967.0
4665,9263D,2016-03-12,6.0,35.0,7.8,971.6,969.2
4670,9263D,2016-03-13,6.5,35.0,6.9,970.9,965.4
4672,9263D,2016-03-14,1.5,33.0,0.6,967.8,964.6
4679,9263D,2016-03-15,6.0,99.0,0.8,968.6,965.7
4683,9263D,2016-03-16,3.9,32.0,3.9,966.5,963.7
4686,9263D,2016-03-17,6.0,99.0,1.9,967.3,964.8
4691,9263D,2016-03-18,5.8,11.0,0.6,966.7,961.5
4693,9263D,2016-03-19,8.2,11.0,5.0,962.4,958.5
4698,9263D,2016-03-20,7.7,11.0,0.6,962.3,959.3
4700,9263D,2016-03-21,6.9,35.0,3.9,962.2,958.4
4707,9263D,2016-03-22,8.0,36.0,7.5,959.2,955.6
4709,9263D,2016-03-23,7.4,35.0,7.8,963.3,955.5
4715,9263D,2016-03-24,8.2,99.0,6.1,968.1,963.1
4719,9263D,2016-03-25,6.8,32.0,3.1,970.0,967.8
4723,9263D,2016-03-26,13.6,99.0,3.6,969.0,960.4
4725,9263D,2016-03-27,10.2,26.0,1.7,966.0,961.6
4729,9263D,2016-03-28,12.6,99.0,2.8,963.3,960.7
4732,9263D,2016-03-29,13.0,99.0,1.9,963.0,961.2
4739,9263D,2016-03-30,14.2,18.0,5.6,961.6,953.2
4742,9263D,2016-03-31,8.2,99.0,5.8,966.3,952.2
4746,9263D,2016-04-01,5.7,1.0,6.9,966.4,961.9
4751,9263D,2016-04-02,8.0,12.0,3.6,962.0,955.6
4754,9263D,2016-04-03,12.7,18.0,6.9,957.8,953.9
4759,9263D,2016-04-04,8.3,12.0,5.0,957.8,949.1
4760,9263D,2016-04-05,9.7,99.0,7.2,965.1,952.7
4766,9263D,2016-04-06,10.4,35.0,7.5,966.5,964.2
4770,9263D,2016-04-07,7.3,99.0,6.1,966.8,964.2
4775,9263D,2016-04-08,6.1,31.0,6.9,965.0,963.1
4778,9263D,2016-04-09,9.0,34.0,2.2,963.1,954.5
4782,9263D,2016-04-10,11.2,18.0,10.8,954.5,948.0
4784,9263D,2016-04-11,10.8,17.0,5.6,957.3,952.0
4788,9263D,2016-04-12,13.2,18.0,2.8,957.9,955.1
4793,9263D,2016-04-13,10.8,23.0,3.6,961.4,956.3
4799,9263D,2016-04-14,14.0,17.0,5.3,961.2,956.1
4800,9263D,2016-04-15,16.4,99.0,4.7,960.2,953.1
4806,9263D,2016-04-16,14.4,27.0,6.7,958.0,952.4
4811,9263D,2016-04-17,12.0,99.0,3.6,967.2,957.8
4812,9263D,2016-04-18,10.4,99.0,2.8,968.6,965.3
4819,9263D,2016-04-19,11.5,21.0,1.7,967.3,961.7
4821,9263D,2016-04-20,12.5,12.0,3.6,965.7,961.4
4825,9263D,2016-04-21,13.0,35.0,2.2,968.5,964.4
4831,9263D,2016-04-22,11.2,99.0,1.7,968.2,964.9
4834,9263D,2016-04-23,10.8,2.0,4.4,965.7,962.6
4837,9263D,2016-04-24,8.8,1.0,6.7,968.7,964.7
4842,9263D,2016-04-25,8.6,31.0,5.8,968.1,963.5
4847,9263D,2016-04-26,9.0,2.0,4.2,966.9,959.5
4851,9263D,2016-04-27,10.5,35.0,5.0,961.8,958.5
4852,9263D,2016-04-28,9.8,34.0,6.4,966.2,961.5
4857,9263D,2016-04-29,10.8,33.0,0.8,966.4,962.3
4861,9263D,2016-04-30,8.4,99.0,7.5,975.0,964.6
4865,9263D,2016-05-01,8.2,99.0,8.3,976.2,973.7
4868,9263D,2016-05-02,10.4,99.0,8.1,975.3,969.1
4872,9263D,2016-05-03,11.8,33.0,6.9,972.6,969.5
4878,9263D,2016-05-04,14.4,34.0,0.8,969.5,962.5
4881,9263D,2016-05-05,16.4,99.0,3.1,963.1,957.4
4886,9263D,2016-05-06,16.9,12.0,8.1,959.7,955.5
4890,9263D,2016-05-07,15.4,11.0,8.9,955.5,951.8
4895,9263D,2016-05-08,15.0,12.0,8.9,952.1,946.9
4897,9263D,2016-05-09,15.1,16.0,4.4,955.3,949.6
4901,9263D,2016-05-10,14.4,17.0,4.4,956.1,951.7
4906,9263D,2016-05-11,14.2,15.0,1.9,953.1,950.6
4910,9263D,2016-05-12,11.2,26.0,1.1,956.4,951.8
4914,9263D,2016-05-13,10.3,30.0,2.8,962.2,956.0
4919,9263D,2016-05-14,13.7,35.0,6.1,968.4,961.6
4923,9263D,2016-05-15,13.0,35.0,5.8,971.4,968.0
4924,9263D,2016-05-16,13.3,99.0,4.7,971.4,969.5
4928,9263D,2016-05-17,15.2,2.0,3.1,969.8,963.5
4933,9263D,2016-05-18,14.8,99.0,3.1,966.8,961.9
4937,9263D,2016-05-19,13.7,35.0,4.2,971.3,965.9
4943,9263D,2016-05-20,17.9,2.0,2.2,970.9,965.6
4945,9263D,2016-05-21,19.0,15.0,5.0,965.8,957.5
4950,9263D,2016-05-22,12.6,35.0,4.7,971.4,957.9
4954,9263D,2016-05-23,12.0,4.0,3.6,972.4,966.8
4958,9263D,2016-05-24,15.8,20.0,1.9,966.8,955.2
4960,9263D,2016-05-25,19.6,18.0,2.8,960.0,956.5
4966,9263D,2016-05-26,19.6,33.0,2.8,960.8,957.6
4970,9263D,2016-05-27,19.7,34.0,2.8,961.8,958.3
4974,9263D,2016-05-28,18.2,99.0,2.5,961.1,956.8
4977,9263D,2016-05-29,14.6,33.0,2.8,965.1,960.4
4983,9263D,2016-05-30,15.2,32.0,4.2,967.5,964.2
4984,9263D,2016-05-31,14.6,99.0,5.0,970.9,967.3
4990,9263D,2016-06-01,15.2,99.0,5.8,970.4,966.6
4994,9263D,2016-06-02,17.2,32.0,3.1,966.6,961.4
4998,9263D,2016-06-03,18.5,36.0,1.7,961.7,956.4
5002,9263D,2016-06-04,19.0,35.0,5.0,965.7,959.3
5007,9263D,2016-06-05,19.2,99.0,2.2,965.6,962.1
5009,9263D,2016-06-06,20.6,32.0,3.3,969.6,963.5
5013,9263D,2016-06-07,20.8,32.0,2.2,971.0,968.1
5018,9263D,2016-06-08,22.2,36.0,3.3,970.0,965.6
5020,9263D,2016-06-09,21.8,99.0,3.6,966.8,959.8
5027,9263D,2016-06-10,17.4,99.0,5.8,964.2,959.6
5030,9263D,2016-06-11,16.4,35.0,4.7,965.9,963.4
5035,9263D,2016-06-12,17.0,36.0,3.1,966.2,963.6
5038,9263D,2016-06-13,19.8,99.0,5.8,964.2,961.0
5040,9263D,2016-06-14,17.8,99.0,1.9,962.4,952.7
5045,9263D,2016-06-15,16.0,99.0,2.2,955.6,949.0
5050,9263D,2016-06-16,13.5,33.0,1.4,961.1,952.7
5053,9263D,2016-06-17,14.3,34.0,1.1,969.0,960.8
5057,9263D,2016-06-18,12.8,33.0,5.6,976.4,968.9
5061,9263D,2016-06-19,14.0,35.0,6.1,976.4,973.9
5064,9263D,2016-06-20,18.8,36.0,5.0,974.4,969.3
5069,9263D,2016-06-21,22.8,30.0,1.7,970.7,965.8
5072,9263D,2016-06-22,26.1,14.0,4.2,968.2,963.1
5076,9263D,2016-06-23,25.6,34.0,4.7,969.3,963.6
5082,9263D,2016-06-24,21.5,99.0,5.6,969.6,965.3
5084,9263D,2016-06-25,15.4,99.0,7.5,969.3,967.3
5089,9263D,2016-06-26,16.3,34.0,6.9,972.2,968.2
5095,9263D,2016-06-27,18.4,31.0,6.4,972.0,968.9
5098,9263D,2016-06-28,20.8,33.0,3.6,969.6,963.8
5101,9263D,2016-06-29,20.8,34.0,5.6,966.5,962.7
5107,9263D,2016-06-30,20.8,99.0,3.9,966.7,963.9
5111,9263D,2016-07-01,21.8,99.0,5.6,968.9,965.0
5114,9263D,2016-07-02,19.0,35.0,6.4,972.4,968.4
5116,9263D,2016-07-03,19.6,32.0,5.8,972.2,968.0
5121,9263D,2016-07-04,23.8,33.0,1.4,970.1,963.2
5125,9263D,2016-07-05,20.8,99.0,6.4,969.8,966.9
5128,9263D,2016-07-06,24.2,32.0,2.5,969.7,965.2
5135,9263D,2016-07-07,25.3,3.0,0.8,971.0,964.9
5139,9263D,2016-07-08,24.8,33.0,5.8,972.4,966.8
5143,9263D,2016-07-09,24.9,99.0,2.8,972.1,963.8
5144,9263D,2016-07-10,26.3,34.0,3.6,965.2,961.8
5148,9263D,2016-07-11,,,,,
5152,9263D,2016-07-12,17.2,35.0,7.5,969.9,964.8
5159,9263D,2016-07-13,15.9,34.0,3.9,974.0,969.1
5162,9263D,2016-07-14,15.5,36.0,6.1,974.5,971.6
5165,9263D,2016-07-15,17.6,35.0,3.9,973.8,970.1
5169,9263D,2016-07-16,20.1,33.0,2.8,970.5,966.5
5172,9263D,2016-07-17,23.8,34.0,0.6,968.4,963.7
5176,9263D,2016-07-18,26.6,99.0,1.9,968.1,963.7
5181,9263D,2016-07-19,27.8,14.0,2.8,966.5,962.1
5187,9263D,2016-07-20,25.8,34.0,1.4,967.6,962.5
5189,9263D,2016-07-21,22.3,35.0,5.0,967.4,963.3
5195,9263D,2016-07-22,,,,,
5199,9263D,2016-07-23,19.4,99.0,6.7,971.1,968.6
5201,9263D,2016-07-24,20.6,32.0,6.9,970.4,967.9
5206,9263D,2016-07-25,20.3,99.0,5.3,969.8,967.8
5210,9263D,2016-07-26,23.0,33.0,6.4,970.1,967.3
5212,9263D,2016-07-27,20.4,34.0,7.2,970.1,968.3
5216,9263D,2016-07-28,22.2,34.0,5.6,969.8,965.8
5223,9263D,2016-07-29,,,,,
5225,9263D,2016-07-30,26.2,34.0,4.7,965.1,959.3
