,indicativo,fecha,tmed,dir,velmedia,presMax,presMin
5230,9263D,2016-07-31,20.4,35.0,5.6,970.3,964.1
5233,9263D,2016-08-01,19.5,99.0,6.1,970.5,968.5
5237,9263D,2016-08-02,21.4,33.0,3.9,970.3,966.7
5240,9263D,2016-08-03,24.4,99.0,3.6,967.8,961.9
5245,9263D,2016-08-04,23.4,35.0,5.0,968.7,962.6
5249,9263D,2016-08-05,20.4,36.0,7.2,973.8,968.6
5254,9263D,2016-08-06,20.9,36.0,8.6,975.4,972.6
5256,9263D,2016-08-07,23.5,5.0,6.1,974.9,971.2
5260,9263D,2016-08-08,22.8,33.0,6.9,973.3,970.9
5264,9263D,2016-08-09,19.3,35.0,6.1,971.6,969.3
5270,9263D,2016-08-10,17.5,35.0,8.1,972.8,969.9
5274,9263D,2016-08-11,17.6,99.0,7.8,973.7,971.6
5278,9263D,2016-08-12,21.1,99.0,1.7,974.1,969.1
5282,9263D,2016-08-13,23.6,,0.3,971.1,966.9
5284,9263D,2016-08-14,25.6,23.0,1.9,969.4,965.1
5291,9263D,2016-08-15,27.0,25.0,3.6,967.1,962.3
5294,9263D,2016-08-16,25.8,34.0,1.9,965.4,959.7
5299,9263D,2016-08-17,26.0,99.0,2.5,964.2,959.5
5303,9263D,2016-08-18,21.0,99.0,4.7,964.1,960.1
5304,9263D,2016-08-19,22.7,34.0,3.9,963.4,958.7
5310,9263D,2016-08-20,18.5,1.0,6.7,971.6,962.9
5314,9263D,2016-08-21,18.5,35.0,6.9,973.1,971.5
5316,9263D,2016-08-22,22.7,27.0,0.8,972.7,968.2
5320,9263D,2016-08-23,26.0,4.0,0.6,971.2,965.8
5326,9263D,2016-08-24,26.5,,,,
5329,9263D,2016-08-25,26.3,21.0,3.9,965.7,961.6
5333,9263D,2016-08-26,26.2,25.0,1.9,966.5,962.4
5338,9263D,2016-08-27,27.0,99.0,1.9,967.6,963.6
5343,9263D,2016-08-28,23.7,36.0,5.6,971.4,967.3
5347,9263D,2016-08-29,20.9,99.0,7.8,971.8,970.1
5351,9263D,2016-08-30,21.7,99.0,5.3,970.5,965.5
5355,9263D,2016-08-31,21.2,99.0,3.6,971.2,967.8
5358,9263D,2016-09-01,23.4,33.0,2.5,972.3,967.8
5360,9263D,2016-09-02,25.8,99.0,2.2,970.5,965.9
5365,9263D,2016-09-03,25.6,99.0,1.4,969.6,964.7
5369,9263D,2016-09-04,26.5,34.0,1.9,969.9,965.9
5372,9263D,2016-09-05,23.3,2.0,4.4,971.9,969.9
5378,9263D,2016-09-06,25.3,32.0,3.3,970.2,964.5
5380,9263D,2016-09-07,25.2,35.0,,,
5385,9263D,2016-09-08,21.2,34.0,5.8,966.9,965.0
5388,9263D,2016-09-09,21.6,,,,
5395,9263D,2016-09-10,20.8,99.0,2.8,966.8,963.6
5397,9263D,2016-09-11,23.5,21.0,1.4,966.6,961.5
5403,9263D,2016-09-12,26.1,99.0,3.9,963.7,958.5
5404,9263D,2016-09-13,,,4.7,,
5410,9263D,2016-09-14,,,,,
5414,9263D,2016-09-15,14.8,14.0,3.6,962.3,959.5
5417,9263D,2016-09-16,16.6,19.0,3.6,972.8,958.9
5421,9263D,2016-09-17,13.9,35.0,5.0,972.2,969.5
5424,9263D,2016-09-18,14.7,32.0,4.4,970.7,968.7
5428,9263D,2016-09-19,15.5,31.0,5.6,970.3,966.0
5433,9263D,2016-09-20,16.8,99.0,5.3,966.0,963.7
5439,9263D,2016-09-21,17.2,99.0,1.7,966.7,962.4
5441,9263D,2016-09-22,18.4,34.0,2.8,970.3,965.2
5447,9263D,2016-09-23,20.6,32.0,1.9,972.7,969.4
5449,9263D,2016-09-24,19.2,99.0,2.8,971.2,965.3
5455,9263D,2016-09-25,17.4,35.0,3.9,971.6,966.2
5456,9263D,2016-09-26,18.3,36.0,0.8,971.7,967.0
5462,9263D,2016-09-27,15.2,32.0,3.1,975.9,971.7
5466,9263D,2016-09-28,19.2,14.0,3.3,977.5,974.8
5469,9263D,2016-09-29,19.2,99.0,1.9,975.7,967.6
5474,9263D,2016-09-30,19.2,34.0,2.2,967.7,960.8
5478,9263D,2016-10-01,16.8,36.0,4.4,964.5,960.3
5483,9263D,2016-10-02,17.2,33.0,2.2,967.8,962.6
5486,9263D,2016-10-03,19.4,99.0,1.1,969.5,965.5
5488,9263D,2016-10-04,20.3,99.0,2.2,970.6,966.1
5493,9263D,2016-10-05,16.6,99.0,2.8,970.3,963.1
5497,9263D,2016-10-06,14.8,35.0,3.6,963.9,959.6
5503,9263D,2016-10-07,14.4,35.0,1.9,966.8,961.7
5505,9263D,2016-10-08,13.2,1.0,4.2,969.3,966.6
5511,9263D,2016-10-09,13.4,99.0,4.7,969.3,967.6
5515,9263D,2016-10-10,12.5,35.0,5.3,968.7,965.1
5516,9263D,2016-10-11,10.3,99.0,1.4,965.2,957.4
5520,9263D,2016-10-12,13.4,99.0,2.8,957.4,950.7
5524,9263D,2016-10-13,14.0,32.0,0.3,950.7,948.4
5530,9263D,2016-10-14,11.0,31.0,3.6,958.7,950.0
5534,9263D,2016-10-15,11.8,99.0,3.9,963.9,958.7
5536,9263D,2016-10-16,15.8,22.0,2.2,968.0,963.7
5542,9263D,2016-10-17,16.1,32.0,1.1,972.9,967.9
5545,9263D,2016-10-18,14.8,99.0,3.3,974.2,972.0
5551,9263D,2016-10-19,12.0,1.0,2.8,972.9,967.3
5553,9263D,2016-10-20,9.7,36.0,3.9,967.4,963.7
5556,9263D,2016-10-21,,,0.8,,
5563,9263D,2016-10-22,,,,,
5567,9263D,2016-10-23,17.8,99.0,8.1,956.3,950.8
5571,9263D,2016-10-24,14.7,16.0,2.8,965.0,955.5
5575,9263D,2016-10-25,12.3,23.0,2.5,970.2,963.8
5579,9263D,2016-10-26,17.4,36.0,3.9,975.9,969.9
5583,9263D,2016-10-27,14.5,32.0,4.2,977.3,974.1
5586,9263D,2016-10-28,13.1,16.0,0.6,979.2,976.5
5591,9263D,2016-10-29,13.6,25.0,0.6,978.0,972.1
5594,9263D,2016-10-30,12.8,99.0,0.8,972.2,967.3
5596,9263D,2016-10-31,10.0,99.0,1.9,971.8,969.1
5603,9263D,2016-11-01,12.2,24.0,0.6,971.8,969.2
5607,9263D,2016-11-02,12.5,36.0,1.1,970.2,965.8
5611,9263D,2016-11-03,12.4,99.0,0.3,966.8,963.0
5615,9263D,2016-11-04,8.6,21.0,0.8,965.8,958.6
5617,9263D,2016-11-05,10.0,99.0,3.9,958.6,953.9
5623,9263D,2016-11-06,7.0,35.0,2.5,958.5,955.9
5624,9263D,2016-11-07,5.7,99.0,3.1,963.2,957.9
5629,9263D,2016-11-08,4.9,23.0,1.4,966.2,962.5
5634,9263D,2016-11-09,8.3,32.0,3.6,969.6,960.4
5638,9263D,2016-11-10,10.4,34.0,0.8,971.3,968.8
5641,9263D,2016-11-11,9.8,99.0,3.3,971.5,970.2
5645,9263D,2016-11-12,9.6,34.0,0.3,970.8,967.5
5648,9263D,2016-11-13,11.2,99.0,3.9,974.5,969.0
5653,9263D,2016-11-14,8.9,35.0,7.8,977.7,973.4
5656,9263D,2016-11-15,8.5,99.0,6.7,977.8,975.1
5662,9263D,2016-11-16,9.4,33.0,2.8,975.1,970.3
5666,9263D,2016-11-17,10.6,99.0,1.1,970.4,963.0
5671,9263D,2016-11-18,9.2,21.0,0.6,963.0,960.5
5673,9263D,2016-11-19,8.6,19.0,3.6,964.0,957.4
5677,9263D,2016-11-20,11.0,12.0,4.4,957.4,947.7
5681,9263D,2016-11-21,12.2,99.0,6.7,953.1,944.1
5685,9263D,2016-11-22,7.7,32.0,1.7,955.4,952.6
5690,9263D,2016-11-23,4.4,31.0,3.6,955.5,949.8
5695,9263D,2016-11-24,5.4,21.0,2.2,958.8,951.0
5699,9263D,2016-11-25,3.8,11.0,0.3,960.4,957.9
5700,9263D,2016-11-26,5.2,13.0,2.8,959.9,957.0
5707,9263D,2016-11-27,9.2,13.0,0.8,960.2,957.5
5711,9263D,2016-11-28,6.2,33.0,3.9,963.9,959.3
5714,9263D,2016-11-29,8.9,17.0,0.8,974.0,963.9
5717,9263D,2016-11-30,9.2,13.0,4.2,977.8,973.9
5720,9263D,2016-12-01,7.2,99.0,0.8,976.3,970.3
5725,9263D,2016-12-02,2.6,23.0,0.3,970.3,963.2
5730,9263D,2016-12-03,4.2,5.0,0.8,963.3,960.0
5733,9263D,2016-12-04,8.1,12.0,2.2,965.0,960.7
5736,9263D,2016-12-05,9.4,29.0,1.4,972.3,965.0
5742,9263D,2016-12-06,6.9,29.0,0.3,975.7,972.3
5747,9263D,2016-12-07,5.8,18.0,0.6,979.9,975.2
5749,9263D,2016-12-08,5.6,29.0,0.6,981.7,979.4
5752,9263D,2016-12-09,4.8,99.0,1.1,980.8,977.7
5758,9263D,2016-12-10,4.5,4.0,0.3,977.7,974.8
5761,9263D,2016-12-11,8.1,34.0,2.5,975.1,970.7
5766,9263D,2016-12-12,8.8,34.0,5.3,971.4,968.9
5770,9263D,2016-12-13,4.4,99.0,0.8,972.7,969.3
5775,9263D,2016-12-14,5.2,29.0,1.1,970.1,966.9
5777,9263D,2016-12-15,5.0,99.0,2.5,970.7,965.0
5782,9263D,2016-12-16,6.4,99.0,1.1,975.8,964.4
5787,9263D,2016-12-17,5.4,99.0,0.3,981.9,975.7
5791,9263D,2016-12-18,2.0,99.0,0.0,980.7,972.2
5793,9263D,2016-12-19,4.4,36.0,4.4,972.2,963.8
5799,9263D,2016-12-20,5.8,99.0,4.2,971.9,963.8
5800,9263D,2016-12-21,5.8,99.0,2.5,977.3,971.6
5804,9263D,2016-12-22,6.0,99.0,0.3,982.3,976.9
5810,9263D,2016-12-23,10.4,99.0,1.1,983.5,981.4
5815,9263D,2016-12-24,10.0,36.0,2.5,984.3,982.8
5819,9263D,2016-12-25,7.8,99.0,2.8,983.6,978.0
5823,9263D,2016-12-26,5.1,35.0,4.2,980.6,978.0
5824,9263D,2016-12-27,4.9,16.0,0.8,982.3,979.0
5831,9263D,2016-12-28,1.3,16.0,0.0,984.6,982.3
5833,9263D,2016-12-29,1.9,99.0,0.3,982.3,978.7
5839,9263D,2016-12-30,0.5,18.0,1.1,983.2,980.0
5842,9263D,2016-12-31,0.6,99.0,0.3,981.1,976.9
5847,9263D,2017-01-01,0.6,99.0,1.4,976.9,968.9
5851,9263D,2017-01-02,0.2,15.0,1.4,971.0,968.5
5852,9263D,2017-01-03,2.4,30.0,0.0,972.8,969.7
5859,9263D,2017-01-04,3.0,34.0,3.3,973.6,971.5
5861,9263D,2017-01-05,1.7,35.0,5.3,976.1,973.1
5865,9263D,2017-01-06,2.9,99.0,4.2,976.3,974.3
5870,9263D,2017-01-07,3.8,34.0,3.9,977.1,974.9
5874,9263D,2017-01-08,3.8,34.0,4.7,977.2,975.5
5879,9263D,2017-01-09,6.7,35.0,5.0,976.1,968.8
5882,9263D,2017-01-10,6.4,32.0,3.3,969.4,963.6
5884,9263D,2017-01-11,9.4,99.0,4.7,972.9,966.6
5889,9263D,2017-01-12,9.3,99.0,0.6,972.7,964.8
5893,9263D,2017-01-13,3.8,33.0,5.6,971.2,966.1
5898,9263D,2017-01-14,2.3,36.0,3.6,973.8,970.6
5900,9263D,2017-01-15,3.4,34.0,2.8,975.1,971.1
5904,9263D,2017-01-16,7.4,35.0,7.5,971.3,967.3
5910,9263D,2017-01-17,1.1,36.0,7.5,971.6,967.2
5915,9263D,2017-01-18,-3.3,1.0,,971.0,969.0
5919,9263D,2017-01-19,0.2,99.0,1.1,970.9,969.0
5920,9263D,2017-01-20,-1.2,99.0,0.0,970.6,967.5
5925,9263D,2017-01-21,2.1,35.0,1.4,968.9,964.9
5928,9263D,2017-01-22,2.6,99.0,6.7,967.5,964.3
5933,9263D,2017-01-23,4.8,35.0,6.4,970.2,966.8
5937,9263D,2017-01-24,5.0,99.0,4.7,972.1,969.4
5943,9263D,2017-01-25,0.6,35.0,3.9,970.6,965.0
5944,9263D,2017-01-26,0.0,99.0,1.7,965.0,959.0
5951,9263D,2017-01-27,7.2,13.0,6.1,961.2,954.7
5954,9263D,2017-01-28,6.4,99.0,1.1,970.8,961.2
5959,9263D,2017-01-29,4.9,99.0,0.8,971.0,967.5
5960,9263D,2017-01-30,10.2,13.0,0.8,969.1,964.2
5967,9263D,2017-01-31,11.0,13.0,1.4,964.2,961.9
5970,9263D,2017-02-01,10.8,19.0,3.9,963.8,959.8
5973,9263D,2017-02-02,9.2,26.0,6.7,961.4,953.2
5979,9263D,2017-02-03,8.9,16.0,6.4,961.0,952.2
5981,9263D,2017-02-04,11.6,26.0,4.7,960.2,951.1
5986,9263D,2017-02-05,7.0,99.0,5.6,969.9,952.1
5990,9263D,2017-02-06,7.0,31.0,1.4,971.2,968.5
5993,9263D,2017-02-07,6.8,32.0,1.9,970.4,967.5
5998,9263D,2017-02-08,4.5,35.0,4.7,974.0,964.1
6003,9263D,2017-02-09,5.2,31.0,0.8,972.2,960.4
6004,9263D,2017-02-10,6.1,16.0,1.9,962.9,959.0
6010,9263D,2017-02-11,3.9,20.0,0.3,963.8,956.6
6013,9263D,2017-02-12,8.9,13.0,9.7,956.6,951.1
6016,9263D,2017-02-13,8.5,17.0,7.5,963.2,951.1
6023,9263D,2017-02-14,7.6,20.0,1.4,974.5,963.2
6027,9263D,2017-02-15,9.4,20.0,1.1,979.3,974.5
6031,9263D,2017-02-16,8.8,99.0,0.8,979.4,976.1
6035,9263D,2017-02-17,8.2,99.0,0.3,977.1,971.2
6038,9263D,2017-02-18,8.0,33.0,1.9,971.7,965.6
6043,9263D,2017-02-19,8.0,35.0,4.2,974.7,969.5
6045,9263D,2017-02-20,9.5,99.0,5.6,974.4,972.1
6049,9263D,2017-02-21,8.7,34.0,1.9,973.7,969.7
6052,9263D,2017-02-22,8.6,35.0,0.3,971.3,966.1
6059,9263D,2017-02-23,8.4,35.0,1.4,966.6,961.0
6063,9263D,2017-02-24,6.7,2.0,7.5,969.1,962.3
6067,9263D,2017-02-25,10.2,99.0,2.2,968.6,963.5
6068,9263D,2017-02-26,8.4,21.0,0.6,969.1,963.6
6072,9263D,2017-02-27,8.5,27.0,,963.8,957.1
6079,9263D,2017-02-28,7.9,25.0,7.8,965.0,955.5
6083,9263D,2017-03-01,7.8,21.0,2.8,966.8,964.0
6087,9263D,2017-03-02,10.2,99.0,1.9,967.2,960.1
6088,9263D,2017-03-03,10.8,19.0,8.1,960.2,945.2
6093,9263D,2017-03-04,6.3,33.0,3.6,958.9,947.4
6099,9263D,2017-03-05,6.6,99.0,0.8,966.1,957.9
6103,9263D,2017-03-06,12.8,99.0,3.9,973.7,963.8
6107,9263D,2017-03-07,9.1,32.0,1.4,974.0,971.4
6108,9263D,2017-03-08,13.2,34.0,1.7,975.3,973.0
6114,9263D,2017-03-09,13.0,99.0,0.3,974.9,970.6
6119,9263D,2017-03-10,14.6,3.0,0.6,972.3,966.2
6123,9263D,2017-03-11,13.5,99.0,2.5,967.2,962.4
6127,9263D,2017-03-12,10.0,99.0,5.3,967.6,965.2
6129,9263D,2017-03-13,9.2,34.0,6.4,977.3,967.4
6133,9263D,2017-03-14,12.1,32.0,6.4,978.7,975.4
6136,9263D,2017-03-15,11.8,99.0,0.8,976.8,970.6
6143,9263D,2017-03-16,12.2,21.0,2.8,972.1,967.2
6147,9263D,2017-03-17,12.2,34.0,1.7,971.7,967.7
6151,9263D,2017-03-18,11.2,35.0,5.0,971.4,968.5
6155,9263D,2017-03-19,11.7,99.0,5.0,968.8,963.8
6157,9263D,2017-03-20,14.2,99.0,3.6,965.1,961.0
6161,9263D,2017-03-21,8.8,32.0,3.9,964.7,962.8
6166,9263D,2017-03-22,7.9,16.0,3.9,963.5,953.2
6168,9263D,2017-03-23,5.4,99.0,3.1,959.9,955.4
6175,9263D,2017-03-24,7.2,5.0,2.2,963.4,959.8
6176,9263D,2017-03-25,4.8,13.0,1.7,962.7,956.4
6180,9263D,2017-03-26,10.8,12.0,5.3,963.9,960.9
6184,9263D,2017-03-27,10.2,16.0,6.9,970.4,961.3
6188,9263D,2017-03-28,12.0,99.0,1.9,974.6,970.4
6194,9263D,2017-03-29,12.2,20.0,0.8,974.6,970.4
6198,9263D,2017-03-30,13.7,17.0,3.6,972.1,966.3
6203,9263D,2017-03-31,13.7,29.0,0.8,967.6,962.4
6204,9263D,2017-04-01,9.8,99.0,3.1,968.8,964.9
6209,9263D,2017-04-02,8.5,35.0,5.3,972.0,967.3
6214,9263D,2017-04-03,11.1,2.0,3.1,971.7,968.8
6218,9263D,2017-04-04,11.5,35.0,6.7,973.5,971.0
6220,9263D,2017-04-05,10.6,36.0,6.1,971.9,970.3
6226,9263D,2017-04-06,11.6,99.0,5.6,971.3,967.8
6230,9263D,2017-04-07,11.8,32.0,0.3,968.9,965.3
6232,9263D,2017-04-08,13.6,22.0,1.4,968.6,965.5
6238,9263D,2017-04-09,14.4,99.0,0.8,971.8,968.4
6242,9263D,2017-04-10,15.4,99.0,2.5,972.6,969.1
6244,9263D,2017-04-11,13.3,99.0,6.4,972.1,969.3
6248,9263D,2017-04-12,13.8,99.0,2.2,969.3,964.7
6255,9263D,2017-04-13,15.0,35.0,2.5,966.9,963.1
6258,9263D,2017-04-14,11.9,35.0,5.0,968.7,965.1
6263,9263D,2017-04-15,12.3,2.0,5.3,972.6,967.9
6267,9263D,2017-04-16,12.6,34.0,5.6,972.5,968.2
6271,9263D,2017-04-17,12.9,31.0,4.7,968.5,964.4
6273,9263D,2017-04-18,13.1,99.0,7.8,968.2,965.6
6277,9263D,2017-04-19,10.1,99.0,7.5,970.5,967.4
6283,9263D,2017-04-20,9.9,32.0,2.5,972.8,969.2
6284,9263D,2017-04-21,10.5,20.0,2.5,974.4,971.0
6289,9263D,2017-04-22,12.6,,0.8,973.0,965.9
6295,9263D,2017-04-23,14.4,35.0,2.2,967.4,962.6
6298,9263D,2017-04-24,16.0,99.0,1.9,964.2,958.6
6302,9263D,2017-04-25,14.7,35.0,2.2,958.6,953.8
6306,9263D,2017-04-26,8.0,99.0,7.2,963.0,956.4
6309,9263D,2017-04-27,7.2,35.0,6.1,967.8,961.4
6315,9263D,2017-04-28,7.3,99.0,3.9,967.4,962.3
6317,9263D,2017-04-29,7.5,16.0,3.9,962.8,956.1
6321,9263D,2017-04-30,8.7,99.0,6.7,963.1,952.2
6325,9263D,2017-05-01,7.6,26.0,0.8,968.2,963.1
6328,9263D,2017-05-02,12.8,99.0,3.6,968.0,966.5
6334,9263D,2017-05-03,15.0,22.0,1.1,966.5,960.5
6338,9263D,2017-05-04,15.6,99.0,0.8,961.5,956.8
6341,9263D,2017-05-05,18.4,19.0,4.2,959.8,952.4
6345,9263D,2017-05-06,14.6,99.0,2.8,969.1,958.7
6349,9263D,2017-05-07,13.2,36.0,3.6,970.0,967.9
6355,9263D,2017-05-08,13.0,33.0,3.6,969.1,963.2
6357,9263D,2017-05-09,14.3,20.0,0.3,963.2,952.2
6362,9263D,2017-05-10,17.8,12.0,1.7,953.5,946.0
6365,9263D,2017-05-11,15.6,25.0,6.7,950.8,944.1
6368,9263D,2017-05-12,15.1,18.0,3.1,959.3,950.6
6373,9263D,2017-05-13,15.8,25.0,2.5,967.4,959.3
6376,9263D,2017-05-14,16.8,99.0,1.7,973.6,967.4
6383,9263D,2017-05-15,18.0,99.0,1.4,975.7,972.3
6387,9263D,2017-05-16,21.2,19.0,0.8,973.7,969.2
6390,9263D,2017-05-17,19.0,99.0,3.9,969.9,962.8
6394,9263D,2017-05-18,10.7,99.0,5.0,967.7,961.6
6398,9263D,2017-05-19,11.4,35.0,4.7,970.8,967.0
6403,9263D,2017-05-20,12.6,3.0,2.2,972.4,970.0
6407,9263D,2017-05-21,16.4,13.0,2.2,970.6,962.1
6410,9263D,2017-05-22,19.6,34.0,4.4,968.7,962.0
6412,9263D,2017-05-23,17.3,99.0,5.6,970.2,967.7
6416,9263D,2017-05-24,20.3,99.0,2.2,969.4,964.3
6420,9263D,2017-05-25,22.5,21.0,1.4,965.1,959.5
6424,9263D,2017-05-26,23.8,32.0,2.2,964.7,957.9
6431,9263D,2017-05-27,23.1,17.0,3.3,964.5,961.4
6434,9263D,2017-05-28,23.8,15.0,3.6,965.6,961.8
6439,9263D,2017-05-29,18.3,99.0,1.4,965.2,961.9
6441,9263D,2017-05-30,18.9,34.0,6.1,967.6,964.2
6445,9263D,2017-05-31,19.7,20.0,2.2,968.1,964.6
6451,9263D,2017-06-01,20.8,99.0,1.1,968.0,963.8
6453,9263D,2017-06-02,21.4,25.0,3.1,967.0,964.0
6457,9263D,2017-06-03,16.8,99.0,5.8,969.2,964.2
6461,9263D,2017-06-04,12.4,8.0,2.8,968.9,964.8
6464,9263D,2017-06-05,16.8,32.0,3.3,966.6,959.8
6468,9263D,2017-06-06,13.0,34.0,6.4,969.9,959.9
6475,9263D,2017-06-07,16.8,36.0,2.2,970.6,966.0
6479,9263D,2017-06-08,21.2,32.0,4.2,966.5,959.2
6480,9263D,2017-06-09,21.5,99.0,2.5,966.3,962.6
6487,9263D,2017-06-10,23.2,34.0,1.9,966.9,964.0
6490,9263D,2017-06-11,26.0,34.0,3.1,968.6,963.7
6492,9263D,2017-06-12,24.0,33.0,4.2,968.5,963.4
6496,9263D,2017-06-13,25.2,33.0,3.9,964.1,960.4
6501,9263D,2017-06-14,26.0,99.0,2.5,964.7,960.1
6504,9263D,2017-06-15,21.8,99.0,6.9,971.3,964.5
6511,9263D,2017-06-16,22.0,99.0,8.1,971.4,969.0
6515,9263D,2017-06-17,23.4,33.0,6.9,970.0,964.1
6517,9263D,2017-06-18,25.7,2.0,1.9,964.9,960.6
6520,9263D,2017-06-19,27.0,30.0,3.3,968.8,962.4
6525,9263D,2017-06-20,26.0,16.0,1.4,967.2,963.5
6530,9263D,2017-06-21,27.0,13.0,2.8,965.7,962.2
6533,9263D,2017-06-22,28.1,33.0,2.5,969.3,963.6
6536,9263D,2017-06-23,23.6,99.0,6.1,971.3,967.9
6542,9263D,2017-06-24,21.2,33.0,6.1,970.7,967.1
6546,9263D,2017-06-25,23.6,99.0,2.8,968.7,960.9
6550,9263D,2017-06-26,22.0,11.0,3.3,961.7,957.4
6554,9263D,2017-06-27,22.4,26.0,2.8,959.8,954.4
6558,9263D,2017-06-28,19.0,99.0,5.3,958.4,952.2
6561,9263D,2017-06-29,14.8,36.0,1.7,961.6,957.9
6564,9263D,2017-06-30,12.8,30.0,2.8,969.2,960.5
6568,9263D,2017-07-01,14.0,99.0,5.3,975.0,969.0
6574,9263D,2017-07-02,15.8,99.0,6.4,974.9,972.6
6578,9263D,2017-07-03,20.2,32.0,5.3,972.9,968.4
6583,9263D,2017-07-04,23.0,16.0,2.8,968.5,961.2
6586,9263D,2017-07-05,25.9,12.0,3.3,964.6,959.9
6588,9263D,2017-07-06,26.4,18.0,2.8,967.4,963.2
6594,9263D,2017-07-07,24.8,24.0,3.1,967.5,963.9
6596,9263D,2017-07-08,23.0,4.0,7.8,967.7,961.1
6600,9263D,2017-07-09,22.0,33.0,3.6,966.0,960.2
6607,9263D,2017-07-10,19.2,99.0,4.7,965.7,962.8
6608,9263D,2017-07-11,22.9,33.0,3.3,966.2,962.4
6613,9263D,2017-07-12,21.0,32.0,4.4,970.0,965.7
6616,9263D,2017-07-13,21.4,99.0,6.7,970.1,967.8
6620,9263D,2017-07-14,19.8,99.0,7.8,970.2,968.1
6625,9263D,2017-07-15,21.4,32.0,6.7,969.7,967.5
6631,9263D,2017-07-16,24.0,32.0,2.5,969.5,965.1
6633,9263D,2017-07-17,28.0,29.0,4.4,967.0,960.5
6639,9263D,2017-07-18,27.4,3.0,2.8,963.2,956.5
6642,9263D,2017-07-19,26.3,36.0,5.0,963.8,958.2
6647,9263D,2017-07-20,20.0,34.0,7.5,964.7,962.5
6650,9263D,2017-07-21,21.7,99.0,3.3,963.2,959.1
6653,9263D,2017-07-22,22.2,35.0,3.3,968.5,961.9
6659,9263D,2017-07-23,20.0,2.0,4.7,969.3,966.5
6662,9263D,2017-07-24,19.8,32.0,5.6,970.8,967.6
6665,9263D,2017-07-25,17.8,99.0,5.8,969.9,966.5
6668,9263D,2017-07-26,20.3,99.0,5.0,966.7,963.9
6672,9263D,2017-07-27,22.5,35.0,4.7,965.4,962.1
6676,9263D,2017-07-28,24.4,3.0,3.6,966.6,963.7
6682,9263D,2017-07-29,26.0,15.0,3.1,965.6,960.7
6687,9263D,2017-07-30,25.0,35.0,4.2,963.0,959.5
6691,9263D,2017-07-31,23.8,34.0,5.0,962.4,957.8
6692,9263D,2017-08-01,21.5,35.0,4.4,970.0,961.3
6698,9263D,2017-08-02,25.6,99.0,3.3,967.3,962.8
6700,9263D,2017-08-03,26.2,34.0,3.3,967.4,964.1
6704,9263D,2017-08-04,25.2,99.0,3.9,966.8,964.5
6710,9263D,2017-08-05,21.8,99.0,6.4,969.4,965.1
6712,9263D,2017-08-06,20.0,36.0,7.2,970.0,966.3
6719,9263D,2017-08-07,24.5,,3.9,966.4,958.1
6721,9263D,2017-08-08,17.7,35.0,5.6,968.2,963.3
6726,9263D,2017-08-09,15.4,34.0,5.8,972.3,966.3
6730,9263D,2017-08-10,14.8,99.0,5.0,974.2,971.0
6733,9263D,2017-08-11,15.6,35.0,4.7,973.3,971.1
6739,9263D,2017-08-12,19.1,35.0,4.2,971.7,968.3
6742,9263D,2017-08-13,22.5,35.0,2.8,969.2,963.8
6744,9263D,2017-08-14,25.8,11.0,2.8,965.7,960.8
6748,9263D,2017-08-15,24.7,34.0,3.3,969.0,964.2
6753,9263D,2017-08-16,22.5,99.0,3.9,970.4,967.8
6756,9263D,2017-08-17,23.7,35.0,3.1,969.6,965.7
6760,9263D,2017-08-18,21.6,34.0,5.8,969.9,966.2
6766,9263D,2017-08-19,20.3,33.0,6.7,972.2,968.8
6768,9263D,2017-08-20,20.4,35.0,6.9,972.2,969.2
6772,9263D,2017-08-21,24.1,14.0,1.9,969.7,963.0
6779,9263D,2017-08-22,26.2,35.0,3.3,967.3,962.0
6783,9263D,2017-08-23,24.7,34.0,1.4,967.1,963.1
6784,9263D,2017-08-24,26.1,99.0,4.4,965.3,960.6
6789,9263D,2017-08-25,26.0,19.0,3.1,965.1,960.3
6792,9263D,2017-08-26,25.4,27.0,2.5,966.5,961.4
6797,9263D,2017-08-27,21.0,13.0,2.5,966.8,963.5
6802,9263D,2017-08-28,23.2,22.0,2.2,965.9,961.8
6807,9263D,2017-08-29,21.6,14.0,1.9,965.0,960.9
6811,9263D,2017-08-30,21.0,32.0,4.2,966.8,960.8
6813,9263D,2017-08-31,17.4,99.0,4.7,970.1,966.8
6816,9263D,2017-09-01,15.8,33.0,4.4,972.0,969.0
6821,9263D,2017-09-02,16.2,36.0,3.1,972.3,967.8
6827,9263D,2017-09-03,19.1,3.0,2.2,967.8,961.0
6831,9263D,2017-09-04,21.0,35.0,3.9,968.8,961.4
6832,9263D,2017-09-05,21.8,1.0,2.8,973.0,968.4
6837,9263D,2017-09-06,19.2,35.0,7.5,973.1,971.4
6840,9263D,2017-09-07,16.4,1.0,6.9,971.4,967.2
6845,9263D,2017-09-08,17.2,34.0,1.7,967.3,958.5
6850,9263D,2017-09-09,14.8,31.0,3.9,959.5,956.4
6852,9263D,2017-09-10,15.4,31.0,4.7,963.7,959.4
6858,9263D,2017-09-11,16.7,36.0,4.4,964.5,960.2
6862,9263D,2017-09-12,17.2,35.0,3.1,969.9,964.1
6867,9263D,2017-09-13,20.4,35.0,2.5,970.5,965.4
6869,9263D,2017-09-14,14.2,36.0,4.2,971.1,966.1
6874,9263D,2017-09-15,14.0,99.0,4.2,967.2,962.8
6879,9263D,2017-09-16,11.6,35.0,3.9,965.6,962.6
