,tmed,dir,velmedia,presMax,presMin,fecha
3,7.0,34.0,1.7,970.5,963.1,2013-01-01
6,6.8,99.0,8.1,979.2,970.1,2013-01-02
11,7.4,35.0,1.9,985.6,979.1,2013-01-03
15,8.2,35.0,1.7,985.4,980.7,2013-01-04
18,10.6,35.0,4.7,980.8,976.9,2013-01-05
20,8.6,99.0,1.7,976.9,972.7,2013-01-06
25,6.2,34.0,0.0,973.9,970.8,2013-01-07
30,5.6,31.0,0.6,975.6,972.6,2013-01-08
32,1.2,3.0,0.8,972.7,969.3,2013-01-09
37,8.8,99.0,2.2,972.0,968.4,2013-01-10
42,6.3,33.0,1.1,972.0,966.0,2013-01-11
44,5.8,29.0,0.0,966.0,958.0,2013-01-12
50,5.0,35.0,3.3,965.9,957.8,2013-01-13
54,2.2,99.0,0.6,967.4,964.1,2013-01-14
58,2.6,32.0,1.1,964.2,960.0,2013-01-15
63,6.2,36.0,1.4,961.5,952.8,2013-01-16
66,5.4,36.0,3.6,962.9,955.1,2013-01-17
68,6.2,11.0,0.6,957.5,940.0,2013-01-18
75,8.6,99.0,3.3,940.0,925.3,2013-01-19
79,5.4,32.0,2.5,948.6,936.1,2013-01-20
80,4.2,31.0,3.6,957.4,947.0,2013-01-21
87,2.8,14.0,4.4,956.6,949.1,2013-01-22
91,2.0,30.0,3.3,959.1,951.9,2013-01-23
92,3.4,31.0,5.3,963.8,952.1,2013-01-24
98,4.0,34.0,0.0,963.7,959.2,2013-01-25
102,6.3,31.0,5.6,968.0,957.8,2013-01-26
106,4.6,35.0,1.4,966.2,958.7,2013-01-27
108,7.2,30.0,1.1,973.2,966.2,2013-01-28
115,6.0,99.0,0.6,975.0,972.5,2013-01-29
119,8.1,99.0,1.4,976.6,972.9,2013-01-30
120,9.8,99.0,0.3,978.4,972.9,2013-01-31
124,9.2,32.0,2.2,972.9,955.5,2013-02-01
131,5.4,31.0,6.1,970.4,956.4,2013-02-02
133,4.2,99.0,6.9,977.2,970.4,2013-02-03
138,8.5,34.0,2.2,977.1,973.9,2013-02-04
142,8.1,34.0,3.3,974.1,964.3,2013-02-05
147,3.8,32.0,5.8,965.1,960.3,2013-02-06
148,2.0,36.0,5.0,970.9,965.1,2013-02-07
153,1.8,31.0,2.5,968.4,961.1,2013-02-08
159,4.1,34.0,3.3,971.0,967.7,2013-02-09
160,5.0,33.0,2.8,967.7,950.6,2013-02-10
164,3.8,29.0,3.3,955.3,951.9,2013-02-11
171,3.2,99.0,3.9,965.5,954.5,2013-02-12
175,6.3,34.0,3.6,969.7,965.1,2013-02-13
177,9.0,30.0,3.3,971.2,969.5,2013-02-14
180,6.6,99.0,3.6,969.8,967.8,2013-02-15
184,6.0,21.0,0.3,967.9,963.8,2013-02-16
188,5.2,99.0,1.1,964.2,958.6,2013-02-17
194,8.8,5.0,0.6,960.3,958.4,2013-02-18
196,8.8,11.0,4.7,960.8,958.9,2013-02-19
203,10.1,99.0,1.7,961.2,958.1,2013-02-20
205,9.4,31.0,1.1,958.8,951.4,2013-02-21
210,4.7,99.0,5.0,951.5,948.6,2013-02-22
214,-1.2,2.0,6.4,964.1,950.2,2013-02-23
217,1.2,33.0,6.4,966.9,962.9,2013-02-24
223,0.8,34.0,3.9,967.5,965.7,2013-02-25
226,1.9,99.0,0.6,967.5,965.7,2013-02-26
229,3.4,99.0,2.5,969.2,965.3,2013-02-27
233,4.1,32.0,3.3,966.9,961.6,2013-02-28
239,7.6,35.0,6.9,965.7,960.9,2013-03-01
241,8.0,99.0,2.2,965.9,962.7,2013-03-02
247,8.0,12.0,3.3,964.4,958.4,2013-03-03
248,10.7,13.0,6.9,958.8,948.4,2013-03-04
255,10.9,16.0,6.4,948.4,944.2,2013-03-05
259,14.2,24.0,1.9,947.2,942.1,2013-03-06
261,13.0,99.0,6.9,949.4,941.8,2013-03-07
264,11.8,25.0,3.1,953.8,948.8,2013-03-08
271,10.0,23.0,3.1,953.3,950.8,2013-03-09
273,11.2,99.0,3.1,951.2,949.1,2013-03-10
278,10.4,26.0,5.6,950.9,947.3,2013-03-11
283,6.5,34.0,2.5,951.5,945.4,2013-03-12
284,1.2,35.0,7.5,960.4,947.9,2013-03-13
289,1.8,35.0,3.6,963.9,959.5,2013-03-14
294,5.2,2.0,1.4,966.2,961.6,2013-03-15
299,5.0,12.0,5.3,961.6,952.9,2013-03-16
300,6.3,11.0,2.8,952.9,946.2,2013-03-17
304,5.8,30.0,3.1,954.3,947.4,2013-03-18
308,6.6,18.0,3.3,954.4,947.6,2013-03-19
315,8.1,29.0,3.9,964.8,950.8,2013-03-20
319,8.6,99.0,3.9,964.8,956.7,2013-03-21
322,12.6,20.0,3.3,956.8,950.3,2013-03-22
325,9.8,21.0,1.9,954.0,947.7,2013-03-23
328,10.8,33.0,2.8,954.5,948.1,2013-03-24
334,8.7,25.0,1.9,956.2,949.6,2013-03-25
337,11.8,27.0,1.7,952.6,949.0,2013-03-26
342,12.4,18.0,0.8,950.9,947.6,2013-03-27
346,12.6,32.0,0.3,956.4,950.5,2013-03-28
351,15.0,99.0,3.1,956.1,949.0,2013-03-29
354,9.2,99.0,5.0,959.9,952.6,2013-03-30
356,11.1,99.0,1.9,959.1,944.5,2013-03-31
362,11.0,31.0,4.4,952.4,942.4,2013-04-01
364,11.1,99.0,3.6,958.0,952.3,2013-04-02
368,10.2,21.0,3.9,957.2,947.6,2013-04-03
372,8.4,35.0,5.3,954.0,946.7,2013-04-04
376,5.3,32.0,4.4,960.1,953.1,2013-04-05
380,4.0,35.0,5.3,968.2,959.4,2013-04-06
385,8.7,32.0,1.9,967.5,957.9,2013-04-07
391,11.8,99.0,2.8,958.0,955.3,2013-04-08
395,8.8,17.0,2.2,962.2,954.5,2013-04-09
399,12.0,20.0,2.8,963.0,959.8,2013-04-10
402,15.6,33.0,5.6,960.4,954.5,2013-04-11
404,12.8,20.0,2.8,965.2,960.0,2013-04-12
408,14.9,19.0,2.5,968.6,965.2,2013-04-13
415,18.4,99.0,4.7,969.0,965.0,2013-04-14
419,17.2,27.0,0.6,970.1,966.4,2013-04-15
421,18.6,24.0,0.6,970.0,967.2,2013-04-16
427,19.8,34.0,1.9,969.8,965.5,2013-04-17
429,13.8,36.0,7.5,972.3,969.6,2013-04-18
433,10.2,36.0,8.3,975.5,971.0,2013-04-19
436,9.8,36.0,6.9,974.8,969.5,2013-04-20
443,9.7,32.0,6.7,969.7,965.4,2013-04-21
447,10.0,99.0,6.7,968.8,966.3,2013-04-22
450,12.3,34.0,2.8,970.6,967.6,2013-04-23
453,13.4,99.0,3.1,971.8,968.6,2013-04-24
457,15.8,20.0,1.4,970.3,965.3,2013-04-25
461,10.8,32.0,4.2,966.2,961.3,2013-04-26
465,6.3,99.0,6.4,961.4,956.5,2013-04-27
471,5.8,34.0,6.1,961.6,958.2,2013-04-28
472,8.8,2.0,6.4,961.6,959.3,2013-04-29
477,10.6,21.0,1.7,961.7,957.3,2013-04-30
482,11.7,34.0,2.8,965.7,961.6,2013-05-01
486,10.0,99.0,2.5,968.6,964.4,2013-05-02
489,10.5,34.0,5.0,968.7,967.0,2013-05-03
495,12.5,31.0,3.6,969.1,966.3,2013-05-04
496,13.8,36.0,4.2,968.8,966.1,2013-05-05
503,15.4,28.0,1.7,967.9,963.9,2013-05-06
505,18.4,27.0,1.9,965.8,962.9,2013-05-07
509,15.8,99.0,1.1,965.7,962.4,2013-05-08
514,13.3,32.0,1.4,967.9,962.3,2013-05-09
516,11.5,32.0,6.1,969.4,967.3,2013-05-10
520,10.8,99.0,5.3,972.0,968.4,2013-05-11
524,10.9,99.0,5.3,972.0,970.7,2013-05-12
529,13.0,99.0,3.9,971.2,965.3,2013-05-13
533,15.0,36.0,1.9,965.5,952.8,2013-05-14
537,8.2,99.0,5.0,953.0,951.4,2013-05-15
540,9.1,32.0,4.7,951.9,947.3,2013-05-16
545,9.4,20.0,3.1,949.5,945.7,2013-05-17
550,7.4,25.0,1.1,959.2,949.3,2013-05-18
555,9.2,99.0,3.9,966.3,959.1,2013-05-19
557,9.2,99.0,4.7,968.1,965.8,2013-05-20
563,7.1,99.0,4.2,967.9,965.6,2013-05-21
564,13.4,34.0,6.1,967.7,965.8,2013-05-22
569,9.5,34.0,5.8,967.1,965.3,2013-05-23
575,9.9,99.0,6.4,967.2,965.2,2013-05-24
579,9.6,31.0,6.4,969.0,965.6,2013-05-25
582,11.7,36.0,0.8,968.3,960.5,2013-05-26
584,15.3,33.0,1.4,960.6,955.2,2013-05-27
589,10.4,35.0,4.7,961.0,954.0,2013-05-28
594,9.4,32.0,4.2,962.0,958.2,2013-05-29
599,9.5,31.0,4.7,966.4,961.3,2013-05-30
603,11.0,32.0,6.1,970.4,964.1,2013-05-31
604,11.4,32.0,5.6,972.0,969.3,2013-06-01
609,12.6,35.0,7.2,971.6,969.6,2013-06-02
615,13.8,3.0,7.2,970.4,965.4,2013-06-03
619,14.8,33.0,1.9,965.4,960.9,2013-06-04
623,18.2,11.0,1.7,962.4,959.0,2013-06-05
624,20.2,12.0,1.9,963.2,959.9,2013-06-06
628,17.7,99.0,2.5,963.4,959.2,2013-06-07
635,12.2,99.0,1.4,962.3,958.7,2013-06-08
639,14.9,32.0,3.6,963.4,955.4,2013-06-09
640,17.7,3.0,1.9,965.5,963.1,2013-06-10
644,20.2,31.0,2.2,968.6,964.5,2013-06-11
650,22.2,33.0,1.1,969.0,965.5,2013-06-12
655,17.4,3.0,4.7,969.4,966.6,2013-06-13
657,20.8,34.0,3.1,967.5,962.6,2013-06-14
663,18.5,34.0,4.4,966.8,964.2,2013-06-15
665,22.5,12.0,2.5,964.5,955.3,2013-06-16
668,21.2,99.0,2.2,959.7,954.4,2013-06-17
675,13.2,34.0,6.1,961.8,957.4,2013-06-18
677,13.2,34.0,0.3,964.5,954.4,2013-06-19
680,15.2,4.0,1.1,966.9,963.9,2013-06-20
685,14.6,34.0,2.8,971.6,965.5,2013-06-21
688,16.1,99.0,3.9,971.4,968.6,2013-06-22
695,14.2,34.0,6.9,975.2,970.8,2013-06-23
698,14.2,99.0,7.8,974.8,972.8,2013-06-24
702,15.0,32.0,7.2,974.3,972.8,2013-06-25
704,17.4,99.0,6.7,974.2,971.1,2013-06-26
709,15.6,35.0,5.8,974.0,970.6,2013-06-27
712,17.2,99.0,7.5,975.7,972.4,2013-06-28
716,16.2,34.0,6.1,975.7,973.1,2013-06-29
721,19.7,99.0,5.8,973.1,966.1,2013-06-30
725,21.0,33.0,3.1,966.5,962.7,2013-07-01
731,23.0,32.0,3.3,966.9,962.0,2013-07-02
732,21.4,36.0,3.9,971.2,966.2,2013-07-03
737,21.0,32.0,6.9,971.6,969.5,2013-07-04
742,22.9,2.0,2.5,972.4,969.2,2013-07-05
746,24.1,99.0,2.8,971.9,969.2,2013-07-06
750,21.8,32.0,4.2,971.6,968.7,2013-07-07
755,24.7,99.0,2.8,970.2,966.1,2013-07-08
759,26.0,17.0,2.2,967.8,962.3,2013-07-09
762,26.2,99.0,2.5,964.3,959.4,2013-07-10
767,24.8,35.0,2.8,963.2,960.3,2013-07-11
771,26.6,33.0,3.3,965.7,961.4,2013-07-12
772,25.2,32.0,2.2,967.3,963.2,2013-07-13
778,23.4,99.0,4.4,969.2,965.6,2013-07-14
781,23.8,15.0,1.9,969.8,966.6,2013-07-15
785,24.366666666666667,48.13333333333333,3.0633333333333335,967.7799999999999,963.42,2013-07-16
789,23.1,35.0,4.7,970.4,968.1,2013-07-17
793,22.6,32.0,1.9,969.4,965.4,2013-07-18
798,24.6,15.0,1.4,966.6,961.4,2013-07-19
802,26.3,99.0,2.2,964.3,960.9,2013-07-20
805,27.0,23.0,5.0,966.7,962.5,2013-07-21
811,25.0,99.0,1.7,966.1,961.6,2013-07-22
815,26.0,99.0,2.8,965.6,960.7,2013-07-23
816,26.0,20.0,1.7,965.6,962.3,2013-07-24
822,28.4,34.0,4.2,964.6,958.8,2013-07-25
824,27.7,13.0,3.9,961.8,955.4,2013-07-26
828,24.4,99.0,2.5,960.0,955.6,2013-07-27
835,23.4,99.0,3.1,967.1,959.6,2013-07-28
836,20.8,34.0,2.2,973.1,967.0,2013-07-29
843,23.6,34.0,2.5,973.0,969.1,2013-07-30
844,26.2,14.0,3.3,969.5,961.8,2013-07-31
849,28.9,99.0,4.7,962.7,958.0,2013-08-01
855,28.8,34.0,5.3,967.0,959.3,2013-08-02
856,23.3,33.0,4.4,969.4,965.9,2013-08-03
862,25.6,99.0,3.1,969.8,964.3,2013-08-04
866,22.6,34.0,5.6,965.9,963.3,2013-08-05
869,23.4,99.0,2.8,965.3,958.9,2013-08-06
874,20.6,32.0,3.6,964.7,959.3,2013-08-07
879,17.6,1.0,4.2,973.7,964.6,2013-08-08
883,19.4,99.0,6.1,973.4,971.5,2013-08-09
884,20.7,31.0,6.1,972.8,968.9,2013-08-10
890,23.8,32.0,2.2,969.5,963.9,2013-08-11
892,24.5,34.0,5.0,967.9,963.4,2013-08-12
898,21.2,36.0,6.4,969.5,967.2,2013-08-13
900,21.2,32.0,5.6,969.1,966.3,2013-08-14
905,22.8,99.0,1.9,968.1,963.6,2013-08-15
908,23.3,34.0,3.6,969.6,963.9,2013-08-16
912,23.6,34.0,3.3,969.0,964.7,2013-08-17
916,24.1,35.0,1.1,967.2,963.6,2013-08-18
921,21.0,99.0,5.3,972.7,967.0,2013-08-19
925,21.4,33.0,5.3,972.1,968.3,2013-08-20
928,23.3,30.0,1.1,968.8,963.1,2013-08-21
934,24.8,33.0,2.5,965.0,960.4,2013-08-22
937,24.2,99.0,4.2,966.3,962.4,2013-08-23
942,19.6,35.0,6.9,968.1,966.0,2013-08-24
946,19.0,36.0,5.0,967.7,961.6,2013-08-25
951,17.6,35.0,4.2,963.8,961.1,2013-08-26
954,19.1,32.0,4.4,966.1,963.3,2013-08-27
958,20.6,36.0,5.0,967.9,964.8,2013-08-28
961,19.7,34.0,3.9,969.9,966.9,2013-08-29
965,20.0,36.0,5.8,971.7,968.4,2013-08-30
968,20.1,33.0,6.4,972.8,970.3,2013-08-31
974,20.6,32.0,6.4,973.2,970.6,2013-09-01
979,21.0,31.0,5.3,972.4,969.6,2013-09-02
983,22.0,22.0,1.4,972.0,967.8,2013-09-03
984,23.0,18.0,3.1,969.5,964.7,2013-09-04
990,22.3,32.0,2.8,965.4,959.3,2013-09-05
995,21.9,34.0,2.8,964.1,959.5,2013-09-06
998,18.6,31.0,0.8,966.3,961.9,2013-09-07
1003,15.8,34.0,2.2,973.2,966.0,2013-09-08
1005,16.3,99.0,3.3,973.2,970.2,2013-09-09
1010,17.2,99.0,5.0,971.4,968.6,2013-09-10
1015,15.8,99.0,6.4,971.2,969.0,2013-09-11
1016,16.0,33.0,5.3,971.8,969.9,2013-09-12
1023,18.9,32.0,4.2,971.8,969.4,2013-09-13
1025,19.0,35.0,2.8,970.1,963.5,2013-09-14
1030,14.4,99.0,5.0,968.0,965.2,2013-09-15
1035,16.0,99.0,3.3,965.2,961.7,2013-09-16
1039,16.0,31.0,5.0,966.0,963.8,2013-09-17
1042,17.8,35.0,3.6,965.7,964.0,2013-09-18
1047,17.3,99.0,5.6,968.5,964.9,2013-09-19
1051,19.2,1.0,4.7,971.2,967.1,2013-09-20
1053,18.3,99.0,4.2,972.4,970.2,2013-09-21
1058,19.6,34.0,0.8,972.6,968.3,2013-09-22
1060,20.2,22.0,2.5,969.3,964.0,2013-09-23
1067,22.1,20.0,0.6,964.8,960.9,2013-09-24
1068,24.6,12.0,2.8,962.4,958.5,2013-09-25
1072,25.0,14.0,3.1,962.4,958.7,2013-09-26
1078,24.3,20.0,4.4,960.6,955.1,2013-09-27
1082,21.2,99.0,5.3,955.6,952.2,2013-09-28
1086,19.0,26.0,1.9,957.4,953.3,2013-09-29
1089,20.4,36.0,0.8,956.8,954.8,2013-09-30
1095,20.0,99.0,0.8,959.3,955.9,2013-10-01
1097,22.9,12.0,2.2,960.0,957.0,2013-10-02
1100,23.2,15.0,8.1,962.9,956.0,2013-10-03
1104,18.8,99.0,4.2,968.7,960.7,2013-10-04
1111,15.6,34.0,3.1,973.1,968.7,2013-10-05
1115,15.6,99.0,3.6,972.7,970.6,2013-10-06
1118,15.3,33.0,3.9,971.1,969.0,2013-10-07
1121,14.0,34.0,4.2,972.3,970.2,2013-10-08
1124,14.8,99.0,6.7,971.9,967.8,2013-10-09
1129,12.6,99.0,3.9,967.9,964.5,2013-10-10
1134,10.2,30.0,2.8,966.1,961.9,2013-10-11
1139,9.2,17.0,1.1,966.8,964.1,2013-10-12
1140,11.6,24.0,0.6,968.2,965.9,2013-10-13
1144,15.8,99.0,1.7,967.9,965.2,2013-10-14
1148,16.0,24.0,2.2,967.3,964.6,2013-10-15
1153,19.7,34.0,1.9,969.9,966.1,2013-10-16
1157,18.5,22.0,0.6,969.5,963.5,2013-10-17
1162,19.6,20.0,4.4,963.6,958.5,2013-10-18
1167,20.8,17.0,5.8,963.9,958.7,2013-10-19
1170,18.5,99.0,1.7,966.1,963.2,2013-10-20
1174,16.7,17.0,4.7,965.3,958.1,2013-10-21
1177,18.2,14.0,10.0,958.3,954.4,2013-10-22
1181,17.2,99.0,1.9,964.0,957.4,2013-10-23
1185,16.5,17.0,8.1,963.9,957.6,2013-10-24
1189,20.2,17.0,6.7,962.7,958.4,2013-10-25
1194,16.8,19.0,3.6,967.7,962.2,2013-10-26
1196,14.6,15.0,1.9,971.3,965.8,2013-10-27
1201,16.0,99.0,3.3,966.9,963.2,2013-10-28
1204,9.9,33.0,3.6,971.5,966.4,2013-10-29
1211,10.8,99.0,4.7,971.9,969.3,2013-10-30
1215,10.2,99.0,1.9,971.8,969.6,2013-10-31
1217,9.5,20.0,0.3,971.2,965.5,2013-11-01
1220,16.4,32.0,2.5,965.6,962.2,2013-11-02
1225,12.5,34.0,2.5,968.4,962.0,2013-11-03
1229,11.1,35.0,3.1,962.0,953.8,2013-11-04
1235,14.0,99.0,4.2,966.2,957.0,2013-11-05
1238,17.1,29.0,1.4,968.6,964.9,2013-11-06
1241,15.4,99.0,0.8,966.7,963.7,2013-11-07
1245,14.8,34.0,2.8,969.2,962.1,2013-11-08
1248,9.8,26.0,2.5,970.6,967.4,2013-11-09
1255,12.0,35.0,6.9,973.9,969.5,2013-11-10
1256,12.6,34.0,6.1,974.7,972.4,2013-11-11
1261,13.4,33.0,4.7,974.0,970.7,2013-11-12
1266,13.0,35.0,6.4,974.5,970.5,2013-11-13
1271,9.4,35.0,6.4,977.9,972.5,2013-11-14
1275,5.6,35.0,5.3,973.2,966.3,2013-11-15
1279,4.7,3.0,4.2,969.3,965.4,2013-11-16
1283,7.4,35.0,2.8,965.5,959.6,2013-11-17
1287,8.4,34.0,7.2,959.6,953.7,2013-11-18
1290,6.8,33.0,6.1,964.6,955.7,2013-11-19
1292,3.6,36.0,3.1,965.3,959.4,2013-11-20
1298,5.5,30.0,3.1,959.4,951.8,2013-11-21
1301,4.0,35.0,5.0,959.9,951.8,2013-11-22
1305,4.8,35.0,7.5,964.2,959.6,2013-11-23
1308,4.4,1.0,9.2,971.6,964.0,2013-11-24
1315,4.8,34.0,7.8,976.1,971.1,2013-11-25
1319,3.6,99.0,6.4,976.1,974.3,2013-11-26
1320,1.6,32.0,5.6,976.1,971.7,2013-11-27
1324,1.8,36.0,4.713793103448276,977.8,974.7,2013-11-28
1331,4.6,34.0,6.4,976.8,973.6,2013-11-29
1333,5.7,35.0,6.4,973.7,965.5,2013-11-30
1336,4.0,34.0,6.7,970.7,967.6,2013-12-01
1340,2.4,36.0,4.4,973.2,967.7,2013-12-02
1346,4.6,99.0,0.6,975.3,972.9,2013-12-03
1350,6.2,33.0,1.4,976.8,973.8,2013-12-04
1355,6.6,33.0,6.4,978.0,975.4,2013-12-05
1356,6.4,99.0,6.1,977.5,972.8,2013-12-06
1361,5.8,99.0,0.6,972.9,969.8,2013-12-07
1364,4.2,16.0,0.8,976.2,972.3,2013-12-08
1368,2.9,99.0,0.3,978.5,976.1,2013-12-09
1375,3.4,99.0,0.6,979.7,977.3,2013-12-10
1376,3.2,99.0,1.4,979.9,976.6,2013-12-11
1381,2.8,17.0,1.9,978.4,974.9,2013-12-12
1384,3.8,30.0,0.8,976.8,971.8,2013-12-13
1390,7.2,99.0,2.2,980.7,976.8,2013-12-14
1392,4.9,99.0,0.3,981.2,977.9,2013-12-15
1398,3.6,99.0,2.2,978.0,973.8,2013-12-16
1401,7.2,14.0,1.7,975.8,972.7,2013-12-17
1405,7.9,17.0,4.2,973.0,965.9,2013-12-18
1409,7.4,29.0,1.9,966.1,958.1,2013-12-19
1412,4.4,2.0,6.4,978.5,966.1,2013-12-20
1419,3.1,32.0,0.6,980.0,977.1,2013-12-21
1421,3.9,99.0,0.0,977.8,975.1,2013-12-22
1427,4.6,99.0,2.8,975.1,962.3,2013-12-23
1431,10.4,18.0,11.7,962.3,944.9,2013-12-24
1435,7.4,99.0,5.0,949.4,942.1,2013-12-25
1439,5.4,30.0,4.2,962.2,949.3,2013-12-26
1443,7.4,18.0,2.8,961.6,952.5,2013-12-27
1446,7.0,17.0,3.3,968.1,952.5,2013-12-28
1448,3.2,17.0,0.8,976.6,968.0,2013-12-29
1453,3.4,99.0,1.4,975.6,969.1,2013-12-30
1456,4.4,99.0,1.1,969.1,963.1,2013-12-31
1462,7.4,18.0,2.8,964.6,956.8,2014-01-01
1467,11.0,19.0,2.2,960.3,956.2,2014-01-02
1470,13.0,99.0,1.1,963.9,959.4,2014-01-03
1475,8.2,32.0,5.0,962.9,950.2,2014-01-04
1477,5.2,14.0,2.5,965.4,962.8,2014-01-05
1481,8.0,20.0,1.4,965.2,962.1,2014-01-06
1486,13.0,17.0,0.8,967.9,963.7,2014-01-07
1490,12.3,14.0,1.9,968.6,966.4,2014-01-08
1493,7.6,99.0,0.6,967.9,965.6,2014-01-09
1499,5.0,17.0,0.0,966.0,962.6,2014-01-10
1503,3.6,4.0,0.6,969.2,963.8,2014-01-11
1506,7.0,11.0,1.7,970.0,967.7,2014-01-12
1508,7.6,99.0,2.2,968.0,960.1,2014-01-13
1515,6.7,35.0,1.4,964.5,957.6,2014-01-14
1518,8.4,99.0,1.1,963.8,955.5,2014-01-15
1522,7.6,29.0,2.2,955.5,952.6,2014-01-16
1526,6.8,14.0,7.2,952.7,946.5,2014-01-17
1529,5.6,99.0,5.0,946.6,940.7,2014-01-18
1535,5.3,31.0,1.9,954.5,942.4,2014-01-19
1536,4.5,33.0,5.0,964.6,954.1,2014-01-20
1543,5.8,99.0,1.9,964.4,958.7,2014-01-21
1545,6.5,99.0,1.7,966.6,957.7,2014-01-22
1548,6.6,34.0,2.8,973.7,966.6,2014-01-23
1555,9.0,34.0,3.9,973.1,965.9,2014-01-24
1558,11.0,99.0,5.3,973.9,967.9,2014-01-25
1562,11.8,33.0,1.1,973.5,960.8,2014-01-26
1567,6.4,28.0,2.8,961.3,955.1,2014-01-27
1570,4.0,19.0,3.1,959.4,942.1,2014-01-28
1572,5.8,32.0,0.8,951.0,942.2,2014-01-29
1578,4.4,30.0,2.5,955.5,950.8,2014-01-30
1583,6.4,99.0,1.1,959.0,954.3,2014-01-31
1586,4.6,99.0,3.1,962.5,953.6,2014-02-01
1590,5.2,31.0,0.3,966.6,960.6,2014-02-02
1595,3.4,21.0,2.8,960.6,953.3,2014-02-03
1597,4.8,12.0,6.7,959.8,948.2,2014-02-04
1602,8.4,99.0,6.4,959.9,946.2,2014-02-05
1605,10.6,16.0,11.1,959.8,947.2,2014-02-06
1610,8.8,25.0,3.9,962.2,952.5,2014-02-07
1614,6.6,31.0,5.0,957.1,950.0,2014-02-08
1618,5.3,16.0,6.7,958.1,936.9,2014-02-09
1621,4.7,30.0,6.4,964.6,936.3,2014-02-10
1625,1.8,17.0,1.4,964.7,956.9,2014-02-11
1629,4.0,99.0,1.9,964.3,960.4,2014-02-12
1632,10.4,26.0,4.7,962.7,957.8,2014-02-13
1638,12.4,20.0,11.9,960.3,950.9,2014-02-14
1643,9.6,19.0,2.2,961.7,952.1,2014-02-15
1646,6.6,99.0,1.9,964.3,961.1,2014-02-16
1651,6.3,12.0,6.1,961.5,958.2,2014-02-17
1652,6.8,35.0,1.4,965.6,959.9,2014-02-18
1656,6.6,34.0,2.8,969.0,965.1,2014-02-19
1661,8.0,35.0,0.6,968.0,961.7,2014-02-20
1664,5.7,1.0,4.2,967.7,963.7,2014-02-21
1669,5.6,34.0,0.6,970.2,967.0,2014-02-22
1673,7.0,12.0,3.6,969.9,960.1,2014-02-23
1677,10.2,16.0,4.4,962.9,959.5,2014-02-24
1680,8.8,35.0,1.7,966.0,959.8,2014-02-25
1685,4.4,99.0,1.9,974.4,965.8,2014-02-26
1691,5.3,31.0,0.0,974.1,968.6,2014-02-27
1695,4.1,31.0,8.1,968.8,959.6,2014-02-28
1696,4.2,25.0,1.1,961.6,949.5,2014-03-01
1703,8.8,29.0,1.1,954.6,947.7,2014-03-02
1706,6.9,30.0,3.1,954.0,949.5,2014-03-03
1710,6.3,34.0,4.2,960.9,953.7,2014-03-04
1713,8.8,32.0,6.4,971.0,958.3,2014-03-05
1719,9.4,35.0,6.7,971.1,967.3,2014-03-06
1721,9.7,35.0,1.7,972.7,969.3,2014-03-07
1724,10.6,12.0,1.4,972.0,967.4,2014-03-08
1729,12.0,99.0,3.9,973.4,970.0,2014-03-09
1735,10.2,36.0,2.2,971.9,966.7,2014-03-10
1739,10.8,99.0,3.6,970.8,966.7,2014-03-11
1742,10.0,21.0,1.7,974.8,970.8,2014-03-12
1744,9.2,21.0,1.9,974.6,972.1,2014-03-13
1751,10.4,36.0,1.7,975.1,971.1,2014-03-14
1755,10.0,35.0,8.1,977.8,974.7,2014-03-15
1757,12.2,99.0,5.6,976.8,970.9,2014-03-16
1761,13.0,23.0,0.3,970.9,965.9,2014-03-17
1767,9.5,99.0,6.1,974.5,967.9,2014-03-18
1771,12.2,34.0,3.9,974.2,966.6,2014-03-19
1772,12.6,99.0,1.1,967.4,963.4,2014-03-20
1779,14.6,33.0,2.5,966.3,960.7,2014-03-21
1781,8.2,99.0,5.3,963.7,958.9,2014-03-22
1786,5.1,34.0,3.9,968.6,961.5,2014-03-23
1789,3.0,99.0,0.8,968.1,962.3,2014-03-24
1795,4.8,30.0,4.4,966.2,956.4,2014-03-25
1797,3.6,34.0,2.5,962.8,955.2,2014-03-26
1801,7.4,99.0,2.2,961.7,955.1,2014-03-27
1804,9.5,14.0,6.4,957.8,955.2,2014-03-28
1810,12.8,20.0,6.7,957.9,954.1,2014-03-29
1814,11.8,16.0,5.0,960.6,956.7,2014-03-30
1818,13.4,20.0,4.2,961.8,958.5,2014-03-31
1821,15.8,13.0,6.9,958.6,951.8,2014-04-01
1825,13.9,20.0,6.1,952.4,947.2,2014-04-02
1830,9.9,32.0,4.4,956.8,946.6,2014-04-03
1833,12.8,34.0,3.6,964.2,956.8,2014-04-04
1836,15.0,34.0,2.5,968.5,963.9,2014-04-05
1842,16.5,99.0,0.6,964.896551724138,959.8896551724139,2014-04-06
1847,17.2,99.0,3.6,968.9,963.4,2014-04-07
1850,12.3,33.0,5.8,972.7,968.7,2014-04-08
1852,13.9,33.0,1.4,972.7,965.7,2014-04-09
1856,16.0,26.0,0.6,967.5,961.3,2014-04-10
1861,15.2,99.0,5.0,965.2,961.9,2014-04-11
1867,13.4,99.0,4.7,968.7,963.7,2014-04-12
1869,14.7,99.0,5.0,969.9,966.7,2014-04-13
1875,16.0,3.0,1.9,967.4,962.6,2014-04-14
1876,18.3,4.0,2.5,964.4,961.2,2014-04-15
1882,17.0,35.0,2.2,966.6,963.2,2014-04-16
1884,15.0,3.0,3.6,968.2,965.4,2014-04-17
1889,14.0,99.0,3.6,965.9,959.1,2014-04-18
