,tmed,velmedia,presmed,fecha
3197,13.2,4.4,971.9,2015-03-11
3201,12.8,2.2,968.4,2015-03-12
3206,7.5,6.7,971.45,2015-03-13
3211,3.4,1.7,969.95,2015-03-14
3214,6.4,3.9,966.0,2015-03-15
3219,8.4,2.5,964.8,2015-03-16
3222,8.9,2.5,965.65,2015-03-17
3227,9.4,0.3,967.05,2015-03-18
3229,11.7,2.5,966.0999999999999,2015-03-19
3232,7.3,5.3,964.35,2015-03-20
3239,6.8,4.7,960.45,2015-03-21
3242,6.4,4.7,959.45,2015-03-22
3245,4.5,0.3,957.5,2015-03-23
3249,6.3,5.0,956.65,2015-03-24
3253,5.1,9.2,959.3,2015-03-25
3259,9.82,3.6,965.5,2015-03-26
3261,11.0,6.4,972.8,2015-03-27
3265,13.6,6.4,975.2,2015-03-28
3269,14.6,3.9,973.0999999999999,2015-03-29
3275,11.8,4.2,973.75,2015-03-30
3279,12.0,6.9,975.95,2015-03-31
3281,9.6,7.2,978.3,2015-04-01
3284,10.6,4.2,974.2,2015-04-02
3291,12.5,4.2,968.8,2015-04-03
3295,10.4,6.4,965.0,2015-04-04
3298,10.2,6.7,961.95,2015-04-05
3301,11.6,2.5,966.8499999999999,2015-04-06
3306,12.0,1.7,972.95,2015-04-07
3310,13.5,4.4,973.35,2015-04-08
3313,13.4,3.9,970.8,2015-04-09
3317,15.0,3.1,969.3,2015-04-10
3320,13.4,3.9,972.5,2015-04-11
3324,15.0,1.4,974.0,2015-04-12
3331,16.4,1.9,975.1,2015-04-13
3333,17.0,3.3,971.0,2015-04-14
3338,15.0,3.6,964.8499999999999,2015-04-15
3342,14.2,2.2,962.65,2015-04-16
3345,13.5,3.1,964.6500000000001,2015-04-17
3348,16.0,3.6,961.05,2015-04-18
3354,12.2,4.2,964.4,2015-04-19
3357,13.4,2.5,968.55,2015-04-20
3361,15.1,3.1,969.45,2015-04-21
3367,17.2,3.9,967.3,2015-04-22
3371,14.6,2.2,965.9,2015-04-23
3375,15.6,2.8,962.3,2015-04-24
3379,17.6,1.9,959.6500000000001,2015-04-25
3380,14.6,2.5,955.0,2015-04-26
3387,12.4,5.6,960.5,2015-04-27
3390,11.2,4.4,967.6,2015-04-28
3393,13.2,2.5,966.75,2015-04-29
3397,14.5,2.8,965.7,2015-04-30
3403,15.699999999999998,2.5,962.3,2015-05-01
3407,15.699999999999998,1.4,960.55,2015-05-02
3410,15.699999999999998,1.7,958.4000000000001,2015-05-03
3414,15.699999999999998,7.2,953.9000000000001,2015-05-04
3416,15.699999999999998,4.2,957.65,2015-05-05
3422,15.699999999999998,2.5,966.15,2015-05-06
3427,15.699999999999998,2.5,964.05,2015-05-07
3428,15.699999999999998,3.9,965.6500000000001,2015-05-08
3435,15.699999999999998,4.2,972.3,2015-05-09
3438,15.699999999999998,1.4,970.0,2015-05-10
3440,15.699999999999998,0.8,968.1,2015-05-11
3445,15.699999999999998,0.8,968.8499999999999,2015-05-12
3448,15.699999999999998,1.4,967.35,2015-05-13
3453,15.699999999999998,5.0,965.6,2015-05-14
3456,15.699999999999998,5.6,971.1500000000001,2015-05-15
3462,15.699999999999998,6.4,976.2,2015-05-16
3465,15.699999999999998,7.5,971.95,2015-05-17
3468,15.699999999999998,3.3,963.75,2015-05-18
3475,15.699999999999998,7.5,964.95,2015-05-19
3477,15.699999999999998,4.7,970.1500000000001,2015-05-20
3483,15.699999999999998,6.7,974.8,2015-05-21
3485,15.699999999999998,8.6,973.25,2015-05-22
3488,15.699999999999998,7.8,969.4000000000001,2015-05-23
3495,15.699999999999998,6.1,967.0,2015-05-24
3497,15.699999999999998,6.7,968.65,2015-05-25
3501,15.699999999999998,6.9,969.95,2015-05-26
3504,15.699999999999998,6.7,968.8,2015-05-27
3508,15.699999999999998,3.3,966.0,2015-05-28
3513,14.6,5.0,964.7,2015-05-29
3516,14.2,4.2,965.85,2015-05-30
3521,18.3,2.8,965.9,2015-05-31
3526,21.6,3.3,965.0999999999999,2015-06-01
3529,22.0,3.1,967.0,2015-06-02
3534,23.6,1.7,968.9000000000001,2015-06-03
3537,23.4,2.8,967.45,2015-06-04
3541,23.2,3.9,967.85,2015-06-05
3546,21.2,5.0,970.7,2015-06-06
3548,22.7,2.2,969.55,2015-06-07
3553,22.0,5.0,967.0,2015-06-08
3558,18.6,6.7,965.0999999999999,2015-06-09
3562,14.8,1.4,962.5999999999999,2015-06-10
3565,16.4,2.8,960.1,2015-06-11
3569,17.8,1.9,958.55,2015-06-12
3574,18.6,0.6,958.9000000000001,2015-06-13
3578,17.0,2.5,961.5,2015-06-14
3583,15.8,6.4,966.3,2015-06-15
3584,15.3,6.4,971.25,2015-06-16
3589,16.4,7.5,971.95,2015-06-17
3595,17.0,8.6,970.95,2015-06-18
3596,17.2,5.8,969.5999999999999,2015-06-19
3603,18.8,6.9,968.85,2015-06-20
3604,19.6,3.6,967.0,2015-06-21
3611,22.8,2.5,962.8,2015-06-22
3612,19.2,6.7,964.55,2015-06-23
3617,18.6,3.9,967.4000000000001,2015-06-24
3622,21.0,2.2,968.9,2015-06-25
3624,24.0,3.9,968.5,2015-06-26
3629,23.1,4.4,968.8,2015-06-27
3634,23.0,5.3,968.65,2015-06-28
3638,25.8,1.9,967.0,2015-06-29
3640,28.2,2.5,962.45,2015-06-30
3647,28.4,5.6,961.25,2015-07-01
3648,24.8,4.7,966.0,2015-07-02
3652,26.0,5.8,966.3499999999999,2015-07-03
3659,27.6,5.0,967.45,2015-07-04
3661,24.2,4.2,967.7,2015-07-05
3666,26.6,1.7,965.6500000000001,2015-07-06
3670,25.5,5.8,966.35,2015-07-07
3674,18.0,7.2,968.75,2015-07-08
3678,19.6,7.8,967.75,2015-07-09
3681,24.2,4.4,965.85,2015-07-10
3685,21.0,8.1,970.25,2015-07-11
3691,20.9,6.4,969.7,2015-07-12
3694,21.9,6.4,969.0,2015-07-13
3697,23.4,5.6,967.9000000000001,2015-07-14
3701,24.9,2.8,964.6500000000001,2015-07-15
3707,27.5,2.8,963.3499999999999,2015-07-16
3711,26.4,1.1,964.9000000000001,2015-07-17
3714,26.8,3.6,964.1,2015-07-18
3718,24.5,2.5,964.6500000000001,2015-07-19
3722,26.0,3.1,963.9,2015-07-20
3727,25.4,5.3,964.8,2015-07-21
3728,22.5,4.7,967.35,2015-07-22
3735,24.0,3.9,964.7,2015-07-23
3736,24.0,4.4,962.2,2015-07-24
3740,17.7,7.5,967.15,2015-07-25
3744,20.6,3.3,963.7,2015-07-26
3748,20.6,7.2,964.6500000000001,2015-07-27
3752,22.0,4.4,963.3,2015-07-28
3757,21.0,4.4,963.45,2015-07-29
3761,14.8,4.2,963.35,2015-07-30
3765,16.2,1.9,960.5,2015-07-31
3769,17.5,3.9,964.45,2015-08-01
3773,21.8,1.9,963.5,2015-08-02
3776,25.2,4.2,963.2,2015-08-03
3780,20.6,6.4,965.4,2015-08-04
3785,25.6,3.9,962.15,2015-08-05
3788,25.0,1.4,962.05,2015-08-06
3792,21.2,6.4,965.7,2015-08-07
3797,15.6,5.3,970.05,2015-08-08
3803,16.7,3.9,970.15,2015-08-09
3806,20.0,4.4,965.6500000000001,2015-08-10
3810,23.8,2.8,961.0,2015-08-11
3812,26.3,1.9,963.15,2015-08-12
3816,21.7,3.1,963.8,2015-08-13
3821,18.4,5.8,965.3499999999999,2015-08-14
3826,17.1,4.7,964.35,2015-08-15
3830,18.0,2.5,962.1,2015-08-16
3835,19.6,5.6,962.65,2015-08-17
3838,18.2,5.6,965.1500000000001,2015-08-18
3843,18.3,2.8,967.55,2015-08-19
3847,21.0,1.7,968.85,2015-08-20
3850,23.8,1.9,966.45,2015-08-21
3854,24.0,3.9,960.25,2015-08-22
3858,21.8,2.8,956.0,2015-08-23
3862,17.4,3.9,960.45,2015-08-24
3866,19.0,1.4,966.8499999999999,2015-08-25
3869,24.1,5.8,962.9000000000001,2015-08-26
3872,26.6,3.3,961.55,2015-08-27
3878,26.2,1.7,964.55,2015-08-28
3880,27.8,4.4,964.9,2015-08-29
3885,27.4,2.8,963.85,2015-08-30
3888,23.5,0.8,963.05,2015-08-31
3894,17.7,5.3,966.7,2015-09-01
3898,17.2,3.1,965.15,2015-09-02
3902,16.2,5.6,964.4,2015-09-03
3904,15.2,5.3,966.3,2015-09-04
3909,15.2,5.3,968.95,2015-09-05
3913,15.0,3.9,970.05,2015-09-06
3916,15.2,4.7,969.3,2015-09-07
3921,16.8,1.1,966.0,2015-09-08
3925,18.6,0.6,962.9000000000001,2015-09-09
3928,18.6,4.4,963.3,2015-09-10
3934,21.1,2.8,961.35,2015-09-11
3939,21.0,3.9,959.95,2015-09-12
3942,17.3,1.1,957.05,2015-09-13
3945,16.1,3.1,960.25,2015-09-14
3950,15.4,5.0,955.2,2015-09-15
3952,21.2,10.8,948.3499999999999,2015-09-16
3958,14.2,4.2,959.05,2015-09-17
3963,13.7,2.2,969.3,2015-09-18
3965,14.4,3.3,972.3,2015-09-19
3968,15.2,3.1,970.25,2015-09-20
3972,15.6,4.4,965.85,2015-09-21
3979,15.7,3.1,963.6500000000001,2015-09-22
3981,12.4,2.5,966.2,2015-09-23
3987,15.6,4.7,968.0,2015-09-24
3989,16.4,3.6,967.25,2015-09-25
3993,16.6,3.1,966.2,2015-09-26
3999,14.7,4.2,969.0999999999999,2015-09-27
4003,15.8,2.2,969.9,2015-09-28
4005,15.4,1.4,965.8,2015-09-29
4010,17.8,1.9,966.4,2015-09-30
4014,16.2,2.8,967.8,2015-10-01
4017,12.0,1.7,964.55,2015-10-02
4020,13.0,0.3,964.1500000000001,2015-10-03
4025,12.4,3.6,964.25,2015-10-04
4030,22.0,7.8,959.35,2015-10-05
4035,17.6,3.1,961.05,2015-10-06
4036,13.5,4.2,967.2,2015-10-07
4040,13.4,4.4,965.95,2015-10-08
4045,13.3,1.7,962.55,2015-10-09
4048,13.8,0.3,958.0,2015-10-10
4055,15.2,1.1,955.7,2015-10-11
4059,16.5,1.4,959.9,2015-10-12
4062,12.2,4.4,964.0,2015-10-13
4066,8.7,6.7,964.5999999999999,2015-10-14
4070,8.5,4.2,964.15,2015-10-15
4073,8.9,1.1,964.25,2015-10-16
4077,11.2,1.9,961.45,2015-10-17
4082,16.0,0.3,960.5,2015-10-18
4087,15.8,0.3,960.8,2015-10-19
4091,12.3,6.7,966.25,2015-10-20
4095,10.5,7.5,968.95,2015-10-21
4097,11.2,5.6,969.9,2015-10-22
4101,14.6,0.3,967.75,2015-10-23
4104,15.5,1.1,967.05,2015-10-24
4108,16.6,1.7,967.4000000000001,2015-10-25
4114,15.3,5.0,961.55,2015-10-26
4119,13.9,5.8,958.1,2015-10-27
4122,12.8,1.7,961.7,2015-10-28
4125,15.0,0.6,965.45,2015-10-29
4129,15.0,2.5,966.0,2015-10-30
4133,15.4,2.8,968.45,2015-10-31
4139,13.6,3.6,971.0,2015-11-01
4142,14.6,4.4,964.45,2015-11-02
4146,13.5,6.9,964.7,2015-11-03
4149,13.4,1.7,967.8499999999999,2015-11-04
4154,13.4,1.1,969.95,2015-11-05
4157,15.2,1.7,972.7,2015-11-06
4163,15.0,0.3,974.55,2015-11-07
4167,16.2,1.7,976.0,2015-11-08
4168,15.1,0.6,979.05,2015-11-09
4175,10.6,0.6,976.8,2015-11-10
4177,10.0,1.1,973.8,2015-11-11
4180,10.2,0.8,973.75,2015-11-12
4185,11.0,2.8,977.7,2015-11-13
4189,12.8,0.8,978.1500000000001,2015-11-14
4192,8.8,1.1,973.6500000000001,2015-11-15
4198,8.6,0.3,970.7,2015-11-16
4201,8.3,0.0,973.15,2015-11-17
4204,12.8,0.0,974.45,2015-11-18
4208,13.8,1.1,976.8,2015-11-19
4215,9.4,0.6,970.2,2015-11-20
4219,8.0,6.4,960.9000000000001,2015-11-21
4222,2.8,1.9,962.8499999999999,2015-11-22
4226,2.6,3.6,968.7,2015-11-23
4228,3.6,0.6,972.0,2015-11-24
4232,9.2,6.4,967.65,2015-11-25
4237,10.4,7.8,967.15,2015-11-26
4242,8.8,5.0,966.0,2015-11-27
4247,6.2,4.4,971.7,2015-11-28
4251,7.2,1.7,979.05,2015-11-29
4255,5.6,0.3,981.2,2015-11-30
4257,4.2,0.0,978.5,2015-12-01
4262,4.7,0.3,976.6,2015-12-02
4267,5.6,1.1,977.0,2015-12-03
4270,7.7,0.6,980.45,2015-12-04
4275,8.5,0.8,977.9000000000001,2015-12-05
4277,7.0,0.6,976.9000000000001,2015-12-06
4280,10.6,1.7,975.65,2015-12-07
4287,9.0,0.3,979.8499999999999,2015-12-08
4288,9.2,2.5,982.95,2015-12-09
4292,6.0,0.0,980.45,2015-12-10
4297,6.4,1.4,979.6,2015-12-11
4303,5.6,0.8,974.45,2015-12-12
4306,5.4,2.5,969.0999999999999,2015-12-13
4311,5.3,1.1,968.75,2015-12-14
4312,7.2,0.8,973.65,2015-12-15
4317,8.2,1.7,977.95,2015-12-16
4323,7.2,1.1,975.1500000000001,2015-12-17
4324,9.0,0.3,974.5,2015-12-18
4330,8.4,0.6,970.8,2015-12-19
4334,9.4,0.6,971.5999999999999,2015-12-20
4337,7.8,1.9,978.0999999999999,2015-12-21
4343,4.0,0.6,979.1,2015-12-22
4347,3.9,0.8,977.35,2015-12-23
4350,6.8,1.9,975.95,2015-12-24
4353,6.8,0.6,978.7,2015-12-25
4357,5.2,0.6,978.7,2015-12-26
4362,4.6,1.1,972.25,2015-12-27
4364,10.8,8.1,971.3,2015-12-28
4369,9.2,2.5,973.75,2015-12-29
4372,6.8,2.5,972.1,2015-12-30
4379,6.8,0.8,971.05,2015-12-31
4382,7.0,4.4,966.65,2016-01-01
4386,6.2,1.1,965.8,2016-01-02
4390,4.1,0.8,959.45,2016-01-03
4392,7.6,1.1,950.95,2016-01-04
4396,4.8,2.2,952.8499999999999,2016-01-05
4402,5.2,4.4,956.9000000000001,2016-01-06
4405,11.4,3.3,955.35,2016-01-07
4408,12.9,5.8,953.8,2016-01-08
4415,11.1,2.5,953.1500000000001,2016-01-09
4418,11.7,4.2,949.0999999999999,2016-01-10
4423,9.8,5.8,953.05,2016-01-11
4427,5.9,1.1,966.8,2016-01-12
4429,2.9,0.8,969.3499999999999,2016-01-13
4433,7.0,3.3,965.2,2016-01-14
4438,2.9,5.3,971.7,2016-01-15
4442,2.3,4.4,976.55,2016-01-16
4444,3.8,0.6,971.55,2016-01-17
4451,6.1,3.9,963.4000000000001,2016-01-18
4455,5.6,0.8,963.9000000000001,2016-01-19
4458,5.2,1.7,964.35,2016-01-20
4462,3.8,0.6,968.6,2016-01-21
4466,5.4,0.6,975.3499999999999,2016-01-22
4470,9.4,0.6,979.85,2016-01-23
4474,8.8,0.8,978.7,2016-01-24
4477,5.8,0.0,977.55,2016-01-25
4482,8.4,1.1,977.95,2016-01-26
4487,9.2,4.2,975.5999999999999,2016-01-27
4488,8.0,2.8,975.8,2016-01-28
4492,6.6,3.3,979.95,2016-01-29
4497,4.8,1.7,978.55,2016-01-30
4500,7.5,0.6,978.15,2016-01-31
4504,9.6,4.7,979.05,2016-02-01
4509,8.8,3.6,975.8499999999999,2016-02-02
4514,6.6,6.1,979.05,2016-02-03
4519,4.9,3.1,981.85,2016-02-04
4523,6.4,0.6,974.7,2016-02-05
4525,5.7,5.6,961.9,2016-02-06
4528,6.3,3.6,961.3,2016-02-07
4534,10.2,3.1,967.65,2016-02-08
4536,10.0,5.3,959.95,2016-02-09
4543,6.2,1.9,957.9000000000001,2016-02-10
4546,7.3,1.4,958.3,2016-02-11
4548,9.9,5.0,953.75,2016-02-12
4552,12.8,3.9,947.9000000000001,2016-02-13
4556,5.7,4.2,948.75,2016-02-14
4561,3.0,7.8,963.1500000000001,2016-02-15
4567,1.8,8.3,974.4000000000001,2016-02-16
4570,1.4,1.7,967.6500000000001,2016-02-17
4574,3.4,3.3,966.75,2016-02-18
4579,3.8,1.4,973.45,2016-02-19
4583,5.4,0.6,977.25,2016-02-20
4584,8.5,1.4,973.35,2016-02-21
4588,7.5,2.2,967.8,2016-02-22
4593,9.2,2.5,970.8,2016-02-23
4597,8.0,1.9,964.35,2016-02-24
4600,8.2,2.8,962.5,2016-02-25
4604,8.0,4.7,951.75,2016-02-26
4611,2.7,3.6,941.6,2016-02-27
4612,5.2,6.9,951.95,2016-02-28
4619,4.9,7.8,966.5999999999999,2016-02-29
4621,6.9,3.1,973.75,2016-03-01
4624,7.6,3.3,969.6,2016-03-02
4628,7.2,4.4,964.8,2016-03-03
4633,9.4,5.3,953.8,2016-03-04
4639,4.7,4.2,953.9,2016-03-05
4642,4.4,3.6,957.95,2016-03-06
4646,5.0,4.7,957.05,2016-03-07
4651,4.4,4.4,965.1,2016-03-08
4653,5.2,6.1,961.75,2016-03-09
4656,4.1,2.5,962.8499999999999,2016-03-10
4661,5.9,6.7,969.1,2016-03-11
4665,6.0,7.8,970.4000000000001,2016-03-12
4670,6.5,6.9,968.15,2016-03-13
4672,1.5,0.6,966.2,2016-03-14
4679,6.0,0.8,967.1500000000001,2016-03-15
4683,3.9,3.9,965.1,2016-03-16
4686,6.0,1.9,966.05,2016-03-17
4691,5.8,0.6,964.1,2016-03-18
4693,8.2,5.0,960.45,2016-03-19
4698,7.7,0.6,960.8,2016-03-20
4700,6.9,3.9,960.3,2016-03-21
4707,8.0,7.5,957.4000000000001,2016-03-22
4709,7.4,7.8,959.4,2016-03-23
4715,8.2,6.1,965.6,2016-03-24
4719,6.8,3.1,968.9,2016-03-25
4723,13.6,3.6,964.7,2016-03-26
4725,10.2,1.7,963.8,2016-03-27
4729,12.6,2.8,962.0,2016-03-28
4732,13.0,1.9,962.1,2016-03-29
4739,14.2,5.6,957.4000000000001,2016-03-30
4742,8.2,5.8,959.25,2016-03-31
4746,5.7,6.9,964.15,2016-04-01
4751,8.0,3.6,958.8,2016-04-02
4754,12.7,6.9,955.8499999999999,2016-04-03
4759,8.3,5.0,953.45,2016-04-04
4760,9.7,7.2,958.9000000000001,2016-04-05
4766,10.4,7.5,965.35,2016-04-06
4770,7.3,6.1,965.5,2016-04-07
4775,6.1,6.9,964.05,2016-04-08
4778,9.0,2.2,958.8,2016-04-09
4782,11.2,10.8,951.25,2016-04-10
4784,10.8,5.6,954.65,2016-04-11
4788,13.2,2.8,956.5,2016-04-12
4793,10.8,3.6,958.8499999999999,2016-04-13
4799,14.0,5.3,958.6500000000001,2016-04-14
4800,16.4,4.7,956.6500000000001,2016-04-15
4806,14.4,6.7,955.2,2016-04-16
4811,12.0,3.6,962.5,2016-04-17
4812,10.4,2.8,966.95,2016-04-18
4819,11.5,1.7,964.5,2016-04-19
4821,12.5,3.6,963.55,2016-04-20
4825,13.0,2.2,966.45,2016-04-21
4831,11.2,1.7,966.55,2016-04-22
4834,10.8,4.4,964.1500000000001,2016-04-23
4837,8.8,6.7,966.7,2016-04-24
4842,8.6,5.8,965.8,2016-04-25
4847,9.0,4.2,963.2,2016-04-26
4851,10.5,5.0,960.15,2016-04-27
4852,9.8,6.4,963.85,2016-04-28
4857,10.8,0.8,964.3499999999999,2016-04-29
4861,8.4,7.5,969.8,2016-04-30
4865,8.2,8.3,974.95,2016-05-01
4868,10.4,8.1,972.2,2016-05-02
4872,11.8,6.9,971.05,2016-05-03
4878,14.4,0.8,966.0,2016-05-04
4881,16.4,3.1,960.25,2016-05-05
4886,16.9,8.1,957.6,2016-05-06
4890,15.4,8.9,953.65,2016-05-07
4895,15.0,8.9,949.5,2016-05-08
4897,15.1,4.4,952.45,2016-05-09
4901,14.4,4.4,953.9000000000001,2016-05-10
4906,14.2,1.9,951.85,2016-05-11
4910,11.2,1.1,954.0999999999999,2016-05-12
4914,10.3,2.8,959.1,2016-05-13
4919,13.7,6.1,965.0,2016-05-14
4923,13.0,5.8,969.7,2016-05-15
4924,13.3,4.7,970.45,2016-05-16
4928,15.2,3.1,966.65,2016-05-17
4933,14.8,3.1,964.3499999999999,2016-05-18
4937,13.7,4.2,968.5999999999999,2016-05-19
4943,17.9,2.2,968.25,2016-05-20
4945,19.0,5.0,961.65,2016-05-21
4950,12.6,4.7,964.65,2016-05-22
4954,12.0,3.6,969.5999999999999,2016-05-23
4958,15.8,1.9,961.0,2016-05-24
4960,19.6,2.8,958.25,2016-05-25
4966,19.6,2.8,959.2,2016-05-26
4970,19.7,2.8,960.05,2016-05-27
4974,18.2,2.5,958.95,2016-05-28
4977,14.6,2.8,962.75,2016-05-29
4983,15.2,4.2,965.85,2016-05-30
4984,14.6,5.0,969.0999999999999,2016-05-31
4990,15.2,5.8,968.5,2016-06-01
4994,17.2,3.1,964.0,2016-06-02
4998,18.5,1.7,959.05,2016-06-03
5002,19.0,5.0,962.5,2016-06-04
5007,19.2,2.2,963.85,2016-06-05
5009,20.6,3.3,966.55,2016-06-06
5013,20.8,2.2,969.55,2016-06-07
5018,22.2,3.3,967.8,2016-06-08
5020,21.8,3.6,963.3,2016-06-09
5027,17.4,5.8,961.9000000000001,2016-06-10
5030,16.4,4.7,964.65,2016-06-11
5035,17.0,3.1,964.9000000000001,2016-06-12
5038,19.8,5.8,962.6,2016-06-13
5040,17.8,1.9,957.55,2016-06-14
5045,16.0,2.2,952.3,2016-06-15
5050,13.5,1.4,956.9000000000001,2016-06-16
5053,14.3,1.1,964.9,2016-06-17
5057,12.8,5.6,972.65,2016-06-18
5061,14.0,6.1,975.15,2016-06-19
5064,18.8,5.0,971.8499999999999,2016-06-20
5069,22.8,1.7,968.25,2016-06-21
5072,26.1,4.2,965.6500000000001,2016-06-22
5076,25.6,4.7,966.45,2016-06-23
5082,21.5,5.6,967.45,2016-06-24
5084,15.4,7.5,968.3,2016-06-25
5089,16.3,6.9,970.2,2016-06-26
5095,18.4,6.4,970.45,2016-06-27
5098,20.8,3.6,966.7,2016-06-28
5101,20.8,5.6,964.6,2016-06-29
5107,20.8,3.9,965.3,2016-06-30
5111,21.8,5.6,966.95,2016-07-01
5114,19.0,6.4,970.4,2016-07-02
5116,19.6,5.8,970.1,2016-07-03
5121,23.8,1.4,966.6500000000001,2016-07-04
5125,20.8,6.4,968.3499999999999,2016-07-05
5128,24.2,2.5,967.45,2016-07-06
5135,25.3,0.8,967.95,2016-07-07
5139,24.8,5.8,969.5999999999999,2016-07-08
5143,24.9,2.8,967.95,2016-07-09
5144,26.3,3.6,963.5,2016-07-10
5148,21.98571428571429,4.478571428571429,967.8875,2016-07-11
5152,17.2,7.5,967.3499999999999,2016-07-12
5159,15.9,3.9,971.55,2016-07-13
5162,15.5,6.1,973.05,2016-07-14
5165,17.6,3.9,971.95,2016-07-15
5169,20.1,2.8,968.5,2016-07-16
5172,23.8,0.6,966.05,2016-07-17
5176,26.6,1.9,965.9000000000001,2016-07-18
5181,27.8,2.8,964.3,2016-07-19
5187,25.8,1.4,965.05,2016-07-20
5189,22.3,5.0,965.3499999999999,2016-07-21
5195,21.98571428571429,4.478571428571429,967.8875,2016-07-22
5199,19.4,6.7,969.85,2016-07-23
5201,20.6,6.9,969.15,2016-07-24
5206,20.3,5.3,968.8,2016-07-25
5210,23.0,6.4,968.7,2016-07-26
5212,20.4,7.2,969.2,2016-07-27
5216,22.2,5.6,967.8,2016-07-28
5223,21.98571428571429,4.478571428571429,967.8875,2016-07-29
5225,26.2,4.7,962.2,2016-07-30
5230,20.4,5.6,967.2,2016-07-31
5233,19.5,6.1,969.5,2016-08-01
5237,21.4,3.9,968.5,2016-08-02
5240,24.4,3.6,964.8499999999999,2016-08-03
5245,23.4,5.0,965.6500000000001,2016-08-04
5249,20.4,7.2,971.2,2016-08-05
5254,20.9,8.6,974.0,2016-08-06
5256,23.5,6.1,973.05,2016-08-07
5260,22.8,6.9,972.0999999999999,2016-08-08
5264,19.3,6.1,970.45,2016-08-09
5270,17.5,8.1,971.3499999999999,2016-08-10
5274,17.6,7.8,972.6500000000001,2016-08-11
5278,21.1,1.7,971.6,2016-08-12
5282,23.6,0.3,969.0,2016-08-13
5284,25.6,1.9,967.25,2016-08-14
5291,27.0,3.6,964.7,2016-08-15
5294,25.8,1.9,962.55,2016-08-16
5299,26.0,2.5,961.85,2016-08-17
5303,21.0,4.7,962.1,2016-08-18
5304,22.7,3.9,961.05,2016-08-19
5310,18.5,6.7,967.25,2016-08-20
5314,18.5,6.9,972.3,2016-08-21
5316,22.7,0.8,970.45,2016-08-22
5320,26.0,0.6,968.5,2016-08-23
5326,26.5,4.496666666666667,968.1133333333332,2016-08-24
5329,26.3,3.9,963.6500000000001,2016-08-25
5333,26.2,1.9,964.45,2016-08-26
5338,27.0,1.9,965.6,2016-08-27
5343,23.7,5.6,969.3499999999999,2016-08-28
5347,20.9,7.8,970.95,2016-08-29
5351,21.7,5.3,968.0,2016-08-30
5355,21.2,3.6,969.5,2016-08-31
5358,23.4,2.5,970.05,2016-09-01
5360,25.8,2.2,968.2,2016-09-02
5365,25.6,1.4,967.1500000000001,2016-09-03
5369,26.5,1.9,967.9,2016-09-04
5372,23.3,4.4,970.9,2016-09-05
5378,25.3,3.3,967.35,2016-09-06
5380,25.2,3.1925925925925926,967.8403846153847,2016-09-07
5385,21.2,5.8,965.95,2016-09-08
5388,21.6,3.1925925925925926,967.8403846153847,2016-09-09
5395,20.8,2.8,965.2,2016-09-10
5397,23.5,1.4,964.05,2016-09-11
5403,26.1,3.9,961.1,2016-09-12
5404,20.16071428571429,4.7,967.8403846153847,2016-09-13
5410,20.16071428571429,3.1925925925925926,967.8403846153847,2016-09-14
5414,14.8,3.6,960.9,2016-09-15
5417,16.6,3.6,965.8499999999999,2016-09-16
5421,13.9,5.0,970.85,2016-09-17
5424,14.7,4.4,969.7,2016-09-18
5428,15.5,5.6,968.15,2016-09-19
5433,16.8,5.3,964.85,2016-09-20
5439,17.2,1.7,964.55,2016-09-21
5441,18.4,2.8,967.75,2016-09-22
5447,20.6,1.9,971.05,2016-09-23
5449,19.2,2.8,968.25,2016-09-24
5455,17.4,3.9,968.9000000000001,2016-09-25
5456,18.3,0.8,969.35,2016-09-26
5462,15.2,3.1,973.8,2016-09-27
5466,19.2,3.3,976.15,2016-09-28
5469,19.2,1.9,971.6500000000001,2016-09-29
5474,19.2,2.2,964.25,2016-09-30
5478,16.8,4.4,962.4,2016-10-01
5483,17.2,2.2,965.2,2016-10-02
5486,19.4,1.1,967.5,2016-10-03
5488,20.3,2.2,968.35,2016-10-04
5493,16.6,2.8,966.7,2016-10-05
5497,14.8,3.6,961.75,2016-10-06
5503,14.4,1.9,964.25,2016-10-07
5505,13.2,4.2,967.95,2016-10-08
5511,13.4,4.7,968.45,2016-10-09
5515,12.5,5.3,966.9000000000001,2016-10-10
5516,10.3,1.4,961.3,2016-10-11
5520,13.4,2.8,954.05,2016-10-12
5524,14.0,0.3,949.55,2016-10-13
5530,11.0,3.6,954.35,2016-10-14
5534,11.8,3.9,961.3,2016-10-15
5536,15.8,2.2,965.85,2016-10-16
5542,16.1,1.1,970.4,2016-10-17
5545,14.8,3.3,973.1,2016-10-18
5551,12.0,2.8,970.0999999999999,2016-10-19
5553,9.7,3.9,965.55,2016-10-20
5556,14.265517241379314,0.8,965.7758620689655,2016-10-21
5563,14.265517241379314,2.796666666666667,965.7758620689655,2016-10-22
5567,17.8,8.1,953.55,2016-10-23
5571,14.7,2.8,960.25,2016-10-24
5575,12.3,2.5,967.0,2016-10-25
5579,17.4,3.9,972.9,2016-10-26
5583,14.5,4.2,975.7,2016-10-27
5586,13.1,0.6,977.85,2016-10-28
5591,13.6,0.6,975.05,2016-10-29
5594,12.8,0.8,969.75,2016-10-30
5596,10.0,1.9,970.45,2016-10-31
5603,12.2,0.6,970.5,2016-11-01
5607,12.5,1.1,968.0,2016-11-02
5611,12.4,0.3,964.9,2016-11-03
5615,8.6,0.8,962.2,2016-11-04
5617,10.0,3.9,956.25,2016-11-05
