fecha,tmed,velmedia,presmed
2013-07-07,21.8,4.2,970.15
2013-07-14,25.271428571428572,2.885714285714286,964.7142857142856
2013-07-21,24.614285714285717,2.855952380952381,965.8544642857144
2013-07-28,25.842857142857145,2.842857142857143,961.7714285714286
2013-08-04,25.314285714285717,3.642857142857143,966.4214285714286
2013-08-11,21.157142857142855,4.371428571428571,966.8357142857143
2013-08-18,22.957142857142856,3.842857142857143,966.6499999999999
2013-08-25,21.900000000000002,4.328571428571428,966.3928571428571
2013-09-01,19.67142857142857,5.1571428571428575,967.9142857142857
2013-09-08,20.657142857142855,2.6285714285714286,966.5500000000001
2013-09-15,16.8,4.571428571428571,969.5214285714286
2013-09-22,17.74285714285714,3.8857142857142857,967.2571428571428
2013-09-29,22.342857142857145,2.9428571428571426,959.657142857143
2013-10-06,19.5,3.2571428571428576,962.6571428571427
2013-10-13,12.528571428571428,3.3142857142857145,967.6928571428572
2013-10-20,18.41428571428571,2.6142857142857143,964.8571428571429
2013-10-27,17.17142857142857,5.2714285714285705,961.9357142857143
2013-11-03,12.185714285714287,2.6857142857142864,967.5357142857143
2013-11-10,13.457142857142857,3.1000000000000005,965.3999999999999
2013-11-17,9.442857142857145,5.128571428571428,970.4642857142859
2013-11-24,5.357142857142857,5.885714285714286,960.0428571428572
2013-12-01,3.728571428571428,6.287684729064039,973.2714285714286
2013-12-08,5.171428571428571,2.9,973.9
2013-12-15,4.028571428571429,1.0714285714285714,977.6142857142858
2013-12-22,5.357142857142857,2.4285714285714293,972.7142857142857
2013-12-29,6.485714285714286,4.371428571428572,959.0642857142858
2014-01-05,7.514285714285715,2.3000000000000003,962.8142857142858
2014-01-12,8.071428571428571,0.9999999999999999,966.1928571428572
2014-01-19,6.857142857142857,3.0,954.3571428571429
2014-01-26,7.885714285714286,3.1,965.8214285714286
2014-02-02,5.257142857142858,1.957142857142857,955.2857142857144
2014-02-09,6.8428571428571425,6.085714285714286,953.7
2014-02-16,7.071428571428571,4.342857142857143,958.4357142857142
2014-02-23,6.571428571428571,2.757142857142857,964.8285714285714
2014-03-02,6.542857142857143,2.6142857142857148,962.35
2014-03-09,9.1,3.914285714285714,965.0428571428571
2014-03-16,10.4,3.5428571428571423,972.4857142857144
2014-03-23,10.742857142857144,3.3,966.4642857142857
2014-03-30,7.557142857142858,4.0,959.2928571428571
2014-04-06,13.9,4.042857142857144,957.9918719211821
2014-04-13,14.671428571428573,3.728571428571428,966.9285714285714
2014-04-20,14.414285714285715,2.9714285714285715,961.1642857142858
2014-04-27,11.714285714285714,2.8857142857142857,962.4142857142858
2014-05-04,12.885714285714286,5.257142857142858,965.5857142857143
2014-05-11,15.200000000000001,3.9285714285714284,966.35
2014-05-18,12.914285714285715,5.171428571428571,967.9857142857143
2014-05-25,14.3,4.914285714285714,957.6785714285714
2014-06-01,13.92857142857143,4.414285714285715,967.1928571428572
2014-06-08,17.885714285714286,4.257142857142856,962.7285714285712
2014-06-15,21.042857142857144,5.1000000000000005,966.9857142857143
2014-06-22,20.285714285714285,3.5428571428571436,963.8857142857142
2014-06-29,19.485714285714288,4.4714285714285715,964.0857142857143
2014-07-06,20.071428571428573,2.628571428571429,963.5642857142857
2014-07-13,16.642857142857142,4.799999999999999,967.95
2014-07-20,23.1,3.642857142857143,963.9642857142857
2014-07-27,21.228571428571428,4.528571428571429,964.6357142857142
2014-08-03,20.628571428571426,3.714285714285714,962.4714285714286
2014-08-10,23.057142857142857,3.5714285714285716,963.5642857142857
2014-08-17,18.071428571428573,4.442857142857142,966.5714285714284
2014-08-24,17.94285714285714,3.5714285714285716,965.157142857143
2014-08-31,22.7,3.857142857142857,964.8714285714286
2014-09-07,22.77142857142857,2.971428571428571,961.8571428571428
2014-09-14,22.314285714285713,2.3,962.9928571428571
2014-09-21,21.785714285714285,4.0,959.9571428571427
2014-09-28,15.942857142857141,2.6714285714285713,967.5285714285716
2014-10-05,17.32857142857143,1.8714285714285717,969.8714285714285
2014-10-12,17.860317460317464,3.2142857142857144,960.4364532019703
2014-10-19,19.558730158730157,3.042857142857143,961.9
2014-10-26,17.142857142857142,2.3857142857142857,970.8357142857142
2014-11-02,15.473015873015877,0.9142857142857143,968.0785714285713
2014-11-09,10.057142857142855,2.3714285714285714,956.9142857142857
2014-11-16,10.828571428571427,3.400000000000001,954.6214285714286
2014-11-23,11.928571428571429,1.5142857142857142,962.5357142857143
2014-11-30,13.142857142857142,3.5714285714285716,953.3214285714287
2014-12-07,6.228571428571429,4.5,963.7571428571429
2014-12-14,7.185714285714285,2.6428571428571432,970.1142857142858
2014-12-21,9.314285714285715,4.171428571428572,973.7357142857143
2014-12-28,5.128571428571428,2.3857142857142857,974.4
2015-01-04,5.057142857142858,3.628571428571429,980.9285714285714
2015-01-11,5.728571428571428,1.8285714285714285,980.0357142857143
2015-01-18,5.8428571428571425,2.685714285714286,966.6071428571429
2015-01-25,3.7857142857142856,4.2142857142857135,964.95
2015-02-01,5.757142857142858,3.2428571428571433,960.1428571428571
2015-02-08,1.5857142857142859,5.5857142857142845,959.1071428571429
2015-02-15,5.642857142857143,1.5,966.2142857142857
2015-02-22,5.6000000000000005,3.857142857142857,968.8000000000001
2015-03-01,8.028571428571428,3.2142857142857144,968.0571428571429
2015-03-08,10.92857142857143,4.014285714285714,974.9142857142857
2015-03-15,9.728571428571428,3.414285714285714,970.1428571428571
2015-03-22,8.414285714285715,3.2142857142857144,963.9785714285714
2015-03-29,9.274285714285714,4.971428571428571,965.7214285714286
2015-04-05,11.014285714285716,5.685714285714286,971.1357142857142
