,indicativo,fecha,tmed,dir,velmedia,presMax,presMin
49,9263D,2013-02-19,8.8,11.0,4.7,960.8,958.9
49,0076,2013-02-19,11.0,99.0,3.3,1016.6,1013.7
49,9898,2013-02-19,9.6,10.0,2.8,950.9,949.1
49,9434,2013-02-19,10.1,11.0,5.0,984.0,982.4
50,9898,2013-02-20,9.2,99.0,3.1,949.8,945.8
50,9434,2013-02-20,11.4,99.0,3.1,983.4,980.8
50,9263D,2013-02-20,10.1,99.0,1.7,961.2,958.1
50,0076,2013-02-20,10.0,34.0,5.6,1014.2,1010.3
51,9898,2013-02-21,9.7,28.0,7.5,946.7,939.8
51,9263D,2013-02-21,9.4,31.0,1.1,958.8,951.4
51,0076,2013-02-21,10.5,1.0,4.2,1011.3,1003.2
51,9434,2013-02-21,12.5,30.0,3.9,981.1,974.3
52,9434,2013-02-22,8.0,29.0,5.3,974.3,970.8
52,9898,2013-02-22,7.4,30.0,7.2,939.8,934.6
52,0076,2013-02-22,8.6,99.0,6.7,1003.2,999.1
52,9263D,2013-02-22,4.7,99.0,5.0,951.5,948.6
53,9263D,2013-02-23,-1.2,2.0,6.4,964.1,950.2
53,0076,2013-02-23,5.0,99.0,3.6,1010.5,997.4
53,9434,2013-02-23,2.4,30.0,13.9,986.7,970.9
53,9898,2013-02-23,0.6,32.0,12.2,947.6,933.9
54,9263D,2013-02-24,1.2,33.0,6.4,966.9,962.9
54,0076,2013-02-24,7.0,3.0,6.1,1014.6,1009.2
54,9898,2013-02-24,2.6,31.0,11.9,951.3,946.4
54,9434,2013-02-24,4.0,30.0,7.8,989.0,985.4
55,9434,2013-02-25,5.0,99.0,9.2,989.7,987.9
55,0076,2013-02-25,5.8,35.0,2.8,1019.0,1014.5
55,9898,2013-02-25,3.0,30.0,10.8,953.0,949.1
55,9263D,2013-02-25,0.8,34.0,3.9,967.5,965.7
56,0076,2013-02-26,6.0,11.0,4.7,1021.7,1018.9
56,9898,2013-02-26,2.6,32.0,2.2,956.3,952.7
56,9434,2013-02-26,4.4,29.0,4.2,990.6,988.2
56,9263D,2013-02-26,1.9,99.0,0.6,967.5,965.7
57,0076,2013-02-27,7.0,7.0,5.0,1022.5,1019.2
57,9434,2013-02-27,5.3,11.0,1.1,992.0,987.8
57,9898,2013-02-27,4.6,9.0,3.1,956.5,954.2
57,9263D,2013-02-27,3.4,99.0,2.5,969.2,965.3
58,9434,2013-02-28,6.6,11.0,2.2,989.1,983.5
58,9898,2013-02-28,6.5,10.0,3.1,954.3,948.6
58,0076,2013-02-28,9.4,7.0,11.9,1019.8,1011.7
58,9263D,2013-02-28,4.1,32.0,3.3,966.9,961.6
59,9898,2013-03-01,8.2,31.0,3.9,951.0,946.5
59,9434,2013-03-01,8.7,99.0,8.1,986.9,982.3
59,0076,2013-03-01,9.8,7.0,10.3,1014.3,1008.6
59,9263D,2013-03-01,7.6,35.0,6.9,965.7,960.9
60,9263D,2013-03-02,8.0,99.0,2.2,965.9,962.7
60,9434,2013-03-02,7.6,28.0,2.5,988.8,986.1
60,9898,2013-03-02,6.8,29.0,2.2,954.5,951.0
60,0076,2013-03-02,10.8,35.0,4.7,1018.9,1014.3
61,0076,2013-03-03,9.8,99.0,4.4,1018.5,1014.5
61,9434,2013-03-03,8.3,12.0,2.5,987.8,982.9
61,9898,2013-03-03,9.6,13.0,3.6,954.4,949.4
61,9263D,2013-03-03,8.0,12.0,3.3,964.4,958.4
62,0076,2013-03-04,9.8,5.0,7.5,1015.1,1006.6
62,9434,2013-03-04,8.5,11.0,6.4,982.9,972.1
62,9263D,2013-03-04,10.7,13.0,6.9,958.8,948.4
62,9898,2013-03-04,8.2,9.0,7.5,949.5,940.0
63,9263D,2013-03-05,10.9,16.0,6.4,948.4,944.2
63,9434,2013-03-05,12.4,11.0,5.6,972.1,967.3
63,0076,2013-03-05,13.4,6.0,10.3,1006.6,993.8
63,9898,2013-03-05,9.2,7.0,4.7,940.0,934.2
64,0076,2013-03-06,13.5,6.0,3.9,999.3,990.0
64,9263D,2013-03-06,14.2,24.0,1.9,947.2,942.1
64,9434,2013-03-06,15.2,99.0,2.8,970.4,965.3
64,9898,2013-03-06,12.6,24.0,3.9,938.3,931.0
65,9898,2013-03-07,13.0,29.0,3.3,942.7,935.9
65,0076,2013-03-07,14.8,26.0,5.3,1004.2,998.6
65,9434,2013-03-07,15.6,24.0,3.3,973.3,967.3
65,9263D,2013-03-07,13.0,99.0,6.9,949.4,941.8
66,9263D,2013-03-08,11.8,25.0,3.1,953.8,948.8
66,9898,2013-03-08,11.0,30.0,3.9,942.7,936.4
66,0076,2013-03-08,16.8,99.0,7.5,1005.8,999.0
66,9434,2013-03-08,14.7,25.0,3.3,976.8,971.5
67,9263D,2013-03-09,10.0,23.0,3.1,953.3,950.8
67,9898,2013-03-09,10.8,29.0,2.2,942.7,941.2
67,9434,2013-03-09,12.3,28.0,3.6,976.2,974.6
67,0076,2013-03-09,15.3,22.0,5.8,1005.6,1002.8
68,9434,2013-03-10,12.8,23.0,5.0,975.0,972.5
68,9263D,2013-03-10,11.2,99.0,3.1,951.2,949.1
68,9898,2013-03-10,10.0,31.0,3.1,943.8,938.7
68,0076,2013-03-10,15.4,23.0,6.4,1003.2,1000.4
69,9434,2013-03-11,12.8,25.0,6.7,974.5,971.5
69,9263D,2013-03-11,10.4,26.0,5.6,950.9,947.3
69,0076,2013-03-11,15.4,99.0,5.6,1002.8,1000.1
69,9898,2013-03-11,9.5,29.0,5.8,942.5,937.1
70,9898,2013-03-12,8.9,28.0,5.0,938.6,933.8
70,9434,2013-03-12,10.2,25.0,3.1,974.2,968.6
70,9263D,2013-03-12,6.5,34.0,2.5,951.5,945.4
70,0076,2013-03-12,13.6,23.0,4.4,1001.1,998.1
71,9434,2013-03-13,4.9,30.0,13.1,981.8,969.4
71,9898,2013-03-13,4.2,28.0,10.0,942.6,931.6
71,0076,2013-03-13,8.0,34.0,3.9,1002.9,995.0
71,9263D,2013-03-13,1.2,35.0,7.5,960.4,947.9
72,9434,2013-03-14,5.8,31.0,8.9,986.5,981.2
72,9263D,2013-03-14,1.8,35.0,3.6,963.9,959.5
72,0076,2013-03-14,9.6,33.0,6.1,1009.8,1002.8
72,9898,2013-03-14,4.6,30.0,12.2,948.2,942.6
73,9434,2013-03-15,7.6,30.0,7.8,988.1,985.3
73,9263D,2013-03-15,5.2,2.0,1.4,966.2,961.6
73,9898,2013-03-15,6.0,30.0,8.9,951.7,947.9
73,0076,2013-03-15,8.8,1.0,2.8,1017.7,1009.7
74,9434,2013-03-16,7.2,12.0,3.3,985.3,977.2
74,9898,2013-03-16,6.4,12.0,3.3,951.5,941.8
74,9263D,2013-03-16,5.0,12.0,5.3,961.6,952.9
74,0076,2013-03-16,9.8,99.0,6.1,1017.3,1001.3
75,9263D,2013-03-17,6.3,11.0,2.8,952.9,946.2
75,0076,2013-03-17,12.8,21.0,2.5,1009.3,996.5
75,9434,2013-03-17,8.4,29.0,1.9,977.2,968.9
75,9898,2013-03-17,6.7,9.0,3.3,944.2,934.2
76,0076,2013-03-18,13.8,26.0,7.2,1006.7,996.0
76,9263D,2013-03-18,5.8,30.0,3.1,954.3,947.4
76,9898,2013-03-18,6.4,30.0,7.8,941.9,934.2
76,9434,2013-03-18,8.8,26.0,7.5,977.1,969.9
77,9898,2013-03-19,7.7,10.0,3.1,942.1,936.4
77,0076,2013-03-19,11.2,99.0,4.7,1006.9,1000.9
77,9263D,2013-03-19,6.6,18.0,3.3,954.4,947.6
77,9434,2013-03-19,9.4,99.0,2.5,977.1,970.3
78,0076,2013-03-20,12.6,24.0,6.1,1017.8,1000.8
78,9263D,2013-03-20,8.1,29.0,3.9,964.8,950.8
78,9898,2013-03-20,9.2,28.0,8.1,952.8,936.4
78,9434,2013-03-20,11.1,32.0,6.7,987.5,971.9
79,9434,2013-03-21,10.6,11.0,3.3,987.5,981.2
79,9898,2013-03-21,10.0,9.0,2.5,953.5,947.6
79,0076,2013-03-21,11.2,35.0,6.1,1018.5,1011.8
79,9263D,2013-03-21,8.6,99.0,3.9,964.8,956.7
80,9434,2013-03-22,12.8,25.0,3.3,981.2,974.6
80,9263D,2013-03-22,12.6,20.0,3.3,956.8,950.3
80,9898,2013-03-22,12.8,29.0,3.1,947.6,941.1
80,0076,2013-03-22,12.6,23.0,4.4,1011.8,1005.5
81,0076,2013-03-23,13.0,5.0,3.6,1005.8,1001.6
81,9434,2013-03-23,12.8,99.0,1.4,976.6,970.7
81,9898,2013-03-23,11.6,20.0,2.5,943.1,937.1
81,9263D,2013-03-23,9.8,21.0,1.9,954.0,947.7
82,0076,2013-03-24,14.4,22.0,4.2,1002.9,998.8
82,9263D,2013-03-24,10.8,33.0,2.8,954.5,948.1
82,9898,2013-03-24,11.4,27.0,6.4,940.2,935.9
82,9434,2013-03-24,13.3,29.0,4.2,976.2,971.0
83,0076,2013-03-25,14.8,24.0,5.8,1005.1,1001.0
83,9263D,2013-03-25,8.7,25.0,1.9,956.2,949.6
83,9898,2013-03-25,9.5,29.0,6.1,943.3,938.5
83,9434,2013-03-25,12.4,28.0,4.2,978.9,971.8
84,9263D,2013-03-26,11.8,27.0,1.7,952.6,949.0
84,9898,2013-03-26,10.6,30.0,5.6,939.8,937.9
84,0076,2013-03-26,14.6,,3.1,1003.8,1000.0
84,9434,2013-03-26,12.2,30.0,1.4,975.1,972.1
85,9263D,2013-03-27,12.4,18.0,0.8,950.9,947.6
85,9898,2013-03-27,12.9,30.0,3.3,939.4,936.9
85,0076,2013-03-27,14.1,99.0,4.2,1005.0,1000.5
85,9434,2013-03-27,14.8,26.0,2.2,973.0,970.3
86,9263D,2013-03-28,12.6,32.0,0.3,956.4,950.5
86,9898,2013-03-28,13.7,30.0,4.2,945.1,939.4
86,0076,2013-03-28,15.2,99.0,5.3,1009.6,1002.7
86,9434,2013-03-28,15.3,26.0,2.2,979.0,973.0
87,9434,2013-03-29,15.2,24.0,5.6,979.2,973.7
87,9263D,2013-03-29,15.0,99.0,3.1,956.1,949.0
87,0076,2013-03-29,16.8,25.0,3.6,1009.3,1001.1
87,9898,2013-03-29,12.8,24.0,3.3,945.7,940.3
88,0076,2013-03-30,17.6,26.0,10.0,1007.7,1000.3
88,9898,2013-03-30,10.7,30.0,12.2,946.1,940.3
88,9434,2013-03-30,13.1,31.0,6.1,982.3,974.7
88,9263D,2013-03-30,9.2,99.0,5.0,959.9,952.6
89,9263D,2013-03-31,11.1,99.0,1.9,959.1,944.5
89,0076,2013-03-31,13.8,5.0,4.2,1007.9,1000.5
89,9898,2013-03-31,10.6,26.0,4.2,945.9,935.6
89,9434,2013-03-31,13.2,14.0,2.5,982.2,968.3
90,0076,2013-04-01,15.6,30.0,5.3,1003.4,994.9
90,9263D,2013-04-01,11.0,31.0,4.4,952.4,942.4
90,9434,2013-04-01,12.4,29.0,2.8,975.6,966.3
90,9898,2013-04-01,10.0,30.0,8.3,939.5,932.6
91,0076,2013-04-02,15.2,29.0,5.3,1008.2,1002.3
91,9434,2013-04-02,12.2,27.0,4.2,979.7,975.5
91,9263D,2013-04-02,11.1,99.0,3.6,958.0,952.3
91,9898,2013-04-02,10.4,29.0,8.1,945.0,939.5
92,9263D,2013-04-03,10.2,21.0,3.9,957.2,947.6
92,9434,2013-04-03,11.4,11.0,2.2,979.5,970.2
92,0076,2013-04-03,12.4,1.0,4.7,1008.4,1001.9
92,9898,2013-04-03,10.2,7.0,2.5,944.8,937.6
93,9898,2013-04-04,9.4,31.0,4.2,939.1,935.5
93,0076,2013-04-04,14.1,36.0,2.8,1001.9,998.2
93,9434,2013-04-04,12.0,99.0,3.3,975.4,969.4
93,9263D,2013-04-04,8.4,35.0,5.3,954.0,946.7
94,9898,2013-04-05,6.8,29.0,10.6,944.1,938.0
94,0076,2013-04-05,10.6,35.0,3.6,1008.8,1001.5
94,9263D,2013-04-05,5.3,32.0,4.4,960.1,953.1
94,9434,2013-04-05,8.6,30.0,7.2,981.8,975.4
95,0076,2013-04-06,10.0,99.0,4.2,1014.3,1008.5
95,9434,2013-04-06,7.4,29.0,10.8,988.5,981.8
95,9898,2013-04-06,6.5,30.0,9.4,951.5,944.1
95,9263D,2013-04-06,4.0,35.0,5.3,968.2,959.4
96,9263D,2013-04-07,8.7,32.0,1.9,967.5,957.9
96,9898,2013-04-07,7.0,27.0,4.2,951.9,948.0
96,0076,2013-04-07,11.6,26.0,6.4,1016.0,1010.9
96,9434,2013-04-07,10.2,29.0,2.8,988.4,981.9
97,9434,2013-04-08,12.8,28.0,5.6,981.9,979.4
97,9263D,2013-04-08,11.8,99.0,2.8,958.0,955.3
97,9898,2013-04-08,11.5,27.0,4.7,948.0,945.0
97,0076,2013-04-08,14.9,22.0,6.4,1010.9,1007.1
98,9434,2013-04-09,15.2,25.0,5.8,984.1,979.3
98,0076,2013-04-09,14.3,99.0,6.4,1014.9,1008.1
98,9898,2013-04-09,12.4,29.0,6.1,950.2,945.8
98,9263D,2013-04-09,8.8,17.0,2.2,962.2,954.5
99,9263D,2013-04-10,12.0,20.0,2.8,963.0,959.8
99,9434,2013-04-10,16.0,24.0,4.4,985.9,982.8
99,0076,2013-04-10,16.0,99.0,5.0,1016.4,1013.5
99,9898,2013-04-10,13.9,27.0,2.8,952.9,950.2
100,9898,2013-04-11,15.3,28.0,5.6,951.9,944.7
100,9263D,2013-04-11,15.6,33.0,5.6,960.4,954.5
100,9434,2013-04-11,18.6,26.0,5.0,984.4,977.7
100,0076,2013-04-11,17.2,31.0,6.7,1014.2,1007.1
101,9263D,2013-04-12,12.8,20.0,2.8,965.2,960.0
101,9434,2013-04-12,16.7,31.0,3.3,987.5,982.6
101,9898,2013-04-12,12.5,28.0,2.5,953.8,948.6
101,0076,2013-04-12,16.8,99.0,5.8,1018.1,1011.4
102,0076,2013-04-13,15.2,6.0,3.6,1024.2,1018.1
102,9434,2013-04-13,15.6,99.0,3.1,991.8,987.5
102,9898,2013-04-13,15.8,9.0,2.2,957.9,953.8
102,9263D,2013-04-13,14.9,19.0,2.5,968.6,965.2
103,0076,2013-04-14,15.6,99.0,3.6,1025.2,1023.1
103,9898,2013-04-14,17.4,9.0,4.4,959.8,956.5
103,9434,2013-04-14,17.6,99.0,5.3,992.3,988.7
103,9263D,2013-04-14,18.4,99.0,4.7,969.0,965.0
104,0076,2013-04-15,16.0,35.0,3.6,1024.0,1020.1
104,9434,2013-04-15,18.8,14.0,1.9,992.2,988.0
104,9263D,2013-04-15,17.2,27.0,0.6,970.1,966.4
104,9898,2013-04-15,17.1,6.0,3.3,959.1,955.5
105,9263D,2013-04-16,18.6,24.0,0.6,970.0,967.2
105,9898,2013-04-16,18.4,99.0,1.4,957.7,956.2
105,0076,2013-04-16,16.9,4.0,3.3,1022.4,1020.0
105,9434,2013-04-16,20.0,99.0,1.7,991.7,989.0
106,9434,2013-04-17,21.1,99.0,4.2,991.4,986.8
106,9263D,2013-04-17,19.8,34.0,1.9,969.8,965.5
106,9898,2013-04-17,20.2,11.0,2.8,958.2,955.2
106,0076,2013-04-17,17.8,99.0,3.9,1022.9,1020.5
107,0076,2013-04-18,16.0,99.0,3.9,1022.2,1020.0
107,9263D,2013-04-18,13.8,36.0,7.5,972.3,969.6
107,9898,2013-04-18,17.0,30.0,2.8,957.8,954.8
107,9434,2013-04-18,18.1,30.0,8.3,991.7,988.8
108,9434,2013-04-19,13.2,31.0,11.7,995.0,990.6
108,0076,2013-04-19,16.2,99.0,3.9,1022.3,1018.9
108,9898,2013-04-19,11.8,30.0,3.3,958.9,955.8
108,9263D,2013-04-19,10.2,36.0,8.3,975.5,971.0
109,9898,2013-04-20,10.6,32.0,3.9,958.9,954.0
109,9434,2013-04-20,13.0,30.0,9.2,995.0,989.9
109,9263D,2013-04-20,9.8,36.0,6.9,974.8,969.5
109,0076,2013-04-20,14.6,25.0,6.4,1022.5,1016.8
110,0076,2013-04-21,13.9,15.0,4.7,1019.5,1016.9
110,9898,2013-04-21,10.2,26.0,4.2,956.2,951.9
110,9434,2013-04-21,12.6,29.0,5.8,991.6,986.4
110,9263D,2013-04-21,9.7,32.0,6.7,969.7,965.4
111,9434,2013-04-22,13.7,31.0,10.0,989.9,986.2
111,9898,2013-04-22,11.9,,3.9,954.6,950.8
111,0076,2013-04-22,14.2,99.0,4.2,1019.7,1015.1
111,9263D,2013-04-22,10.0,99.0,6.7,968.8,966.3
112,0076,2013-04-23,15.0,99.0,4.2,1024.1,1019.0
112,9434,2013-04-23,14.5,30.0,2.2,993.0,989.4
112,9263D,2013-04-23,12.3,34.0,2.8,970.6,967.6
112,9898,2013-04-23,12.8,,0.8,958.8,954.6
113,0076,2013-04-24,15.0,8.0,7.8,1025.8,1022.2
113,9434,2013-04-24,15.2,11.0,3.1,994.6,991.3
113,9263D,2013-04-24,13.4,99.0,3.1,971.8,968.6
113,9898,2013-04-24,15.2,,2.2,960.3,957.8
114,9434,2013-04-25,13.8,10.0,1.9,993.4,989.5
114,9898,2013-04-25,14.0,,1.7,959.6,954.7
114,0076,2013-04-25,16.8,7.0,8.6,1022.2,1016.9
114,9263D,2013-04-25,15.8,20.0,1.4,970.3,965.3
115,9434,2013-04-26,14.0,29.0,4.2,989.5,982.0
115,0076,2013-04-26,16.8,5.0,6.9,1016.9,1009.5
115,9263D,2013-04-26,10.8,32.0,4.2,966.2,961.3
115,9898,2013-04-26,12.0,30.0,3.6,954.7,946.0
116,9434,2013-04-27,9.6,30.0,10.0,982.0,977.8
116,0076,2013-04-27,12.6,24.0,5.6,1009.5,1005.3
116,9263D,2013-04-27,6.3,99.0,6.4,961.4,956.5
116,9898,2013-04-27,8.9,28.0,7.2,946.0,940.5
117,9898,2013-04-28,6.0,99.0,2.5,946.3,944.3
117,9434,2013-04-28,7.0,99.0,3.9,981.4,979.3
117,0076,2013-04-28,10.8,99.0,5.3,1010.9,1007.3
117,9263D,2013-04-28,5.8,34.0,6.1,961.6,958.2
118,9898,2013-04-29,8.2,31.0,2.8,947.1,945.0
118,0076,2013-04-29,13.3,7.0,8.6,1010.4,1005.4
118,9263D,2013-04-29,8.8,2.0,6.4,961.6,959.3
118,9434,2013-04-29,7.8,99.0,6.7,982.2,980.4
119,9898,2013-04-30,8.2,14.0,2.8,951.3,945.3
119,9263D,2013-04-30,10.6,21.0,1.7,961.7,957.3
119,9434,2013-04-30,11.8,11.0,3.3,985.0,981.0
119,0076,2013-04-30,14.9,24.0,4.4,1015.6,1006.8
120,9263D,2013-05-01,11.7,34.0,2.8,965.7,961.6
120,9434,2013-05-01,13.2,25.0,1.1,987.3,984.6
120,9898,2013-05-01,12.0,28.0,2.8,953.4,951.2
120,0076,2013-05-01,14.4,99.0,5.0,1017.3,1014.8
121,9898,2013-05-02,10.1,,5.6,954.5,952.7
121,9434,2013-05-02,12.8,33.0,6.9,990.4,986.7
121,9263D,2013-05-02,10.0,99.0,2.5,968.6,964.4
121,0076,2013-05-02,14.1,99.0,3.6,1017.1,1015.1
122,9263D,2013-05-03,10.5,34.0,5.0,968.7,967.0
122,0076,2013-05-03,15.4,34.0,5.8,1019.0,1016.2
122,9434,2013-05-03,13.6,30.0,7.2,989.7,987.7
122,9898,2013-05-03,11.7,26.0,3.9,955.3,952.6
123,9898,2013-05-04,12.6,26.0,4.2,956.2,953.6
123,0076,2013-05-04,16.4,35.0,5.0,1020.5,1017.7
123,9434,2013-05-04,14.2,28.0,3.3,990.7,987.6
123,9263D,2013-05-04,12.5,31.0,3.6,969.1,966.3
124,9898,2013-05-05,15.6,26.0,3.1,955.8,954.2
124,0076,2013-05-05,16.1,99.0,4.4,1019.8,1017.2
124,9434,2013-05-05,16.2,99.0,3.3,990.5,988.0
124,9263D,2013-05-05,13.8,36.0,4.2,968.8,966.1
125,0076,2013-05-06,16.8,23.0,4.7,1019.4,1016.2
125,9898,2013-05-06,17.1,28.0,3.6,955.8,953.1
125,9434,2013-05-06,19.0,32.0,0.8,990.3,985.3
125,9263D,2013-05-06,15.4,28.0,1.7,967.9,963.9
126,9898,2013-05-07,18.4,25.0,5.0,954.3,952.2
126,9263D,2013-05-07,18.4,27.0,1.9,965.8,962.9
126,9434,2013-05-07,20.8,25.0,3.3,987.9,985.5
126,0076,2013-05-07,20.0,22.0,5.0,1017.1,1013.8
127,9898,2013-05-08,18.7,28.0,3.3,953.7,951.7
127,9263D,2013-05-08,15.8,99.0,1.1,965.7,962.4
127,9434,2013-05-08,20.8,29.0,2.8,986.4,984.7
127,0076,2013-05-08,19.6,6.0,2.2,1016.5,1013.1
128,0076,2013-05-09,20.2,24.0,2.5,1016.8,1013.3
128,9263D,2013-05-09,13.3,32.0,1.4,967.9,962.3
128,9898,2013-05-09,15.6,31.0,2.5,953.6,950.8
128,9434,2013-05-09,19.8,28.0,5.0,988.5,981.6
129,0076,2013-05-10,18.5,19.0,3.3,1019.6,1013.5
129,9898,2013-05-10,12.7,28.0,6.4,954.2,952.7
129,9434,2013-05-10,15.8,99.0,8.6,990.4,987.7
129,9263D,2013-05-10,11.5,32.0,6.1,969.4,967.3
130,9898,2013-05-11,12.4,30.0,7.2,955.7,953.8
130,0076,2013-05-11,17.9,22.0,3.9,1020.8,1017.4
130,9263D,2013-05-11,10.8,99.0,5.3,972.0,968.4
130,9434,2013-05-11,14.7,29.0,8.9,992.4,989.6
131,0076,2013-05-12,17.0,35.0,5.6,1022.2,1019.1
131,9263D,2013-05-12,10.9,99.0,5.3,972.0,970.7
131,9434,2013-05-12,14.8,29.0,9.2,994.0,990.3
131,9898,2013-05-12,12.3,25.0,5.0,957.3,954.8
132,9263D,2013-05-13,13.0,99.0,3.9,971.2,965.3
132,0076,2013-05-13,16.6,,5.8,,
132,9434,2013-05-13,17.6,29.0,3.3,992.4,985.7
132,9898,2013-05-13,14.2,24.0,2.8,957.7,951.3
133,9898,2013-05-14,14.5,13.0,3.3,953.9,942.3
133,9263D,2013-05-14,15.0,36.0,1.9,965.5,952.8
133,0076,2013-05-14,16.7,99.0,3.1,1017.2,1005.6
133,9434,2013-05-14,13.8,27.0,2.2,986.8,974.5
134,0076,2013-05-15,16.2,8.0,4.4,1005.6,999.1
134,9263D,2013-05-15,8.2,99.0,5.0,953.0,951.4
134,9434,2013-05-15,11.6,29.0,8.9,974.5,972.5
134,9898,2013-05-15,9.1,,,942.3,936.5
135,9434,2013-05-16,11.8,28.0,8.1,973.6,970.6
135,0076,2013-05-16,13.6,27.0,3.6,1001.1,998.2
135,9263D,2013-05-16,9.1,32.0,4.7,951.9,947.3
135,9898,2013-05-16,9.1,,4.4,937.5,935.3
136,9434,2013-05-17,11.9,11.0,4.2,972.1,969.0
136,0076,2013-05-17,14.8,21.0,3.3,1003.0,999.5
136,9898,2013-05-17,9.6,11.0,4.4,937.3,935.3
136,9263D,2013-05-17,9.4,20.0,3.1,949.5,945.7
137,9263D,2013-05-18,7.4,25.0,1.1,959.2,949.3
137,9434,2013-05-18,12.2,33.0,5.0,981.6,972.1
137,9898,2013-05-18,9.6,32.0,5.0,946.3,937.2
137,0076,2013-05-18,16.2,99.0,7.2,1009.5,999.9
138,0076,2013-05-19,16.0,99.0,6.1,1018.6,1009.5
138,9263D,2013-05-19,9.2,99.0,3.9,966.3,959.1
138,9898,2013-05-19,11.2,29.0,5.8,953.3,946.3
138,9434,2013-05-19,13.4,99.0,4.4,987.5,981.6
139,9898,2013-05-20,10.6,9.0,1.9,955.0,953.0
139,9434,2013-05-20,14.4,29.0,2.8,989.6,987.3
139,9263D,2013-05-20,9.2,99.0,4.7,968.1,965.8
139,0076,2013-05-20,14.2,35.0,4.7,1019.5,1017.0
140,0076,2013-05-21,14.6,35.0,3.6,1018.8,1012.4
140,9898,2013-05-21,11.1,29.0,4.7,954.9,950.0
140,9434,2013-05-21,11.9,99.0,8.6,989.6,985.7
140,9263D,2013-05-21,7.1,99.0,4.2,967.9,965.6
141,9898,2013-05-22,14.0,30.0,9.7,950.7,949.5
141,9263D,2013-05-22,13.4,34.0,6.1,967.7,965.8
141,9434,2013-05-22,16.2,29.0,11.9,987.4,985.7
141,0076,2013-05-22,21.0,99.0,6.9,1013.3,1007.7
142,9898,2013-05-23,12.8,30.0,11.1,951.3,947.9
142,9263D,2013-05-23,9.5,34.0,5.8,967.1,965.3
142,9434,2013-05-23,14.6,29.0,9.7,988.4,985.6
142,0076,2013-05-23,,22.0,5.8,1013.1,1008.4
143,9898,2013-05-24,10.4,30.0,11.9,952.3,950.6
143,9263D,2013-05-24,9.9,99.0,6.4,967.2,965.2
143,9434,2013-05-24,13.4,34.0,8.3,988.6,986.6
143,0076,2013-05-24,15.4,99.0,5.6,1015.1,1012.3
144,9898,2013-05-25,10.6,29.0,13.1,954.6,951.7
144,0076,2013-05-25,14.4,10.0,5.0,1019.9,1013.4
144,9434,2013-05-25,13.6,31.0,8.9,990.6,987.7
144,9263D,2013-05-25,9.6,31.0,6.4,969.0,965.6
145,9434,2013-05-26,13.7,19.0,2.2,990.4,982.4
145,9263D,2013-05-26,11.7,36.0,0.8,968.3,960.5
145,9898,2013-05-26,12.1,20.0,3.1,955.4,950.3
145,0076,2013-05-26,16.2,22.0,5.3,1019.6,1014.5
146,9263D,2013-05-27,15.3,33.0,1.4,960.6,955.2
146,0076,2013-05-27,17.0,99.0,3.3,1014.6,1008.6
146,9898,2013-05-27,14.6,11.0,4.2,950.6,945.4
146,9434,2013-05-27,16.2,11.0,4.4,984.0,977.9
147,9434,2013-05-28,13.8,30.0,5.3,982.9,977.0
147,9263D,2013-05-28,10.4,35.0,4.7,961.0,954.0
147,0076,2013-05-28,17.1,99.0,6.4,1011.1,1005.7
147,9898,2013-05-28,11.6,29.0,8.6,947.1,943.0
148,9434,2013-05-29,12.8,29.0,3.9,984.3,981.2
148,9898,2013-05-29,9.1,30.0,10.3,948.3,946.2
148,9263D,2013-05-29,9.4,32.0,4.2,962.0,958.2
148,0076,2013-05-29,17.2,26.0,6.7,1011.2,1006.5
149,9434,2013-05-30,13.4,31.0,8.3,987.1,984.3
149,9898,2013-05-30,10.0,30.0,13.3,950.7,948.3
149,0076,2013-05-30,16.9,29.0,5.3,1012.3,1009.7
149,9263D,2013-05-30,9.5,31.0,4.7,966.4,961.3
150,9263D,2013-05-31,11.0,32.0,6.1,970.4,964.1
150,9898,2013-05-31,13.6,32.0,10.6,953.0,949.7
150,0076,2013-05-31,17.0,35.0,4.2,1014.2,1010.1
150,9434,2013-05-31,15.1,31.0,11.1,990.9,985.9
151,9263D,2013-06-01,11.4,32.0,5.6,972.0,969.3
151,9898,2013-06-01,17.0,31.0,6.1,955.2,952.2
151,0076,2013-06-01,22.5,99.0,4.7,1016.4,1012.2
151,9434,2013-06-01,16.2,29.0,11.9,991.5,989.4
152,9898,2013-06-02,16.2,30.0,7.2,955.2,952.6
152,9263D,2013-06-02,12.6,35.0,7.2,971.6,969.6
152,0076,2013-06-02,19.6,35.0,5.6,1017.8,1015.2
152,9434,2013-06-02,17.2,29.0,11.7,991.5,988.6
153,9434,2013-06-03,17.8,29.0,8.3,990.8,985.4
153,9898,2013-06-03,15.3,26.0,5.3,955.1,951.7
153,0076,2013-06-03,18.6,99.0,5.0,1017.8,1016.0
153,9263D,2013-06-03,13.8,3.0,7.2,970.4,965.4
154,0076,2013-06-04,18.4,99.0,4.4,1017.0,1014.2
154,9434,2013-06-04,19.0,99.0,1.1,987.3,981.4
154,9898,2013-06-04,17.1,25.0,3.3,953.5,949.0
154,9263D,2013-06-04,14.8,33.0,1.9,965.4,960.9
155,9898,2013-06-05,18.2,11.0,3.1,952.0,949.3
155,9263D,2013-06-05,18.2,11.0,1.7,962.4,959.0
155,9434,2013-06-05,21.4,28.0,1.4,984.5,981.2
155,0076,2013-06-05,18.9,99.0,3.3,1016.4,1014.3
